,choice,college,hsg2,coml5,sedan1,sedan2,sedan3,sedan4,sedan5,sedan6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,big1,big2,big3,big4,big5,big6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6
4279,1,0,1,1,0,0,0,0,0,1,0.96354111,0.96354111,1.1241313,1.1241313,1.6059019,1.6059019,200,200,75,75,350,350,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,0.7,0.7,1,1,2,2,6,6,2,2
4280,3,1,0,1,0,1,0,0,0,0,9.4297342,9.4297342,10.422338,10.422338,11.414941,11.414941,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,0,0,0,0,0,0,1,1,0.7,0.7,1,1,4,4,2,2,4,4
4281,3,1,0,1,1,0,1,0,1,0,3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,6,6,8,8
4282,5,0,0,0,1,0,1,0,1,0,3.5329841,3.5329841,4.1753448,4.1753448,4.8177056,4.8177056,150,150,350,350,400,400,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,4,4,6,6,8,8
4283,3,1,1,0,0,0,0,1,0,0,6.0700691,6.0700691,4.690508,4.690508,5.2423324,5.2423324,125,125,250,250,300,300,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,1,1,8,8,2,2
4284,3,0,1,0,1,0,1,0,1,0,6.0700691,6.0700691,6.3459814,6.3459814,4.690508,4.690508,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,0,0,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
4285,5,1,0,0,1,0,1,0,1,0,5.5907915,5.5907915,7.1562131,7.1562131,7.8271081,7.8271081,125,125,250,250,300,300,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,8,8,8,8,2,2
4286,1,1,0,0,1,0,1,0,1,0,2.9936324,2.9936324,3.1932079,3.1932079,2.1953304,2.1953304,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,0,0,0,0,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
4287,6,1,0,1,1,0,1,0,1,0,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,0,0,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
4288,5,0,0,1,1,0,1,0,1,0,3.1308432,3.1308432,3.3544749,3.3544749,2.4599482,2.4599482,125,125,300,300,300,300,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,2,2,8,8,4,4
4289,4,1,0,0,1,0,1,0,1,0,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,0,0,1,1,0,0,1,1,1,1,1,1,4,4,6,6,8,8
4290,1,0,0,0,1,0,1,0,1,0,4.6581025,4.6581025,3.5994428,3.5994428,4.0229067,4.0229067,125,125,250,250,300,300,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,0,0,0,0,0,0,1,1,1,1,1,1,4,4,2,2,4,4
4291,3,1,0,0,1,0,1,0,1,0,6.102427,6.102427,6.7447878,6.7447878,7.3871485,7.3871485,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,6,6,8,8,2,2
4292,1,1,0,1,1,0,1,0,1,0,3.1308432,3.1308432,3.3544749,3.3544749,3.5781065,3.5781065,75,75,250,250,400,400,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,1,1,0,0,0,0,0.7,0.7,0.7,0.7,1,1,2,2,4,4,6,6
4293,5,1,0,1,0,0,0,1,0,0,6.0700691,6.0700691,4.690508,4.690508,5.2423324,5.2423324,125,125,250,250,300,300,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,4,4,2,2,4,4
4294,2,1,0,0,1,0,1,0,1,0,11.241313,11.241313,8.9930504,8.9930504,10.277772,10.277772,125,125,250,250,300,300,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,8,8,2,2
4295,3,0,0,0,1,0,1,0,1,0,9.6569282,9.6569282,6.8978058,6.8978058,7.7255425,7.7255425,75,75,300,300,350,350,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,4,4,6,6,8,8
4296,2,1,1,0,0,1,0,0,0,0,3.3109468,3.3109468,3.586859,3.586859,4.1386835,4.1386835,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,4,4,6,6,8,8
4297,4,0,0,1,0,0,0,1,0,0,5.6978331,5.6978331,4.5107845,4.5107845,4.985604,4.985604,200,200,300,300,350,350,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6
4298,5,0,0,1,1,0,1,0,1,0,3.8343333,3.8343333,4.0899555,4.0899555,2.8118444,2.8118444,75,75,250,250,400,400,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.25,0.25,0.6,0.6,0,0,0,0,1,1,0.7,0.7,0.7,0.7,1,1,1,1,4,4,6,6
4299,3,0,1,1,0,0,0,1,0,0,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,200,200,300,300,350,350,6,6,2.5,2.5,4,4,65,65,140,140,85,85,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,8,8,6,6,8,8
4300,1,1,0,0,1,0,1,0,1,0,4.1386835,4.1386835,3.0350346,3.0350346,3.586859,3.586859,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,8,8,8,8,2,2
4301,6,1,1,1,0,1,0,0,0,0,2.2482626,2.2482626,2.2482626,2.2482626,2.8906233,2.8906233,125,125,300,300,250,250,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,8,8,2,2,4,4
4302,3,1,0,0,0,0,0,1,0,0,0.76686666,0.76686666,1.1503,1.1503,1.2781111,1.2781111,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4
4303,1,0,0,0,1,0,1,0,1,0,6.4519234,6.4519234,7.444527,7.444527,7.9408288,7.9408288,300,300,250,250,300,300,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,6,6,8,8,2,2
4304,3,0,0,0,1,0,1,0,1,0,3.8627713,3.8627713,4.1386835,4.1386835,4.4145957,4.4145957,75,75,250,250,400,400,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,8,2,2
4305,3,1,0,0,1,0,1,0,1,0,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,300,300,250,250,300,300,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
4306,5,0,0,1,1,0,1,0,1,0,1.6059019,1.6059019,1.6059019,1.6059019,1.1241313,1.1241313,200,200,75,75,350,350,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,6,6,2,2
4307,3,1,0,1,1,0,1,0,1,0,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,200,200,300,300,350,350,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6
4308,5,0,1,0,0,0,0,1,0,0,2.0197873,2.0197873,2.5247341,2.5247341,1.5148404,1.5148404,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,4,4,6,6,8,8
4309,5,1,1,1,1,0,1,0,1,0,4.3455777,4.3455777,2.8118444,2.8118444,3.3230888,3.3230888,200,200,75,75,300,300,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,4,4,8,8,2,2
4310,4,0,0,1,1,0,1,0,1,0,5.4593198,5.4593198,2.9778108,2.9778108,3.4741126,3.4741126,125,125,300,300,250,250,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,0,0,1,1,0.7,0.7,1,1,1,1,1,1,4,4,6,6
4311,1,1,0,1,0,0,0,0,0,1,2.7772075,2.7772075,1.5148404,1.5148404,2.2722607,2.2722607,125,125,300,300,300,300,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,1,1,0,0,0,0,0.7,0.7,0.7,0.7,1,1,4,4,2,2,6,6
4312,3,1,0,0,0,0,0,1,0,0,5.4600663,5.4600663,6.7447878,6.7447878,7.3871485,7.3871485,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,4,4
4313,5,1,0,1,1,0,1,0,1,0,4.5107845,4.5107845,4.985604,4.985604,4.0359651,4.0359651,200,200,75,75,350,350,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,1,1,1,1,1,1,0.7,0.7,1,1,4,4,6,6,2,2
4314,5,1,1,0,1,0,1,0,1,0,3.5787111,3.5787111,3.8343333,3.8343333,4.0899555,4.0899555,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6
4315,3,1,0,1,0,0,0,0,0,1,1.4889054,1.4889054,1.7370563,1.7370563,2.481509,2.481509,75,75,250,250,250,250,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,1,1,1,1,1,1,8,8,8,8,4,4
4316,5,0,0,1,1,0,1,0,1,0,3.8627713,3.8627713,4.1386835,4.1386835,3.0350346,3.0350346,200,200,75,75,350,350,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,0,0,1,1,1,1,0.7,0.7,1,1,4,4,6,6,2,2
4317,5,1,0,0,1,0,1,0,1,0,3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,1,1,1,1,2,2,4,4,6,6
4318,1,1,0,0,1,0,1,0,1,0,4.4145957,4.4145957,3.0350346,3.0350346,3.586859,3.586859,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,6,6,8,8,2,2
4319,4,1,0,1,1,0,1,0,1,0,4.2490015,4.2490015,4.6962648,4.6962648,5.1435281,5.1435281,125,125,300,300,250,250,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,4,4,6,6
4320,3,0,0,1,1,0,1,0,1,0,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,125,125,300,300,250,250,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,8,8,2,2,4,4
4321,3,1,0,1,1,0,1,0,1,0,3.7871011,3.7871011,2.7772075,2.7772075,3.2821543,3.2821543,200,200,300,300,350,350,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,4,4,4,4,6,6
4322,2,1,0,0,0,0,0,0,0,1,1.5337333,1.5337333,0.76686666,0.76686666,1.1503,1.1503,125,125,300,300,300,300,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,1,1,0,0,0,0,0.7,0.7,0.7,0.7,1,1,4,4,2,2,6,6
4323,3,0,0,0,1,0,1,0,1,0,3.5346277,3.5346277,4.0395745,4.0395745,2.7772075,2.7772075,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,2,2,4,4
4324,3,1,0,0,0,0,0,0,0,1,3.3109468,3.3109468,3.586859,3.586859,4.4145957,4.4145957,125,125,300,300,300,300,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,1,1,2,2,6,6
4325,1,0,0,1,1,0,1,0,1,0,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,75,75,400,400,250,250,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,2,2,8,8,2,2
4326,3,1,1,0,1,0,1,0,1,0,5.4600663,5.4600663,4.1753448,4.1753448,4.8177056,4.8177056,125,125,250,250,300,300,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4
4327,5,1,0,1,1,0,1,0,1,0,3.9704144,3.9704144,4.963018,4.963018,2.9778108,2.9778108,200,200,300,300,350,350,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.6,0.6,1,1,0,0,0,0,1,1,0.7,0.7,1,1,1,1,4,4,8,8,2,2
4328,5,1,0,0,1,0,1,0,1,0,3.8541644,3.8541644,4.1753448,4.1753448,5.1388859,5.1388859,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,1,1,0,0,0,0,1,1,1,1,1,1,8,8,6,6,2,2
4329,1,1,1,0,0,0,0,0,0,1,7.0659681,7.0659681,7.3871485,7.3871485,6.102427,6.102427,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,0.7,0.7,1,1,1,1,4,4,8,8
4330,6,1,0,1,0,0,0,0,0,1,4.9198965,4.9198965,5.1435281,5.1435281,4.2490015,4.2490015,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,6,6,2,2
4331,3,1,1,0,1,0,1,0,1,0,4.985604,4.985604,5.4604234,5.4604234,4.0359651,4.0359651,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,0,0,1,1,0,0,1,1,1,1,1,1,6,6,8,8,2,2
4332,5,1,0,1,0,0,0,0,0,1,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,1,1,8,8,4,4
4333,3,1,0,0,0,1,0,0,0,0,1.262367,1.262367,0.75742022,0.75742022,0.88365693,0.88365693,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,0,0,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
4334,4,1,0,0,1,0,1,0,1,0,4.690508,4.690508,3.0350346,3.0350346,4.1386835,4.1386835,50,50,150,150,400,400,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,6,6
4335,1,1,0,1,1,0,1,0,1,0,2.2482626,2.2482626,2.8906233,2.8906233,3.2118037,3.2118037,50,50,350,350,400,400,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.25,0.25,0.5,0.5,0,0,0,0,0,0,1,1,1,1,1,1,8,8,4,4,6,6
4336,5,1,0,1,0,1,0,0,0,0,3.8627713,3.8627713,4.1386835,4.1386835,4.4145957,4.4145957,75,75,250,250,400,400,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,2,2,4,4,6,6
4337,3,1,0,0,0,1,0,0,0,0,2.8118444,2.8118444,3.3230888,3.3230888,3.8343333,3.8343333,250,250,400,400,250,250,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
4338,5,1,1,0,1,0,1,0,1,0,5.8068884,5.8068884,4.2920479,4.2920479,4.7969948,4.7969948,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,0,0,1,1,1,1,1,1,1,1,6,6,8,8,2,2
4339,3,1,0,0,1,0,1,0,1,0,5.4600663,5.4600663,6.7447878,6.7447878,7.3871485,7.3871485,50,50,350,350,400,400,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,8,8,4,4,6,6
4340,5,0,0,0,1,0,1,0,1,0,3.5346277,3.5346277,4.0395745,4.0395745,2.7772075,2.7772075,75,75,400,400,250,250,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,8,8,8,8,2,2
4341,3,1,0,0,0,0,0,1,0,0,6.8978058,6.8978058,8.8291915,8.8291915,9.6569282,9.6569282,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,4,4
4342,2,0,0,0,1,0,1,0,1,0,2.7772075,2.7772075,3.2821543,3.2821543,3.7871011,3.7871011,75,75,300,300,350,350,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,6,6,8,8
4343,5,1,0,1,0,0,0,1,0,0,1.1036489,1.1036489,1.3795612,1.3795612,0.8277367,0.8277367,200,200,300,300,350,350,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,1,1,0,0,0,0,1,1,1,1,1,1,8,8,4,4,6,6
4344,1,1,0,0,1,0,1,0,1,0,3.5346277,3.5346277,4.0395745,4.0395745,2.7772075,2.7772075,125,125,250,250,300,300,6,6,2.5,2.5,4,4,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,0,0,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
4345,3,1,0,0,0,1,0,0,0,0,2.4599482,2.4599482,1.34179,1.34179,1.5654216,1.5654216,75,75,250,250,400,400,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.25,0.25,0.6,0.6,0,0,0,0,1,1,1,1,0.7,0.7,1,1,2,2,6,6,8,8
4346,3,1,0,1,1,0,1,0,1,0,5.9556216,5.9556216,7.444527,7.444527,7.9408288,7.9408288,75,75,400,400,250,250,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.6,0.6,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,4,4,6,6
4347,3,1,0,0,1,0,1,0,1,0,3.8017382,3.8017382,4.2490015,4.2490015,4.6962648,4.6962648,125,125,300,300,250,250,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,8,8,2,2,4,4
4348,3,0,0,0,1,0,1,0,1,0,1.661868,1.661868,2.1366874,2.1366874,2.3740971,2.3740971,150,150,350,350,400,400,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,2,2,4,4,6,6
4349,4,1,0,1,0,0,0,0,0,1,5.2423324,5.2423324,5.7941569,5.7941569,4.690508,4.690508,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,2,2
4350,5,1,0,0,0,0,0,1,0,0,5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,75,75,400,400,250,250,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,2,2,6,6,8,8
4351,3,1,0,1,1,0,1,0,1,0,4.3455777,4.3455777,2.8118444,2.8118444,3.3230888,3.3230888,50,50,150,150,350,350,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,1,1,1,1,1,1,8,8,2,2,4,4
4352,4,0,0,0,1,0,1,0,1,0,3.0296809,3.0296809,3.7871011,3.7871011,4.0395745,4.0395745,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,1,1,6,6,8,8
4353,5,0,0,0,1,0,1,0,1,0,3.5329841,3.5329841,1.9270822,1.9270822,2.2482626,2.2482626,200,200,75,75,300,300,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,0,0,1,1,0.7,0.7,0.7,0.7,1,1,4,4,8,8,2,2
4354,2,1,0,0,1,0,1,0,1,0,3.5611457,3.5611457,3.7985554,3.7985554,3.0863263,3.0863263,125,125,300,300,300,300,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,1,1,0,0,0,0,0.7,0.7,0.7,0.7,1,1,2,2,2,2,6,6
4355,3,1,0,0,1,0,1,0,1,0,5.9556216,5.9556216,6.4519234,6.4519234,7.444527,7.444527,125,125,300,300,250,250,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,1,1,1,1,2,2,4,4,6,6
4356,3,1,0,1,1,0,1,0,1,0,2.964247,2.964247,3.1759789,3.1759789,2.3290512,2.3290512,200,200,75,75,350,350,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,8,8
4357,3,0,1,1,1,0,1,0,1,0,3.5329841,3.5329841,1.9270822,1.9270822,2.8906233,2.8906233,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,2,2,6,6,2,2
4358,1,1,0,0,1,0,1,0,1,0,4.2920479,4.2920479,4.7969948,4.7969948,5.3019416,5.3019416,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,1,1,0.7,0.7,1,1,1,1,2,2,4,4
4359,3,1,0,1,1,0,1,0,1,0,6.1349332,6.1349332,4.3455777,4.3455777,4.8568222,4.8568222,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,0,0,1,1,0,0,1,1,0.7,0.7,1,1,2,2,8,8,2,2
4360,1,1,0,1,1,0,1,0,1,0,3.5994428,3.5994428,4.0229067,4.0229067,4.8698344,4.8698344,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,8,8,6,6,2,2
4361,5,1,0,1,1,0,1,0,1,0,4.1386835,4.1386835,4.4145957,4.4145957,3.586859,3.586859,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,6,6
4362,5,0,0,0,0,0,0,0,0,1,3.3109468,3.3109468,3.586859,3.586859,4.4145957,4.4145957,200,200,75,75,350,350,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,1,1,0.7,0.7,1,1,2,2,6,6,2,2
4363,5,1,0,0,1,0,1,0,1,0,5.1388859,5.1388859,3.5329841,3.5329841,4.1753448,4.1753448,75,75,300,300,350,350,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,2,2,4,4,6,6
4364,3,1,0,1,1,0,1,0,1,0,8.8291915,8.8291915,9.6569282,9.6569282,6.8978058,6.8978058,125,125,300,300,250,250,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,1,1,2,2,4,4
4365,3,0,1,0,1,0,1,0,1,0,4.690508,4.690508,3.0350346,3.0350346,4.1386835,4.1386835,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,1,1,1,1,0.7,0.7,1,1,8,8,4,4,8,8
4366,3,1,0,0,1,0,1,0,1,0,3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,0.7,0.7,1,1,1,1,2,2,4,4,6,6
