age,job,marital,education,balance,housing,loan,campaign,poutcome,deposit
29,services,married,secondary,6567,yes,no,2,failure,yes
25,technician,married,secondary,691,yes,no,1,failure,no
34,blue-collar,married,secondary,2994,yes,no,1,failure,no
39,entrepreneur,married,secondary,2139,yes,no,4,failure,yes
44,blue-collar,married,secondary,167,yes,no,2,failure,no
53,management,divorced,tertiary,50,yes,no,1,failure,yes
27,services,married,secondary,311,yes,no,1,failure,no
39,entrepreneur,married,secondary,680,yes,no,1,failure,no
33,management,married,primary,142,yes,no,1,failure,no
29,blue-collar,single,primary,722,yes,no,1,failure,no
32,admin.,single,secondary,6042,yes,no,1,failure,no
49,admin.,divorced,secondary,132,yes,no,1,failure,no
54,unemployed,married,secondary,582,yes,no,5,failure,yes
29,student,single,tertiary,80,yes,no,5,failure,no
34,management,married,secondary,-285,yes,no,1,failure,no
28,student,single,secondary,217,yes,no,2,failure,no
39,admin.,married,secondary,-650,no,no,2,failure,no
52,blue-collar,married,primary,134,yes,no,2,failure,no
37,services,single,secondary,1175,yes,no,1,failure,no
29,blue-collar,married,secondary,339,yes,no,3,failure,no
41,self-employed,married,tertiary,6000,yes,no,6,failure,no
32,blue-collar,married,primary,2198,no,no,1,failure,no
30,technician,married,primary,95,yes,no,2,failure,no
39,technician,single,secondary,12,yes,no,2,failure,no
41,admin.,single,secondary,2002,yes,no,2,failure,no
58,blue-collar,married,primary,5431,yes,yes,3,failure,no
41,admin.,divorced,secondary,2550,yes,no,2,failure,no
31,admin.,married,secondary,728,yes,yes,1,failure,no
28,admin.,single,secondary,-215,yes,no,1,failure,no
50,admin.,single,primary,181,yes,no,4,failure,no
33,blue-collar,married,secondary,1,yes,no,4,failure,no
41,services,married,secondary,2399,yes,no,2,failure,no
39,blue-collar,married,primary,315,yes,no,3,failure,no
25,admin.,single,secondary,507,yes,no,1,failure,yes
23,blue-collar,single,primary,8627,yes,no,1,failure,no
21,admin.,single,secondary,66,yes,no,1,failure,no
44,blue-collar,married,primary,-101,yes,no,1,failure,yes
27,blue-collar,single,secondary,940,yes,no,1,failure,no
41,blue-collar,divorced,secondary,2540,yes,no,2,failure,no
48,blue-collar,married,secondary,480,yes,no,1,failure,yes
40,admin.,married,secondary,2574,yes,no,1,failure,yes
26,blue-collar,single,primary,17,yes,no,2,failure,no
29,technician,single,tertiary,940,yes,no,1,failure,no
25,student,single,secondary,1919,yes,no,1,failure,no
31,admin.,single,secondary,-1,yes,no,1,failure,no
30,blue-collar,married,secondary,3,no,no,2,failure,no
49,blue-collar,married,secondary,1230,yes,yes,2,failure,no
31,management,married,tertiary,527,yes,yes,2,failure,no
29,blue-collar,married,secondary,-114,yes,no,2,failure,no
56,retired,divorced,tertiary,-458,yes,no,4,failure,no
34,management,single,tertiary,2360,yes,no,2,failure,no
45,unemployed,married,secondary,-407,yes,no,3,failure,no
59,self-employed,married,primary,671,yes,no,2,failure,no
52,blue-collar,divorced,primary,29,yes,no,2,failure,no
57,technician,married,secondary,225,yes,no,7,failure,no
36,admin.,single,secondary,148,yes,no,4,failure,yes
30,admin.,married,primary,624,yes,no,2,failure,no
30,technician,single,secondary,1395,yes,no,2,failure,no
55,services,married,secondary,841,yes,no,9,failure,no
33,management,married,tertiary,2044,yes,no,3,failure,no
33,admin.,married,secondary,1293,yes,no,9,failure,no
44,blue-collar,divorced,primary,-97,yes,yes,3,failure,no
40,management,married,tertiary,-1212,yes,no,2,failure,no
45,services,married,secondary,-1621,yes,yes,2,failure,no
44,services,single,secondary,532,yes,no,2,failure,no
41,admin.,single,secondary,90,yes,no,2,failure,no
30,technician,married,secondary,-910,yes,no,2,failure,no
39,technician,single,tertiary,1674,no,no,10,failure,no
54,admin.,divorced,secondary,-394,yes,no,5,failure,no
56,technician,single,secondary,751,yes,no,8,failure,no
28,services,single,secondary,118,yes,yes,3,failure,no
60,blue-collar,married,primary,14,yes,yes,4,failure,no
30,admin.,divorced,secondary,891,no,no,2,failure,no
31,blue-collar,married,secondary,1803,yes,no,8,failure,no
28,blue-collar,single,secondary,-208,yes,no,3,failure,no
24,admin.,single,secondary,290,yes,no,3,failure,no
35,blue-collar,divorced,secondary,1780,yes,no,3,failure,no
45,blue-collar,single,primary,116,yes,no,5,failure,no
32,admin.,married,secondary,337,no,no,3,failure,no
29,entrepreneur,married,secondary,422,yes,no,3,failure,no
33,management,married,secondary,1423,yes,no,2,failure,no
25,retired,single,secondary,366,no,yes,2,failure,no
32,management,single,tertiary,6248,yes,no,3,failure,no
41,management,married,tertiary,30,yes,no,4,failure,no
45,admin.,married,secondary,72,yes,yes,2,failure,no
33,admin.,single,secondary,5,yes,no,2,failure,yes
39,management,single,tertiary,11971,yes,no,10,failure,no
35,self-employed,married,secondary,-56,yes,no,2,failure,no
34,admin.,single,secondary,3160,no,no,8,failure,no
44,blue-collar,single,primary,-234,yes,yes,3,failure,no
34,admin.,married,secondary,-297,yes,no,4,failure,no
32,blue-collar,married,secondary,9714,yes,no,2,failure,no
37,blue-collar,married,primary,2120,yes,no,3,failure,yes
46,services,married,secondary,-119,yes,no,2,failure,no
36,admin.,married,secondary,2278,yes,no,3,failure,no
41,services,divorced,secondary,5745,yes,yes,3,failure,no
45,services,single,secondary,1378,yes,no,5,failure,no
37,blue-collar,divorced,secondary,625,yes,no,4,failure,no
29,admin.,married,secondary,252,yes,no,3,failure,no
38,management,married,secondary,341,no,no,3,failure,no
40,admin.,divorced,secondary,952,yes,no,2,failure,no
43,blue-collar,married,primary,-67,yes,no,7,failure,no
27,admin.,married,secondary,1417,yes,no,2,failure,no
29,technician,single,secondary,-219,yes,no,3,failure,no
51,management,single,tertiary,297,yes,no,4,failure,yes
50,self-employed,married,secondary,358,yes,yes,3,failure,no
39,technician,single,secondary,-529,yes,no,8,failure,no
42,blue-collar,married,primary,686,yes,no,6,failure,no
28,blue-collar,single,primary,1518,yes,no,3,failure,no
44,management,single,secondary,3684,yes,no,5,failure,no
27,admin.,single,tertiary,3672,yes,no,2,failure,no
43,blue-collar,married,primary,46,yes,no,7,failure,no
33,technician,single,secondary,930,yes,no,5,failure,no
33,admin.,single,primary,-258,yes,no,2,failure,no
33,blue-collar,married,secondary,-63,yes,no,2,failure,no
42,technician,married,tertiary,-378,yes,yes,7,failure,no
35,blue-collar,married,secondary,205,yes,yes,7,failure,yes
32,management,single,tertiary,6542,yes,no,4,failure,yes
24,blue-collar,single,secondary,1690,yes,yes,3,failure,no
32,management,married,tertiary,91,no,no,2,failure,no
38,management,divorced,tertiary,4335,yes,no,7,failure,no
40,blue-collar,single,primary,-21,no,no,2,failure,no
34,blue-collar,single,tertiary,-303,yes,no,5,failure,no
57,blue-collar,married,secondary,1521,yes,yes,2,failure,no
25,services,single,secondary,-141,yes,no,2,failure,no
29,blue-collar,married,secondary,-493,yes,no,2,failure,yes
49,blue-collar,married,primary,490,yes,no,5,failure,no
30,blue-collar,married,secondary,-28,yes,no,2,failure,no
33,blue-collar,married,secondary,523,yes,no,5,failure,no
30,management,married,tertiary,1022,yes,no,2,failure,no
38,technician,divorced,secondary,1559,yes,no,6,failure,no
35,blue-collar,married,secondary,305,yes,no,7,failure,no
30,services,single,secondary,0,yes,no,6,failure,no
31,technician,single,secondary,1447,yes,no,3,failure,no
40,admin.,single,secondary,2040,yes,no,2,failure,yes
54,blue-collar,divorced,primary,215,yes,no,7,failure,no
29,blue-collar,married,secondary,-95,yes,no,1,failure,no
31,admin.,single,secondary,-449,yes,no,1,failure,no
28,services,single,secondary,1636,yes,no,1,failure,no
32,management,married,tertiary,477,yes,no,6,failure,no
34,blue-collar,married,primary,3868,yes,no,1,failure,no
32,blue-collar,single,secondary,33,yes,no,1,failure,no
32,management,single,tertiary,347,yes,no,1,failure,no
32,services,single,secondary,545,yes,no,1,failure,no
33,management,single,tertiary,2667,yes,no,1,failure,no
43,blue-collar,married,primary,714,yes,no,6,failure,no
32,technician,single,secondary,230,yes,no,1,failure,yes
32,self-employed,married,secondary,-33,yes,no,1,failure,no
25,admin.,single,secondary,845,yes,no,1,failure,no
30,admin.,single,secondary,1450,yes,no,1,failure,no
27,services,married,secondary,54,yes,no,1,failure,no
36,entrepreneur,married,secondary,1163,yes,no,7,failure,no
41,services,married,primary,4903,yes,no,1,failure,no
33,entrepreneur,married,tertiary,964,yes,no,1,failure,no
33,blue-collar,married,secondary,4996,yes,no,9,failure,no
35,blue-collar,married,primary,2490,yes,no,1,failure,no
27,blue-collar,single,primary,-579,yes,no,1,failure,no
31,management,single,tertiary,62,yes,no,1,failure,no
32,admin.,single,secondary,396,yes,no,1,failure,no
53,services,single,secondary,1162,yes,no,1,failure,no
43,entrepreneur,married,secondary,-480,yes,yes,1,failure,no
42,blue-collar,single,unknown,961,yes,no,6,failure,no
40,entrepreneur,married,secondary,285,no,no,1,failure,no
42,blue-collar,married,secondary,429,yes,no,1,failure,no
27,management,single,secondary,565,yes,no,2,failure,no
37,blue-collar,married,secondary,-100,yes,no,2,failure,no
29,admin.,single,secondary,305,yes,no,4,failure,no
41,admin.,divorced,secondary,1967,yes,no,1,failure,no
27,technician,married,secondary,876,yes,no,1,failure,no
36,management,single,tertiary,1496,yes,no,1,failure,no
26,blue-collar,single,secondary,330,yes,no,1,failure,no
30,services,single,secondary,438,yes,no,1,failure,no
23,services,single,secondary,279,yes,no,1,failure,yes
32,services,married,secondary,-489,yes,yes,1,failure,no
35,technician,married,secondary,1092,no,no,1,failure,no
33,services,single,secondary,1659,yes,no,2,failure,no
27,technician,married,tertiary,8,yes,yes,1,failure,no
31,admin.,single,secondary,1374,yes,no,2,failure,no
29,admin.,married,secondary,22171,yes,no,1,failure,no
48,admin.,divorced,secondary,-480,no,no,2,failure,no
33,admin.,married,secondary,48,yes,no,5,failure,no
33,management,divorced,tertiary,47,no,no,3,failure,no
58,blue-collar,married,secondary,1859,yes,no,2,failure,no
33,technician,single,tertiary,8047,yes,no,1,failure,no
30,management,married,tertiary,168,yes,no,2,failure,no
23,technician,single,secondary,356,yes,no,2,failure,no
37,blue-collar,divorced,primary,117,yes,no,3,failure,no
32,admin.,single,secondary,92,yes,no,1,failure,no
34,blue-collar,single,unknown,-90,yes,no,1,failure,no
47,blue-collar,married,primary,2269,yes,no,1,failure,no
32,admin.,married,secondary,3540,yes,no,1,failure,no
29,technician,single,secondary,468,yes,no,1,failure,no
29,services,single,secondary,40,yes,no,1,failure,no
45,technician,divorced,secondary,-357,yes,yes,1,failure,yes
27,technician,divorced,secondary,21,yes,no,1,failure,no
53,blue-collar,married,primary,273,yes,no,1,failure,no
21,student,single,tertiary,2764,yes,no,2,failure,no
39,services,single,primary,471,yes,no,4,failure,no
26,blue-collar,single,secondary,154,yes,no,2,failure,no
34,entrepreneur,single,tertiary,1068,yes,no,6,failure,no
44,admin.,divorced,secondary,777,yes,no,3,failure,no
34,blue-collar,married,primary,392,yes,no,3,failure,no
32,blue-collar,married,primary,-454,yes,yes,5,failure,yes
44,admin.,married,secondary,429,yes,yes,3,failure,no
28,management,single,secondary,1609,yes,no,2,failure,no
44,technician,single,secondary,59,yes,no,4,failure,no
27,admin.,single,primary,528,yes,yes,2,failure,no
35,blue-collar,divorced,secondary,164,yes,no,5,failure,no
38,admin.,single,secondary,1560,yes,no,2,failure,no
30,services,divorced,secondary,1336,yes,no,3,failure,no
54,retired,divorced,secondary,451,no,yes,4,failure,no
28,technician,single,secondary,3,no,no,8,failure,no
36,technician,single,secondary,23,yes,no,2,failure,no
30,technician,single,secondary,778,yes,no,2,failure,no
35,management,single,tertiary,-292,yes,no,2,failure,no
29,entrepreneur,single,tertiary,219,yes,no,2,failure,no
33,blue-collar,married,secondary,139,yes,yes,2,failure,yes
31,technician,single,tertiary,-241,yes,no,2,failure,no
29,blue-collar,divorced,unknown,101,yes,no,2,failure,no
29,management,married,tertiary,318,yes,no,2,failure,no
37,admin.,single,secondary,16,no,no,5,failure,no
34,blue-collar,married,secondary,355,yes,no,3,failure,no
34,management,married,tertiary,1657,yes,no,2,failure,no
35,admin.,single,secondary,181,yes,no,4,failure,no
29,blue-collar,married,secondary,1958,yes,no,4,failure,no
34,admin.,married,secondary,393,yes,no,4,failure,no
59,retired,divorced,primary,47,yes,no,3,failure,no
26,blue-collar,single,secondary,-350,yes,no,3,failure,no
43,self-employed,married,secondary,487,yes,no,2,failure,no
38,blue-collar,married,primary,5643,yes,no,2,failure,no
45,admin.,married,secondary,14,no,yes,9,failure,no
36,blue-collar,single,primary,90,yes,no,2,failure,no
48,blue-collar,married,secondary,5306,yes,no,2,failure,no
47,blue-collar,single,secondary,57,yes,no,3,failure,no
29,admin.,single,secondary,596,yes,no,2,failure,no
34,blue-collar,married,secondary,463,yes,no,11,failure,no
26,blue-collar,married,primary,172,yes,no,3,failure,no
34,technician,married,secondary,118,yes,no,4,failure,no
39,technician,married,secondary,6,yes,no,3,failure,no
31,entrepreneur,married,primary,-98,yes,no,3,failure,no
31,unemployed,single,secondary,500,yes,no,2,failure,no
27,technician,single,secondary,1842,yes,yes,2,failure,no
40,blue-collar,married,primary,592,yes,no,3,failure,no
47,admin.,married,secondary,-121,yes,yes,4,failure,no
49,admin.,single,secondary,1150,yes,no,2,failure,no
40,management,married,tertiary,198,yes,no,5,failure,no
46,services,married,primary,116,yes,no,4,failure,no
29,blue-collar,married,primary,79,yes,no,4,failure,no
35,services,single,secondary,719,yes,no,3,failure,yes
46,management,single,tertiary,6651,no,no,1,failure,no
42,blue-collar,married,secondary,366,yes,no,1,failure,yes
32,technician,single,tertiary,1625,no,no,1,failure,yes
33,management,married,tertiary,81,yes,no,1,failure,no
30,management,married,tertiary,877,no,no,2,failure,no
43,unemployed,single,unknown,3274,yes,no,1,failure,no
37,admin.,married,secondary,1314,yes,no,1,failure,no
49,unemployed,married,tertiary,377,no,no,1,failure,no
37,services,married,secondary,1543,yes,no,1,failure,yes
28,student,single,secondary,5916,no,no,1,failure,no
43,services,married,secondary,2145,no,no,1,failure,yes
39,management,married,tertiary,622,no,no,2,failure,no
54,management,married,tertiary,511,no,no,2,failure,no
44,technician,married,secondary,2981,yes,yes,1,failure,no
46,services,married,secondary,1381,yes,no,3,failure,no
28,technician,single,secondary,1532,no,no,1,failure,no
31,admin.,single,secondary,554,yes,no,3,failure,no
54,blue-collar,married,primary,258,no,no,1,failure,no
33,technician,single,secondary,2583,no,no,1,failure,no
60,retired,divorced,tertiary,439,no,yes,1,failure,yes
26,student,single,tertiary,5169,yes,no,1,failure,yes
36,management,single,tertiary,1379,no,no,1,failure,yes
28,technician,single,tertiary,0,yes,no,1,failure,yes
30,technician,single,secondary,156,yes,no,4,failure,no
38,management,married,tertiary,93,yes,no,1,failure,no
30,admin.,married,secondary,1165,no,no,1,failure,no
31,admin.,single,secondary,8626,no,no,1,failure,no
37,management,married,tertiary,900,yes,no,1,failure,no
39,management,married,tertiary,246,yes,no,1,failure,no
36,technician,married,tertiary,911,yes,yes,2,failure,yes
31,technician,single,secondary,863,yes,no,3,failure,no
29,admin.,married,tertiary,238,no,no,2,failure,yes
54,unemployed,married,secondary,1561,no,no,3,failure,yes
32,technician,single,tertiary,705,yes,no,2,failure,yes
33,technician,single,tertiary,109,yes,yes,2,failure,yes
40,blue-collar,married,primary,-310,yes,yes,2,failure,no
32,management,married,tertiary,937,no,no,1,failure,no
24,self-employed,single,unknown,1179,no,no,1,failure,no
40,management,married,secondary,363,yes,yes,1,failure,no
35,blue-collar,single,secondary,142,yes,no,2,failure,no
30,technician,single,tertiary,411,no,no,1,failure,no
36,management,married,tertiary,753,no,no,5,failure,no
31,management,single,tertiary,816,yes,no,1,failure,no
58,retired,married,secondary,2714,no,no,1,failure,yes
60,retired,divorced,tertiary,4,yes,no,3,failure,no
26,admin.,single,tertiary,2170,yes,no,1,failure,no
43,management,married,tertiary,228,yes,no,1,failure,no
24,student,married,unknown,146,no,no,1,failure,no
52,technician,married,secondary,195,yes,no,1,failure,no
43,management,divorced,tertiary,36,no,no,1,failure,no
59,management,married,tertiary,1831,no,no,2,failure,no
57,self-employed,married,tertiary,350,no,no,6,failure,no
34,housemaid,married,tertiary,0,no,no,1,failure,no
32,technician,married,tertiary,4089,no,no,7,failure,no
36,admin.,single,tertiary,635,no,no,1,failure,no
36,technician,single,secondary,144,no,no,1,failure,no
28,technician,single,secondary,6551,no,no,1,failure,no
60,retired,married,tertiary,3461,no,no,2,failure,no
60,management,married,tertiary,1574,no,no,2,failure,no
60,housemaid,divorced,secondary,2063,no,no,1,failure,no
32,blue-collar,married,secondary,10287,yes,no,4,failure,yes
43,management,married,tertiary,1336,yes,yes,2,failure,no
25,admin.,single,tertiary,760,yes,no,3,failure,yes
28,management,married,tertiary,1109,yes,no,4,failure,no
30,self-employed,single,tertiary,48,no,no,2,failure,no
58,retired,married,secondary,3382,no,yes,2,failure,no
36,admin.,married,secondary,953,yes,no,1,failure,no
25,technician,single,secondary,7103,yes,no,3,failure,yes
26,management,single,tertiary,1274,yes,no,1,failure,no
41,technician,divorced,tertiary,2611,yes,no,1,failure,no
46,management,divorced,tertiary,4629,no,no,1,failure,no
45,admin.,married,tertiary,2552,no,no,1,failure,yes
25,student,single,secondary,1116,yes,no,1,failure,no
58,management,married,tertiary,2764,no,no,1,failure,no
52,technician,married,secondary,0,yes,no,1,failure,no
60,management,married,tertiary,261,yes,yes,1,failure,no
57,retired,married,tertiary,1292,no,no,1,failure,no
49,management,single,tertiary,493,no,no,1,failure,no
53,admin.,married,secondary,2851,no,yes,1,failure,no
42,management,divorced,tertiary,0,no,no,1,failure,no
36,technician,married,tertiary,202,no,no,1,failure,no
32,admin.,single,secondary,6981,yes,no,1,failure,no
36,management,single,tertiary,688,no,no,1,failure,no
45,management,married,tertiary,1788,no,no,2,failure,no
40,services,married,secondary,0,yes,no,1,failure,no
47,management,married,tertiary,1147,no,no,1,failure,yes
39,admin.,single,secondary,782,yes,no,2,failure,no
56,services,divorced,secondary,935,no,no,1,failure,no
45,management,married,tertiary,273,yes,no,1,failure,no
49,technician,married,tertiary,523,yes,no,1,failure,yes
49,services,married,secondary,7019,yes,no,1,failure,yes
26,admin.,single,secondary,96,no,no,1,failure,no
32,management,married,secondary,625,yes,no,1,failure,no
34,admin.,single,secondary,4447,yes,no,1,failure,no
32,management,divorced,tertiary,530,yes,no,1,failure,no
45,technician,divorced,tertiary,10768,yes,no,3,failure,no
35,management,married,tertiary,5367,no,no,1,failure,no
49,management,married,tertiary,5887,no,no,3,failure,yes
34,admin.,married,tertiary,21,no,yes,1,failure,no
35,technician,divorced,secondary,2823,yes,no,4,failure,no
54,management,married,tertiary,446,no,no,2,failure,no
29,technician,married,secondary,23,yes,no,1,failure,yes
42,blue-collar,married,secondary,2913,no,no,1,failure,yes
41,blue-collar,married,secondary,140,yes,no,1,failure,no
39,technician,married,tertiary,794,no,no,2,failure,no
29,management,single,tertiary,637,yes,no,1,failure,yes
33,services,single,tertiary,1268,yes,no,1,failure,no
32,management,married,tertiary,3154,no,no,1,failure,no
38,technician,married,secondary,1442,yes,no,1,failure,no
50,management,married,secondary,268,no,no,2,failure,no
46,technician,single,secondary,4367,yes,no,1,failure,no
58,management,married,tertiary,2261,yes,no,1,failure,no
37,technician,married,secondary,6384,yes,yes,1,failure,no
39,unemployed,married,tertiary,201,no,no,1,failure,yes
40,technician,married,secondary,694,yes,no,2,failure,yes
56,retired,married,primary,1947,no,no,1,failure,no
33,technician,single,secondary,781,yes,no,1,failure,no
38,management,married,tertiary,7255,yes,no,2,failure,no
42,management,married,tertiary,2665,yes,no,2,failure,yes
33,technician,single,tertiary,154,no,no,2,failure,no
41,services,married,secondary,0,yes,yes,2,failure,yes
26,technician,married,secondary,523,no,no,1,failure,no
43,management,married,tertiary,2987,no,no,1,failure,yes
38,entrepreneur,divorced,secondary,1190,yes,no,2,failure,yes
41,management,divorced,tertiary,3426,no,no,2,failure,yes
35,blue-collar,married,secondary,563,no,yes,1,failure,yes
34,admin.,single,secondary,303,no,no,3,failure,yes
29,admin.,single,tertiary,261,no,no,1,failure,no
27,admin.,single,secondary,827,yes,no,1,failure,no
40,admin.,single,secondary,985,yes,no,3,failure,yes
34,services,single,tertiary,88,no,no,1,failure,no
24,management,single,tertiary,1004,yes,no,1,failure,no
38,management,married,tertiary,1187,yes,yes,2,failure,no
35,management,married,tertiary,697,no,no,2,failure,no
38,management,married,tertiary,1354,yes,no,3,failure,no
43,entrepreneur,divorced,secondary,3780,yes,no,2,failure,no
41,management,married,tertiary,254,no,no,2,failure,yes
37,services,married,secondary,3,yes,no,4,failure,no
30,technician,single,secondary,601,no,no,3,failure,no
60,management,married,secondary,544,no,no,7,failure,yes
29,technician,married,tertiary,858,yes,no,7,failure,no
33,management,married,tertiary,1390,no,no,2,failure,no
33,unemployed,married,tertiary,3335,no,no,1,failure,no
26,admin.,married,secondary,1595,no,no,1,failure,yes
35,management,single,tertiary,2015,no,no,1,failure,no
39,services,single,secondary,1048,yes,no,1,failure,no
30,management,single,tertiary,2,no,no,1,failure,no
48,technician,married,secondary,1981,yes,no,3,failure,no
32,student,single,unknown,640,no,no,2,failure,no
37,management,married,tertiary,26,no,no,7,failure,no
42,management,married,secondary,6526,no,no,2,failure,no
34,management,married,tertiary,2374,yes,yes,2,failure,yes
42,technician,married,secondary,1539,no,no,5,failure,no
49,management,single,tertiary,7443,no,no,5,failure,yes
59,self-employed,married,tertiary,185,no,no,5,failure,no
55,admin.,married,secondary,9329,no,no,1,failure,no
83,retired,married,primary,425,no,no,1,failure,yes
26,unemployed,single,secondary,771,no,no,1,failure,no
58,management,married,secondary,111,no,no,1,failure,no
37,admin.,married,secondary,2061,yes,yes,1,failure,yes
19,student,single,secondary,1803,no,no,1,failure,no
48,admin.,divorced,secondary,0,yes,yes,1,failure,no
52,admin.,divorced,tertiary,0,yes,yes,1,failure,no
45,technician,divorced,unknown,1823,no,no,1,failure,no
50,management,divorced,tertiary,405,no,no,1,failure,no
42,entrepreneur,married,secondary,2959,yes,no,1,failure,yes
37,management,married,primary,22856,no,no,1,failure,no
60,retired,married,secondary,263,no,no,1,failure,no
30,blue-collar,married,primary,1101,yes,yes,1,failure,no
31,blue-collar,married,secondary,625,yes,no,2,failure,yes
34,management,married,tertiary,0,no,no,1,failure,no
31,admin.,married,secondary,873,yes,no,2,failure,no
40,services,married,tertiary,35,no,no,4,failure,no
47,management,married,tertiary,4879,no,no,3,failure,no
33,management,single,tertiary,1160,yes,yes,1,failure,no
34,technician,married,secondary,-74,yes,no,2,failure,no
53,admin.,single,secondary,1958,no,no,2,failure,no
69,retired,married,tertiary,473,no,no,1,failure,no
38,unemployed,married,primary,7005,yes,no,1,failure,yes
55,admin.,married,secondary,865,yes,no,1,failure,no
31,management,single,secondary,202,yes,no,1,failure,yes
31,management,single,tertiary,307,no,no,1,failure,yes
38,student,married,unknown,0,no,no,1,failure,yes
29,technician,married,secondary,1599,yes,no,1,failure,no
58,retired,married,secondary,1227,no,no,1,failure,no
34,self-employed,married,tertiary,980,no,no,1,failure,no
32,management,single,tertiary,1017,no,no,7,failure,no
34,technician,single,tertiary,144,yes,yes,3,failure,no
44,entrepreneur,single,unknown,323,no,no,2,failure,yes
34,technician,married,secondary,603,yes,no,4,failure,no
50,admin.,divorced,secondary,769,no,no,2,failure,no
49,technician,married,tertiary,0,no,yes,5,failure,no
44,management,married,tertiary,1646,yes,no,6,failure,no
37,admin.,single,secondary,115,no,no,1,failure,no
29,management,married,tertiary,451,no,no,1,failure,no
62,retired,married,secondary,3340,no,no,1,failure,no
31,admin.,single,secondary,40,no,no,1,failure,no
53,management,married,tertiary,1356,yes,no,2,failure,no
41,management,married,tertiary,2487,no,no,1,failure,no
25,student,single,secondary,41,yes,no,2,failure,no
20,student,married,unknown,292,no,no,2,failure,yes
47,housemaid,married,secondary,3940,yes,no,3,failure,yes
45,management,married,tertiary,6945,no,no,5,failure,no
65,retired,married,secondary,1176,no,no,1,failure,no
32,services,single,secondary,6857,no,no,1,failure,no
53,admin.,divorced,secondary,0,yes,yes,1,failure,yes
65,retired,married,tertiary,162,no,no,3,failure,no
46,management,married,tertiary,4693,no,yes,1,failure,yes
59,housemaid,married,secondary,0,no,no,2,failure,no
47,housemaid,married,primary,201,yes,no,2,failure,no
41,admin.,married,tertiary,1536,no,no,1,failure,yes
59,retired,married,unknown,1116,no,no,2,failure,no
32,management,single,tertiary,697,no,no,1,failure,no
49,technician,married,secondary,305,no,no,1,failure,no
42,services,single,secondary,3403,yes,no,1,failure,yes
33,services,married,secondary,1076,no,no,1,failure,no
41,management,married,tertiary,2226,no,no,2,failure,yes
33,management,married,tertiary,22867,yes,no,1,failure,no
32,management,single,tertiary,935,no,no,2,failure,yes
28,blue-collar,single,tertiary,1984,yes,no,1,failure,no
46,blue-collar,married,secondary,4855,yes,no,1,failure,no
32,self-employed,single,tertiary,1815,no,no,1,failure,yes
40,blue-collar,married,secondary,1508,no,no,2,failure,no
52,housemaid,married,primary,618,yes,yes,2,failure,no
30,management,married,tertiary,805,no,no,3,failure,no
62,retired,married,primary,3738,no,no,3,failure,no
33,technician,married,secondary,218,yes,yes,1,failure,no
26,student,single,tertiary,2,no,no,1,failure,no
45,management,married,tertiary,3857,yes,no,2,failure,no
83,retired,married,tertiary,6236,no,no,1,failure,no
34,self-employed,married,tertiary,2427,no,no,3,failure,no
71,management,married,tertiary,13297,no,no,1,failure,no
33,entrepreneur,married,unknown,73,yes,no,1,failure,no
42,services,single,tertiary,94,yes,no,2,failure,yes
20,student,single,secondary,130,no,no,1,failure,no
28,student,single,secondary,5916,no,no,1,failure,no
57,technician,married,secondary,589,yes,no,1,failure,yes
60,technician,married,tertiary,6573,yes,no,1,failure,no
31,services,single,tertiary,620,no,no,1,failure,no
42,technician,married,secondary,994,yes,no,1,failure,yes
26,admin.,single,secondary,96,no,no,1,failure,yes
33,admin.,divorced,secondary,661,yes,no,1,failure,no
45,admin.,married,secondary,1435,yes,no,1,failure,no
55,technician,single,secondary,1199,no,yes,1,failure,no
39,admin.,married,secondary,260,yes,no,2,failure,yes
55,retired,married,tertiary,357,yes,no,1,failure,no
58,self-employed,married,primary,1013,yes,no,1,failure,yes
42,admin.,married,secondary,437,yes,no,3,failure,no
32,blue-collar,single,tertiary,60,yes,yes,2,failure,no
33,management,single,tertiary,312,no,no,1,failure,no
36,management,single,tertiary,3850,yes,no,2,failure,yes
59,housemaid,married,primary,182,no,no,1,failure,no
38,admin.,single,secondary,245,yes,yes,2,failure,no
35,housemaid,married,tertiary,11219,no,no,2,failure,no
41,management,married,tertiary,27696,no,no,2,failure,yes
59,technician,married,secondary,116,no,no,4,failure,yes
61,management,single,tertiary,2,no,no,1,failure,yes
37,admin.,single,tertiary,3954,yes,no,1,failure,no
34,technician,married,secondary,256,yes,no,2,failure,no
34,management,single,tertiary,48,yes,no,3,failure,yes
35,management,married,tertiary,2088,yes,no,1,failure,no
32,services,married,secondary,386,no,no,3,failure,no
55,management,married,primary,113,no,no,1,failure,yes
25,management,single,tertiary,2305,no,no,2,failure,no
44,technician,married,tertiary,1818,yes,yes,1,failure,no
46,unemployed,married,secondary,1040,no,no,1,failure,no
38,blue-collar,single,secondary,0,no,no,2,failure,no
32,technician,single,tertiary,696,no,yes,4,failure,no
38,blue-collar,married,secondary,1165,yes,no,3,failure,yes
32,admin.,single,secondary,5,yes,yes,1,failure,no
40,technician,married,tertiary,99,no,no,2,failure,no
50,services,married,secondary,3169,no,no,1,failure,yes
26,student,single,secondary,611,no,no,2,failure,no
37,technician,married,secondary,24,yes,no,1,failure,no
76,retired,married,primary,3324,no,no,2,failure,yes
42,management,single,tertiary,3371,yes,yes,1,failure,no
29,management,married,tertiary,30,no,no,1,failure,no
28,technician,single,secondary,113,no,no,3,failure,yes
