pid,hid,housenum,p20ans,p21ans,gender,year,age,school,school1,school2,mar,income1,income,job_yes,job2,job,job3,relig,ott_yes,ott_main,ott_freq,ott_weekday_min,ott_weekend_min,ott_min,sns_yes,sns_main,sns_weekday_min,sns_weekend_min,sns_min,sns_purpose,e_com_yes,e_com_freq,satis_1,satis_2,satis_3,mental_1,mental_2,mental_3,mental_4,mental_5,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9,neg_10,esteem_1,esteem_2,esteem_3,esteem_4,esteem_5,esteem_6,esteem_7,esteem_8,esteem_9,esteem_10
69040004,690400,4,1,1,1,2005,16,4,3,1,1,1,1,2, ,0, ,2,1,10,1,300,240,540,1,2,30,60,90,1,1,3,6,6,6,6,6,7,6,6,7,7,7,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,2,1,4,2,4,4,4,2,1
69040005,690400,5,1,1,2,2007,14,3,2,1,1,1,1,2, ,0, ,2,1,10,1,120,240,360,1,2,240,480,720,1,2, ,7,7,7,6,7,7,6,7,4,3,3,7,6,4,6,1,1,1,1,1,1,1,1,1,1,4,4,1,3,1,4,4,4,1,2
69090001,690900,1,1,1,1,1963,58,5,4,5,2,7,5,1,1,1,94,1,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,3,3,4,2,1,4,4,4,5,4,2,3,2,2,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3,2,1,1
69090002,690900,2,1,1,2,1968,53,5,4,5,2,3,3,1,1,1,94,1,2, , , , ,0,2, , , ,0, ,1,2,4,4,5,1,3,2,4,2,1,4,5,6,5,2,5,3,2,2,3,3,1,3,3,3,2,2,3,2,3,3,3,4,4,2,1
69090003,690900,3,1,1,1,1996,25,5,4,2,1,6,5,1,1,1,31,1,1,8,1,480,570,1050,1,15,210,270,480,1,1,3,2,2,2,2,1,2,2,2,3,2,3,6,6,6,5,3,3,2,3,3,2,3,3,3,3,2,1,3,2,4,2,1,2,2,2
69090004,690900,4,1,1,2,1997,24,5,4,5,1,1,1,2, ,0, ,1,1,1,5,90,160,250,1,2,90,150,240,1,1,36,3,3,4,3,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,4,2,3,2,1,1,2,1,2,1,3,2,1,2,2,2
69090005,690900,5,1,1,1,2005,16,4,3,1,1,1,1,2, ,0, ,2,1,8,1,180,480,660,1,2,30,30,60,1,1, ,5,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,1,3,1,1,1,1,1,1,3,3,3,1,1,3,3,3,3,3
69100002,691000,2,1,1,1,1986,35,5,4,5,2,7,5,1,1,1,23,2,1,10,1,300,60,360,2, , , ,0, ,1,5,3,5,3,1,2,1,1,1,1,2,5,5,5,7,5,4,3,2,3,2,4,3,3,3,3,3,2,3,4,1,3,1,2,3,4
69100003,691000,3,1,1,2,1986,35,5,4,5,2,7,5,1,1,1,24,2,2, , , , ,0,1,15,180,300,480,1,1,240,3,5,1,1,1,1,1,1,4,4,4,6,6,6,5,1,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,1,2
69120001,691200,1,1,1,2,1975,46,5,4,5,4,7,5,1,1,1,39,1,1,9,1,120,180,300,1,16,10,10,20,1,1,120,5,5,5,4,4,4,4,2,5,5,5,3,3,1,1,2,2,1,1,1,1,1,1,1,1,3,2,1,3,2,3,3,2,1,1
69120003,691200,3,1,1,2,2003,18,4,3,1,1,1,1,2, ,0, ,1,1,10,1,300,480,780,1,15,120,120,240,3,1,36,3,5,5,3,2,5,1,5,5,5,5,5,4,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,4,3,4,2,2
69120004,691200,4,1,1,2,2005,16,4,3,1,1,1,1,2, ,0, ,1,1,10,1,120,180,300,1,15,120,120,240,3,1,24,4,4,4,3,4,5,2,2,4,4,4,5,5,2,5,1,1,1,1,1,1,1,1,1,1,3,4,1,4,3,3,3,2,1,1
69140002,691400,2,1,1,2,1969,52,4,3,5,3,3,3,1,1,1,94,2,1,10,1,60,60,120,1,16,10,10,20,1,1, ,7,5,4,3,4,4,4,4,5,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,2,2,1,2,3,4,3,2,1,1
69140003,691400,3,1,1,2,1996,25,5,4,5,1,5,4,1,1,1,24,2,1,10,1,180,360,540,1,1,60,180,240,4,1,36,4,4,5,3,3,4,3,4,4,4,4,5,3,2,1,3,2,2,2,1,1,1,1,2,1,2,3,2,3,1,4,3,2,1,1
69140004,691400,4,1,1,2,2000,21,4,3,5,1,5,4,1,1,1,39,2,1,10,1,300,600,900,1,15,180,600,780,1,1,192,6,7,6,5,5,5,6,6,7,7,7,5,5,5,5,2,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,2,1,2
69170001,691700,1,1,1,2,1949,72,4,3,3,3,3,3,1,1,1,95,1,2, , , , ,0,2, , , ,0, ,1, ,6,5,4,4,5,4,6,4,4,4,6,2,2,1,1,2,2,1,1,1,2,2,1,1,1,3,1,3,1,3,3,3,2,2,2
69200001,692000,1,1,1,2,1979,42,4,3,5,2,5,4,1,1,1,51,2,2, , , , ,0,1,16,10,15,25,1,1,48,5,5,4,4,3,3,2,2,3,3,3,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2
69200002,692000,2,1,1,1,1975,46,5,4,5,2,9,6,1,1,1,31,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,4,3,2,3,2,4,6,5,4,6,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,4,3,1,2,2
69200003,692000,3,1,1,2,2007,14,3,2,1,1,1,1,2, ,0, ,2,1,10,2,60,60,120,1,12,10,10,20,1,2, ,5,5,4,3,4,3,2,2,3,3,3,6,5,4,5,2,3,2,2,2,3,3,2,2,3,3,3,1,2,2,3,2,1,1,1
69200004,692000,4,1,1,2,2008,13,3,2,1,1,1,1,2, ,0, ,2,1,10,2,60,60,120,2, , , ,0, ,2, ,4,4,4,3,3,4,1,1,3,3,3,5,3,4,5,3,3,2,2,2,2,3,2,2,3,2,2,1,2,2,3,2,2,1,1
69200005,692000,5,1,1,1,2011,10,2,1,1,1,1,1,2, ,0, ,2,1,10,1,120,120,240,2, , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69230001,692300,1,1,1,2,1951,70,2,1,5,3,4,4,1,3,3,52,1,2, , , , ,0,2, , , ,0, ,2, ,4,3,4,3,3,3,2,1,4,3,5,6,5,2,5,2,2,1,1,1,1,1,1,1,1,3,2,1,3,1,2,2,1,1,1
69230002,692300,2,1,1,1,1977,44,5,4,5,1,7,5,1,1,1,93,1,1,10,1,120,120,240,1,12,30,30,60,1,2, ,5,4,5,4,5,5,4,3,5,5,5,3,3,3,4,3,3,3,3,4,3,2,1,1,1,3,3,1,2,2,3,3,3,1,2
69240001,692400,1,1,1,1,1970,51,5,4,5,2,12,8,1,3,3,86,1,1,10,1,120,120,240,2, , , ,0, ,1,36,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2,2
69240002,692400,2,1,1,2,1977,44,5,4,5,2,6,5,1,1,1,25,1,1,10,6,20,30,50,2, , , ,0, ,1,36,5,5,5,5,5,5,5,4,5,5,5,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1
69240003,692400,3,1,1,2,2001,20,5,4,1,1,2,2,2, ,0, ,1,1,10,1,570,510,1080,1,1,300,180,480,2,1,2,3,3,4,3,3,3,3,3,3,3,3,5,5,5,4,2,3,2,3,2,2,3,3,2,3,2,2,3,2,3,2,2,3,2,3
69240004,692400,4,1,1,2,2003,18,4,3,1,1,1,1,2, ,0, ,1,1,10,1,200,300,500,1,24,416,600,1016,1,1,36,7,7,7,6,6,7,7,6,7,7,7,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,4,4,1,1
69240005,692400,5,1,1,1,2004,17,4,3,1,1,1,1,2, ,0, ,1,1,10,1,120,180,300,1,2,30,60,90,3,1,5,1,1,1,2,2,1,1,1,5,5,5,5,7,7,4,3,1,2,2,3,3,3,3,3,4,2,2,3,3,3,2,2,2,3,4
69250001,692500,1,1,1,1,1961,60,5,4,5,2,7,5,2, ,0, ,2,1,10,1,60,60,120,1,16,10,10,20,1,1,60,5,5,4,5,4,4,3,4,5,4,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,4,3,2,1,1
69250002,692500,2,1,1,2,1964,57,4,3,5,2,5,4,1,1,1,52,1,1,10,1,60,60,120,1,16,5,5,10,1,1,60,5,4,4,5,4,5,4,3,4,5,4,3,3,4,4,2,2,2,2,2,2,2,2,2,2,3,3,1,4,2,4,3,2,2,2
69270001,692700,1,1,1,1,1950,71,4,3,5,2,5,4,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,3,3,3,3,2,3,1,1,3,4,4,5,4,3,4,2,2,1,1,1,1,1,1,1,1,2,2,1,2,3,3,2,2,1,1
69270002,692700,2,1,1,2,1955,66,3,2,5,2,1,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,3,4,4,2,1,4,4,4,5,4,3,5,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,3,2,1,2,2
69290001,692900,1,1,1,2,1994,27,5,4,5,1,2,2,2, ,0, ,2,1,10,1,120,240,360,1,16,5,5,10,1,1,12,5,5,5,4,4,4,4,5,4,4,4,5,4,5,3,2,2,2,2,2,2,2,2,3,1,3,3,1,3,2,3,3,2,1,1
69310001,693100,1,1,1,2,1939,82,2,0, ,3,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,2,6,6,5,4,5,5,4,4,4,5,2,2,1,1,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,1,1
69350001,693500,1,1,1,2,1950,71,2,1,5,3,4,4,1,1,1,94,2,2, , , , ,0,2, , , ,0, ,1, ,5,6,6,4,5,5,5,4,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,4,3,3,3,1,1
69360003,693600,3,1,1,2,1962,59,4,3,5,4,3,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,2,3,2,2,1,1,1,1,4,4,4,4,4,4,4,3,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2
69370001,693700,1,1,1,1,1934,87,2,1,5,2,2,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,1,1,1,1,1,1,3,2,3,3,3,3,3,3,3,4,3,2,2,2,3,4,4,2,2,1,2,2,1,1,1,1,1,2,2
69370002,693700,2,1,1,2,1934,87,2,0, ,2,2,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,2,2,2,2,1,1,2,1,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,2
69380002,693800,2,1,1,2,1946,75,3,2,5,3,3,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,6,6,6,3,5,5,5,2,1,1,1,3,2,2,1,1,2,3,2,2,1,3,2,1,3,2,3,3,2,1,1
69410001,694100,1,1,1,1,1966,55,5,4,5,2,9,6,1,1,1,12,2,2, , , , ,0,1,16,5,5,10,1,1,5,5,4,4,4,3,4,2,1,6,5,5,4,3,1,4,1,1,1,1,1,1,1,1,1,1,3,3,1,4,1,3,4,1,1,1
69410002,694100,2,1,1,2,1965,56,4,3,5,2,5,4,1,1,1,44,2,2, , , , ,0,1,16,10,10,20,1,1, ,6,6,6,4,4,5,4,2,5,5,5,6,3,2,6,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,1,1,1
69410003,694100,3,1,1,2,2002,19,5,4,1,1,3,3,1,1,1,95,1,1,10,1,90,120,210,1,15,240,250,490,1,1,24,4,4,5,3,4,4,3,1,5,5,3,5,5,5,2,2,3,1,1,2,1,2,3,4,2,2,1,1,3,2,2,2,3,2,2
69410004,694100,4,1,1,1,1992,29,5,4,5,1,6,5,1,1,1,24,2,1,10,2,60,120,180,1,12,10,10,20,1,1,10,5,5,5,5,5,5,6,6,5,5,6,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,1,1
69410101,694101,1,1,1,1,1991,30,5,4,5,2,6,5,1,1,1,39,2,1,10,2,10,30,40,2, , , ,0, ,1,3,5,5,4,4,4,5,4,3,5,5,5,6,6,5,6,2,2,2,2,2,2,2,1,1,1,3,3,2,3,2,3,3,3,1,1
69410102,694101,2,0,1,2,1993,28,5,4,5,2,1,1,2, ,0, ,2,1,8,1,120,240,360,2, , , ,0, ,1,72,2,2,2,4,5,5,3,3,3,3,3,5,5,5,5,2,3,3,3,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,3
69460001,694600,1,1,1,1,1963,58,6,5,5,2,10,7,1,1,1,24,1,2, , , , ,0,1,12,60,30,90,1,2, ,5,5,5,4,4,5,4,5,4,4,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,3,3,2,1,1
69460002,694600,2,1,1,2,1966,55,5,4,5,2,7,5,1,1,1,24,1,2, , , , ,0,1,12,60,60,120,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,3,2,2,2,2,2,2,2,2,3,3,1,3,2,3,3,2,2,2
69470001,694700,1,1,1,1,1952,69,3,2,5,2,5,4,1,1,1,87,2,2, , , , ,0,1,16,5,5,10,1,2, ,5,4,4,3,4,3,4,2,5,4,4,3,4,3,4,2,2,2,2,2,2,1,1,1,1,3,2,1,3,2,3,3,2,1,1
69470002,694700,2,1,1,2,1954,67,3,2,5,2,1,1,2, ,0, ,2,2, , , , ,0,1,16,1,1,2,1,2, ,4,4,4,4,4,4,4,2,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,3,2,4,2,1,1
69470201,694702,1,1,1,2,1982,39,5,4,5,2,6,5,1,1,1,25,2,2, , , , ,0,2, , , ,0, ,1,120,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
69470202,694702,2,1,1,1,1981,40,6,5,5,2,12,8,1,1,1,11,2,1,2,2,120,120,240,1,15,10,20,30,1,1,12,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2
69470203,694702,3,0,1,2,2014,7,2,1,1,1,1,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69590001,695900,1,1,1,2,1970,51,5,4,5,2,8,6,1,1,1,32,1,1,10,5,60,120,180,1,2,60,60,120,3,1,5,5,5,5,4,4,4,4,3,5,5,5,3,3,3,3,2,1,1,1,1,2,2,2,2,2,3,3,1,3,2,3,3,3,1,1
69590002,695900,2,1,1,1,1965,56,4,3,5,2,9,6,1,1,1,43,2,1,10,1,30,30,60,2, , , ,0, ,1,6,5,5,5,4,4,5,4,4,5,5,6,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,3,1
69590003,695900,3,1,1,1,1995,26,5,4,3,1,1,1,2, ,0, ,2,1,10,2,60,60,120,1,15,60,60,120,1,1,36,4,5,4,3,3,4,3,2,5,5,5,4,5,6,5,3,2,2,2,2,2,2,1,2,2,2,3,2,3,2,2,3,3,2,3
69610001,696100,1,1,1,1,1938,83,3,2,5,2,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,3,7,7,3,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,2,2,3,2,2,1,1
69610002,696100,2,1,1,2,1937,84,2,0, ,2,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,6,6,4,4,4,4,4,3,3,5,6,4,5,4,3,2,2,2,2,2,2,2,2,2,3,2,1,2,2,4,4,2,1,1
69620001,696200,1,1,1,1,1955,66,4,3,5,2,3,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,3,3,3,2,2,4,4,2,4,4,4,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,1,1,2,2,3,3,2,1,1
69620002,696200,2,1,1,2,1955,66,2,1,5,2,3,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,2,4,4,3,3,4,4,3,6,6,6,3,2,2,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,4,4,2,1,1
69630001,696300,1,1,1,2,1939,82,2,1,3,2,1,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,5,5,4,4,5,5,5,3,3,3,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,3,3,3,2,1,1
69630002,696300,2,1,1,1,1940,81,2,1,5,2,3,3,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,7,7,7,7,7,7,7,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,4,3,1,1
69640001,696400,1,1,1,1,1936,85,2,1,5,2,3,3,1,1,1,94,2,2, , , , ,0,2, , , ,0, ,2, ,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,1,2,2,4,4,2,1,1
69640002,696400,2,1,1,2,1937,84,2,1,5,2,2,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,6,7,7,6,6,6,6,4,7,7,7,1,1,1,1,2,1,2,1,2,2,2,2,2,1,3,2,1,3,2,4,4,2,1,1
69670001,696700,1,1,1,2,1971,50,5,4,5,2,1,1,2, ,0, ,1,2, , , , ,0,1,15,5,2,7,2,1,2,5,5,5,5,5,5,5,2,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,1,3,3,1,3,1,3,2,3,1,1
69670002,696700,2,1,1,1,1966,55,5,4,5,2,10,7,1,1,1,23,1,1,10,6,5,10,15,2, , , ,0, ,2, ,6,6,6,6,7,7,5,2,7,7,7,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,2,3,2,2,1
69670003,696700,3,0,1,1,1995,26,5,4,5,1,1,1,2, ,0, ,2,2, , , , ,0,1,15,60,60,120,1,1,3,6,6,6,4,4,3,4,2,5,5,3,6,6,6,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,2,3,4,1,1
69680001,696800,1,1,1,1,1942,79,2,1,5,2,10,7,1,3,3,61,1,2, , , , ,0,2, , , ,0, ,2, ,1,4,4,5,5,5,5,5,4,4,4,4,4,4,4,2,1,2,1,1,1,2,1,1,1,3,3,1,3,2,3,3,2,1,1
69680002,696800,2,1,1,2,1944,77,2,0, ,2,1,1,1,4,4,61,1,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,4,4,4,4,4,5,5,5,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,1,1,3,2,2,2,2,2
69690001,696900,1,1,1,2,1980,41,4,3,5,2,1,1,2, ,0, ,1,1,10,1,300,300,600,1,2,60,60,120,1,1,120,4,4,4,4,4,4,4,4,5,5,5,1,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
69690002,696900,2,1,1,1,1978,43,5,4,5,2,7,5,2, ,0, ,2,1,10,2,30,30,60,1,12,5,5,10,1,2, ,6,4,4,4,4,4,3,2,5,5,5,2,3,4,2,1,1,1,1,1,1,2,2,1,1,3,2,1,3,2,3,3,2,1,1
69690003,696900,3,1,1,1,2006,15,3,2,1,1,1,1,2, ,0, ,1,1,10,1,180,180,360,1,2,60,60,120,1,1, ,4,4,4,4,4,4,4,4,5,5,4,5,7,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,3,2,1
69690004,696900,4,1,1,2,2011,10,2,1,1,1,1,1,2, ,0, ,1,1,10,1,60,180,240,2, , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69700001,697000,1,1,1,2,1963,58,5,4,5,2,7,5,1,1,1,31,1,1,10,5,20,0,20,2, , , ,0, ,1,2,4,4,5,4,5,5,4,3,5,5,5,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,1,2,2,3,2,3,1,1
69820002,698200,2,1,1,2,1939,82,2,1,3,3,3,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,1,4,4,2,2,3,3,3,4,4,4,2,2,2,2,1,2,2,1,1,1,1,1,2,1,3,3,1,1,1,3,3,2,1,3
69830002,698300,2,1,1,1,1948,73,3,2,5,2,4,4,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,3,6,6,3,3,4,4,4,1,1,1,1,4,2,2,1,2,2,3,2,1,1,3,3,1,2,1,3,2,1,1,1
69870001,698700,1,1,1,1,1948,73,3,2,3,2,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,2,7,7,6,6,6,6,6,5,5,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,3,3,3,1,1
69870002,698700,2,1,1,2,1951,70,4,3,5,2,4,4,1,1,1,94,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,4,2,2,4,5,5,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,3,3,2,1,1
69900001,699000,1,1,1,2,1947,74,2,1,3,2,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,1,2,2,2,1,2,2,2,4,4,4,6,6,6,2,4,3,3,3,3,4,4,4,3,3,1,1,2,1,2,1,1,3,3,1
69900002,699000,2,1,1,1,1947,74,2,1,3,2,2,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,2,2,3,3,2,2,3,5,5,5,4,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1
69990001,699900,1,1,1,1,1967,54,4,3,5,2,5,4,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,6,5,4,4,3,5,4,3,4,5,4,3,1,1,1,2,1,2,2,1,2,3,1,2,2,2,2,1,4,2,3,3,2,1,1
69990002,699900,2,1,1,2,1967,54,4,3,5,2,5,4,1,3,3,52,2,2, , , , ,0,1,16,5,5,10,1,1, ,5,5,5,4,4,5,4,2,5,4,6,1,2,2,2,2,2,2,1,1,2,2,2,1,1,3,2,2,3,2,4,3,2,1,1
70010002,700100,2,1,1,2,1980,41,4,3,5,2,6,5,1,1,1,31,1,1,10,6,30,60,90,1,24,10,30,40,3,1,12,6,6,6,6,6,6,6,4,5,6,7,4,4,4,4,2,2,2,2,2,1,2,2,2,1,4,4,2,4,2,4,4,3,2,2
70020001,700200,1,1,1,1,1964,57,4,3,5,2,5,4,1,1,1,79,2,1,10,1,20,40,60,1,16,3,3,6,1,1,10,4,5,5,2,4,4,4,2,5,5,5,4,3,2,3,1,2,1,1,2,2,2,1,1,1,3,3,1,3,2,3,2,3,2,1
70030001,700300,1,1,1,1,1942,79,4,3,5,2,3,3,1,3,3,99,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,5,3,3,4,5,4,5,5,4,2,2,2,2,2,2,1,1,2,2,1,1,2,2,3,3,2,2,1,3,3,3,1,1
70030002,700300,2,1,1,2,1943,78,2,1,5,2,2,2,1,4,4,99,2,2, , , , ,0,2, , , ,0, ,2, ,3,4,4,3,3,3,2,3,4,5,5,3,3,2,2,3,3,3,2,2,2,3,3,2,2,3,2,2,2,3,3,3,3,2,1
70030003,700300,3,1,1,1,1972,49,4,3,5,1,5,4,1,1,1,53,2,1,10,5,5,5,10,2, , , ,0, ,1,5,4,5,3,3,4,5,2,3,4,3,5,2,2,2,2,2,3,2,3,2,3,3,2,2,3,3,3,2,3,1,3,3,3,1,1
70060001,700600,1,1,1,2,1936,85,2,0, ,3,3,3,1,3,3,61,1,2, , , , ,0,2, , , ,0, ,2, ,4,4,5,2,3,4,3,2,4,4,5,3,3,2,2,2,1,1,1,2,2,2,1,2,2,3,2,1,3,2,2,2,3,1,1
70110001,701100,1,1,1,1,1960,61,5,4,5,2,1,1,2, ,0, ,1,1,10,2,30,30,60,1,16,90,150,240,1,2, ,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2
70110002,701100,2,1,1,2,1961,60,5,4,5,2,1,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,1,2,5,5,5,4,4,4,5,3,5,5,5,4,3,3,3,1,1,1,1,1,1,1,1,2,2,3,3,1,4,1,4,3,2,1,1
70110003,701100,3,1,1,2,1990,31,5,4,5,2,1,1,2, ,0, ,2,1,8,4,120,180,300,1,20,30,30,60,1,1,48,5,5,5,4,5,4,5,3,5,4,5,5,5,4,4,3,3,1,1,1,2,2,2,1,2,3,3,2,3,2,3,3,2,3,2
70110004,701100,4,1,1,1,1994,27,5,4,5,1,2,2,2, ,0, ,1,1,10,3,60,60,120,1,2,70,60,130,3,1, ,5,5,5,5,5,5,5,4,4,5,5,2,2,2,4,2,1,1,1,2,3,1,2,2,2,3,3,1,3,1,3,3,3,1,1
70120001,701200,1,1,1,2,1971,50,4,3,5,2,5,4,1,1,1,86,2,1,10,5,20,10,30,2, , , ,0, ,1,24,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
70120002,701200,2,1,1,2,1995,26,5,4,5,1,3,3,2, ,0, ,2,1,10,1,300,240,540,1,1,120,120,240,4,1,72,1,1,1,1,1,1,1,1,4,2,2,5,6,6,6,3,3,3,2,4,4,4,3,4,3,2,1,1,1,2,2,1,4,2,1
70120003,701200,3,1,1,2,1997,24,4,3,5,1,4,4,1,1,1,42,2,1,10,1,180,300,480,1,15,120,240,360,1,1,48,6,6,6,4,5,5,6,5,6,6,6,6,3,6,2,3,1,1,1,2,2,1,1,3,3,4,3,2,3,1,4,3,3,1,2
70120004,701200,4,1,1,1,2001,20,5,4,1,1,6,5,2, ,0, ,2,1,10,1,30,30,60,1,15,120,240,360,1,2, ,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1
70140001,701400,1,1,1,2,1962,59,4,3,5,4,7,5,1,1,1,44,1,1,10,2,30,30,60,1,12,60,60,120,2,1, ,4,4,4,5,4,4,4,4,5,5,5,3,3,3,3,2,1,3,2,2,2,3,3,2,2,3,3,2,2,2,3,3,2,2,2
70150001,701500,1,1,1,1,1963,58,5,4,5,2,7,5,1,1,1,85,2,2, , , , ,0,1,12,10,20,30,1,2, ,5,5,5,4,4,4,5,5,4,4,4,3,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,2,3,3,2,2
70150002,701500,2,1,1,2,1964,57,4,3,5,2,4,4,1,1,1,31,2,2, , , , ,0,1,15,30,30,60,2,1, ,5,4,4,3,4,4,4,3,4,4,4,3,4,3,4,3,3,3,3,2,3,3,3,2,3,3,3,1,3,1,3,3,3,2,2
70150003,701500,3,1,1,1,1989,32,5,4,5,1,1,1,2, ,0, ,2,1,10,4,30,30,60,1,15,30,30,60,1,1,7,5,4,4,4,4,5,4,4,4,4,3,4,3,3,4,3,4,2,2,2,2,1,2,3,3,3,3,2,3,2,2,3,3,2,3
70210001,702100,1,1,1,1,1963,58,4,3,5,2,7,5,1,1,1,43,2,1,10,4,30,40,70,2, , , ,0, ,1,3,6,5,5,6,5,5,6,5,6,6,6,1,1,1,1,2,1,1,2,1,2,2,2,1,2,3,3,1,3,1,3,3,3,1,1
