pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem,satis_1,satis_2,satis_3,satis
109270003,1092700,3,1,1,8,2,3,2,24,5,1,5,1,1,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,3,3,3,4.523809524,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4.68,3,3,1,3,1,3,3,2,1,1,34,5,5,5,5
109270004,1092700,4,1,1,8,2,3,2,76,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,2,1,1,3,2,2,2,1,2,25,3,3,3,3
109280001,1092800,1,1,1,8,1,3,2,40,4,2,6,1,3,2,1,5,5,1,4,7,9,4,6,3,1,6,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3.904761905,4,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,3,4.52,2,1,1,2,2,2,2,3,1,1,26,5,5,5,5
109280002,1092800,2,1,1,8,1,3,1,40,4,2,9,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.96,3,3,1,2,2,2,2,2,1,1,30,6,5,5,5.333333333
109290001,1092900,1,1,1,8,2,3,1,47,4,2,8,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4.857142857,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4.88,3,2,3,3,2,3,3,2,3,3,26,5,6,5,5.333333333
109290002,1092900,2,1,1,8,2,3,2,41,5,2,3,1,1,2,1,1,9,1,1,4,7,6,9,6,3,4,5.5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4.857142857,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4.88,3,2,1,3,2,3,3,3,1,1,31,6,6,6,6
109300001,1093000,1,1,1,8,1,3,2,57,4,2,1,2, ,2,1,3,7,1,4,7,7,5,6,3,3,5,4.25,5,5,3,5,5,5,5,3,5,5,3,3,5,5,5,5,5,5,2,2,2,4.19047619,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,3,5,3,2,2,2,4.32,3,2,1,2,1,3,2,2,1,2,30,5,5,5,5
109300002,1093000,2,0,1,8,1,3,1,52,5,2,10,1,1,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,4,4,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,3,3,3,4.64,2,2,1,2,2,2,1,1,2,2,26,5,5,5,5
109300003,1093000,3,1,1,8,1,3,2,24,5,1,1,2, ,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,3,3,4.68,3,2,1,3,2,3,2,2,1,1,31,5,5,5,5
109300004,1093000,4,0,1,8,1,3,2,81,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1.095238095,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,2,1,2,1,3,2,1,2,2,29,4,4,5,4.333333333
109310001,1093100,1,1,1,8,1,3,2,50,4,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,4,5,3,5,5,5,3,3,5,5,3,3,4,4,4,3,5,3,1,1,1,3.571428571,5,5,5,5,5,5,5,5,5,4,4,4,2,2,4,4,3,3,4,3,4,1,1,1,1,3.6,2,2,1,2,2,2,2,1,1,1,29,4,4,4,4
109310002,1093100,2,0,1,8,1,3,1,47,4,2,8,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,4,5,4,3,3,3,4.428571429,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,4,5,4,3,3,3,4.52,2,2,1,2,2,3,2,1,1,1,30,4,4,4,4
109320001,1093200,1,1,1,8,1,3,2,41,5,2,1,2, ,1,1,1,9,1,1,9,9,6,9,1,1,4,3.75,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,3,3,3,3,4.428571429,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,3,3,3,3,4.52,3,3,1,3,1,3,2,1,1,1,34,5,5,5,5
109320002,1093200,2,1,1,8,1,3,1,49,5,2,8,1,1,1,1,1,9,1,5,7,9,9,5,3,1,1,2.5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,4,4,4,4,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,4,5,4,3,3,3,4.52,2,2,1,2,1,3,2,2,1,1,30,5,5,5,5
109330001,1093300,1,1,1,8,1,3,1,49,5,2,5,1,1,2,1,1,9,1,2,7,8,6,8,3,2,4,4.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.96,2,2,2,2,2,2,2,2,2,2,25,5,5,5,5
109330002,1093300,2,1,1,8,1,3,2,42,4,2,10,1,1,2,1,1,9,1,1,7,7,1,9,3,3,9,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,3,3,1,3,2,3,3,1,1,1,34,5,5,5,5
109330003,1093300,3,1,1,8,1,3,1,17,4,1,1,2, ,2,1,2,8,1,1,8,9,1,9,2,1,9,5.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,3,3,2,4,2,1,3,3,1,1,30,3,2,3,2.666666667
109330004,1093300,4,1,1,8,1,3,1,15,3,1,1,2, ,2,1,1,9,1,7,8,9,9,3,2,1,1,1.75,5,5,5,5,5,5,3,4,1,2,3,2,5,5,5,5,5,5,5,3,2,4.047619048,5,5,5,5,5,5,5,5,5,3,1,1,1,1,5,5,5,5,5,5,5,5,3,5,5,4.2,4,4,2,4,1,3,3,3,2,2,33,7,5,7,6.333333333
109340001,1093400,1,0,1,8,2,3,2,55,5,2,6,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,3,5,5,5,5,5,5,3,5,5,2,2,5,5,5,5,5,4,2,2,2,4.047619048,5,5,5,5,5,5,5,5,5,4,5,5,3,3,5,5,5,4,5,3,5,3,3,3,3,4.36,3,3,1,3,1,3,2,1,1,1,34,5,5,5,5
109340002,1093400,2,0,1,8,2,3,1,56,5,2,8,1,3,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,3,5,5,5,4,3,5,5,5,2,5,5,4,4,5,4,1,1,1,3.904761905,5,5,5,5,5,5,5,5,5,4,5,5,3,3,5,5,4,4,5,3,5,4,3,3,3,4.36,2,2,1,2,2,2,2,1,1,1,29,3,3,4,3.333333333
109340003,1093400,3,1,1,8,2,3,2,25,5,1,1,2, ,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,4,3,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,2,3,4.68,2,3,1,3,2,3,2,1,2,2,30,4,4,5,4.333333333
109340004,1093400,4,1,1,8,2,3,2,23,5,1,2,2, ,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,4,4,4,4,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,4,5,4,5,4,3,3,3,4.48,2,2,1,2,2,2,2,2,1,2,27,5,4,5,4.666666667
109350001,1093500,1,1,1,8,1,3,1,43,6,2,9,1,2,1,1,2,8,1,1,7,8,8,9,3,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4.92,3,3,1,3,2,3,3,2,1,1,33,6,6,6,6
109350002,1093500,2,1,1,8,1,3,2,41,5,2,5,1,1,1,1,1,9,1,4,9,9,9,6,1,1,1,2.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.96,3,3,2,3,2,3,3,3,1,1,31,6,6,6,6
109350003,1093500,3,1,1,8,1,3,2,14,3,1,1,2, ,1,1,1,9,1,1,9,9,6,9,1,1,4,3.75,5,5,3,4,4,4,4,3,2,2,3,3,4,4,4,4,3,3,4,3,3,3.523809524,5,5,5,5,5,5,5,5,5,4,4,2,3,3,5,5,4,4,4,3,4,3,3,3,3,4.08,3,3,1,3,1,3,3,3,1,1,33,6,6,6,6
109360001,1093600,1,1,1,8,1,3,1,54,5,2,13,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,4,4,3,5,5,5,4,4,3,5,3,3,5,5,5,5,4,4,4,4,4,4.19047619,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,4,3,4.68,3,3,1,3,2,2,2,2,1,1,31,5,5,5,5
109360002,1093600,2,1,1,8,1,3,2,54,5,2,1,2, ,2,1,5,5,1,4,9,9,7,6,1,1,3,2.75,4,3,4,5,4,5,5,4,5,5,4,3,5,5,5,5,3,3,3,3,3,4.095238095,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,3,3,4,3,4.6,2,2,1,3,2,2,2,2,2,2,27,5,5,5,5
109360003,1093600,3,1,1,8,1,3,2,25,5,1,5,1,1,2,1,1,9,1,1,7,7,6,9,3,3,4,4.75,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.904761905,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4.88,2,2,2,3,2,3,3,2,2,2,28,5,5,5,5
109360004,1093600,4,1,1,8,1,3,1,22,5,1,1,2, ,2,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,4,4.80952381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,3,2,1,3,1,3,3,3,1,1,32,5,5,5,5
109370001,1093700,1,1,1,8,2,3,2,56,4,4,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,3,4,2,5,5,4,4,2,5,5,2,2,5,4,4,4,3,2,1,1,1,3.238095238,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,5,3,4,2,2,1,1,3.84,2,2,1,3,2,3,2,2,1,2,29,4,4,4,4
109370002,1093700,2,1,1,8,2,3,1,25,4,1,6,1,1,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,4,3,4,3,4.523809524,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4.76,3,3,1,2,1,3,2,1,1,2,32,4,5,4,4.333333333
109370003,1093700,3,1,1,8,2,3,2,23,5,1,2,2, ,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,4,3,4,3,4.523809524,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,3,3,4.68,3,3,1,3,1,3,3,1,1,1,35,5,5,5,5
109370004,1093700,4,1,1,8,2,3,2,79,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.047619048,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,2,2,2,1,3,3,2,2,1,1,26,4,4,4,4
109380001,1093800,1,1,1,8,2,3,1,61,4,2,6,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,4,5,2,4,4,4,4,2,2,2,2,1,3,2,2,2,4,2,1,1,1,2.571428571,5,5,5,5,5,5,5,5,5,4,2,2,1,1,2,2,2,2,5,2,4,2,1,1,1,3.16,2,2,1,2,2,2,1,2,1,1,27,3,4,3,3.333333333
109380002,1093800,2,1,1,8,2,3,1,26,4,1,6,1,1,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,3,5,5,5,4,4,5,5,3,3,5,5,5,5,5,2,2,3,3,4.142857143,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,2,3,2,4.56,2,2,1,2,2,2,1,1,2,1,27,4,3,4,3.666666667
109380003,1093800,3,1,1,8,2,3,1,24,5,1,1,2, ,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4,4,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,3,3,3,4.6,2,2,1,2,2,3,2,2,1,1,29,3,5,4,4
109380004,1093800,4,1,1,8,2,3,2,61,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,5,2,5,5,5,2,1,4,3,1,1,3,2,2,3,4,2,1,1,1,2.714285714,5,5,5,5,5,5,4,4,4,3,3,3,1,1,3,3,2,2,5,2,4,1,2,2,2,3.24,2,2,1,2,1,2,2,1,2,1,29,4,4,5,4.333333333
109390001,1093900,1,1,1,8,1,3,1,59,5,2,8,1,1,1,1,2,8,1,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3.380952381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4.72,3,3,3,3,2,2,2,1,2,2,28,2,2,2,2
109390002,1093900,2,1,1,8,1,3,2,57,5,2,1,2, ,1,1,3,7,1,3,8,8,7,7,2,2,3,3.5,4,4,4,4,4,4,4,3,4,4,3,3,5,5,5,5,4,5,5,4,4,4.142857143,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,5,5,5,4,5,5,5,4,4,4,4.68,2,2,2,2,2,2,2,2,2,3,24,5,5,5,5
109390003,1093900,3,1,1,8,1,3,2,32,5,1,1,2, ,1,1,3,7,1,3,4,5,5,7,6,5,5,5.75,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,4.80952381,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4,3,3,3,4.56,3,2,2,2,2,3,2,3,2,1,27,3,3,3,3
109390004,1093900,4,1,1,8,1,3,1,27,5,1,1,2, ,2,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4.857142857,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.92,3,2,2,3,2,2,2,3,2,3,25,5,3,4,4
109400001,1094000,1,1,1,8,1,2,1,75,2,2,5,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.142857143,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.2,3,3,1,3,1,3,3,1,1,1,35,6,6,6,6
109400002,1094000,2,1,1,8,1,2,2,74,3,2,1,2, ,1,1,5,5,2, , , , ,0,0,0,0,0,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.047619048,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.24,3,3,3,3,1,3,3,1,1,1,33,6,6,6,6
109410001,1094100,1,1,1,8,1,3,1,40,4,2,10,1,2,2,1,1,9,1,4,7,9,6,6,3,1,4,3.5,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3.047619048,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,3,2,1,3,1,3,3,2,1,1,33,5,5,5,5
109410002,1094100,2,1,1,8,1,3,2,41,5,2,5,1,1,2,1,4,6,1,4,8,9,9,6,2,1,1,2.5,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,1,27,5,5,5,5
109410003,1094100,3,1,1,8,1,3,1,15,3,1,1,2, ,2,1,1,9,1,1,4,5,4,9,6,5,6,6.5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,4,4,4.714285714,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4.84,3,3,1,3,1,3,3,1,1,1,35,5,5,5,5
109410004,1094100,4,1,1,8,1,3,1,13,3,1,1,2, ,2,1,1,9,1,1,7,7,7,9,3,3,3,4.5,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3.761904762,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3.76,3,3,1,3,1,3,3,2,1,1,34,5,5,5,5
109540001,1095400,1,1,1,8,1,3,1,36,5,2,7,1,1,2,1,2,8,1,2,6,7,4,8,4,3,6,5.25,4,4,3,4,5,4,4,3,4,4,3,3,4,5,4,4,4,5,4,4,4,3.952380952,4,5,5,4,5,4,4,5,4,4,5,3,4,4,4,5,4,5,4,3,3,4,4,3,4,4.12,3,2,2,3,2,2,2,3,2,2,26,4,5,3,4
109540002,1095400,2,1,1,8,1,3,2,33,5,2,6,1,1,2,1,6,4,1,5,5,5,5,5,5,5,5,5,3,3,3,4,4,5,3,2,3,4,2,2,4,4,5,4,3,2,4,3,3,3.333333333,4,5,4,4,5,4,4,4,5,2,3,4,2,2,4,4,4,4,2,3,3,4,3,3,4,3.6,2,2,1,3,3,1,1,2,2,2,24,4,3,3,3.333333333
109550001,1095500,1,1,1,8,1,3,1,40,5,2,8,1,1,2,1,5,5,1,2,3,2,4,8,7,8,6,7.25,4,5,5,5,4,4,4,5,4,4,5,4,5,4,4,4,5,4,3,4,4,4.285714286,4,5,5,4,4,4,5,5,4,4,5,5,4,4,5,4,4,5,4,4,5,4,4,4,3,4.32,3,3,2,3,3,2,3,3,2,2,27,6,5,5,5.333333333
109550002,1095500,2,1,1,8,1,3,2,39,5,2,1,2, ,2,1,4,6,1,5,2,1,2,5,8,9,8,7.5,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,3,4,5,4,3,4.19047619,4,4,5,4,4,4,5,4,4,5,4,4,4,4,4,3,4,3,4,4,4,3,4,3,3,3.92,3,3,1,3,3,3,3,2,1,1,32,6,6,6,6
109560001,1095600,1,1,1,8,1,3,1,50,5,2,9,1,1,1,1,1,9,1,3,2,2,2,7,8,8,8,7.75,5,4,5,5,4,5,4,4,4,5,5,4,4,5,4,5,4,4,5,3,4,4.380952381,4,4,5,4,4,5,4,4,4,3,4,4,5,5,4,4,4,3,4,4,4,5,4,3,3,4.04,3,3,1,3,3,3,3,3,2,2,29,6,5,5,5.333333333
109560002,1095600,2,1,1,8,1,3,2,47,5,2,6,1,1,1,1,5,5,1,3,3,3,4,7,7,7,6,6.75,5,5,4,4,5,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3.952380952,4,4,5,4,4,4,3,4,4,4,5,4,4,4,4,5,4,4,3,4,4,4,3,4,3,3.96,3,3,3,3,2,3,3,2,1,1,31,6,6,5,5.666666667
109560003,1095600,3,1,1,8,1,3,1,20,5,1,1,2, ,2,1,3,7,1,3,3,3,2,7,7,7,8,7.25,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,3,4,3,3,4.047619048,4,4,4,5,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,5,4,3,4,4.12,3,3,1,3,3,3,3,3,2,2,29,5,5,5,5
109570001,1095700,1,1,1,8,1,3,1,49,4,2,8,1,1,2,1,6,4,1,4,5,5,4,6,5,5,6,5.5,5,4,5,5,4,5,5,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4.380952381,4,4,4,5,4,5,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,3,3,4,4.12,3,3,3,4,2,3,3,2,1,1,32,6,6,6,6
109570002,1095700,2,1,1,8,1,3,2,47,5,2,5,1,1,2,1,4,6,1,3,2,5,5,7,8,5,5,6.25,4,4,4,5,4,5,4,4,4,5,4,4,3,4,3,4,5,4,3,3,3,3.952380952,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,4,5,4,4,4,3,3,3,4.2,3,3,1,3,3,3,3,3,2,2,29,6,6,6,6
109580001,1095800,1,1,1,8,1,3,1,55,5,2,9,1,1,2,1,3,7,1,3,4,3,2,7,6,7,8,7,4,4,5,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4.19047619,5,4,5,4,5,4,5,4,4,4,5,5,4,4,5,4,4,4,5,5,4,4,4,4,4,4.36,3,3,1,3,3,3,3,3,2,2,29,6,5,5,5.333333333
109580002,1095800,2,1,1,8,1,3,2,53,5,2,1,2, ,1,1,3,7,1,2,7,5,6,8,3,5,4,5,3,4,3,4,5,4,3,4,4,4,3,4,4,4,3,3,4,4,3,3,3,3.619047619,4,4,5,4,4,4,4,3,4,4,5,4,4,4,5,4,4,4,4,4,3,4,4,4,3,4,3,3,1,3,2,3,3,2,1,1,33,6,6,6,6
109580003,1095800,3,1,1,8,1,3,1,24,5,1,1,2, ,2,1,4,6,1,3,3,3,4,7,7,7,6,6.75,5,5,4,5,5,4,5,5,4,5,5,4,5,4,5,5,4,5,5,4,4,4.619047619,4,4,5,4,4,4,5,4,4,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,4.32,3,3,1,3,3,3,3,3,2,2,29,6,6,6,6
109590001,1095900,1,1,1,8,1,3,1,40,5,2,10,1,2,1,1,2,8,1,3,7,7,7,7,3,3,3,4,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,4,5,4,3,4,4.285714286,4,5,4,5,5,4,4,3,4,4,5,4,4,4,5,4,3,4,4,5,3,4,4,4,4,4.12,3,3,1,3,2,3,3,3,2,1,31,6,5,5,5.333333333
109590002,1095900,2,1,1,8,1,3,2,39,5,2,5,1,1,2,1,5,5,1,3,2,4,5,7,8,6,5,6.5,5,5,4,4,5,4,4,5,4,4,3,3,4,5,4,3,4,4,3,3,3,3.952380952,4,5,4,4,5,4,4,4,3,4,5,4,4,3,4,4,5,4,3,4,4,3,4,3,3,3.92,3,3,1,4,2,3,3,2,1,1,34,5,6,6,5.666666667
109600001,1096000,1,1,1,8,1,3,2,64,4,4,6,1,1,1,1,5,5,1,6,7,7,7,4,3,3,3,3.25,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3.619047619,4,4,4,4,5,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,3,3,4,3,3,3.68,3,3,1,3,2,3,3,2,1,1,33,6,6,5,5.666666667
109600002,1096000,2,1,1,8,1,3,1,31,5,1,7,1,1,2,1,2,8,1,2,3,3,4,8,7,7,6,7,4,5,5,4,4,5,4,5,4,5,5,4,4,4,5,4,5,4,4,4,4,4.380952381,4,5,4,4,5,4,4,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,4.4,3,3,2,3,3,3,3,3,2,1,29,6,6,6,6
109600003,1096000,3,1,1,8,1,3,2,28,5,1,5,1,1,2,1,2,8,1,4,5,6,4,6,5,4,6,5.25,4,4,5,4,5,4,4,4,4,5,4,4,5,4,5,4,5,4,5,4,4,4.333333333,4,4,5,4,4,4,5,5,4,4,5,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4.28,3,3,1,3,2,3,3,3,2,2,30,6,6,6,6
109610001,1096100,1,1,1,8,1,3,1,37,5,2,8,1,1,2,1,5,5,1,2,3,4,3,8,7,6,7,7,4,5,4,4,4,5,3,4,4,5,4,3,4,4,5,4,3,4,4,4,3,4,4,5,5,4,4,4,4,4,5,4,3,4,4,4,3,4,4,4,5,4,4,4,3,4,3,4,3,3,3,3,4,3,3,2,1,1,29,5,6,6,5.666666667
109610002,1096100,2,1,1,8,1,3,2,35,5,2,1,2, ,2,1,1,9,1,3,3,3,4,7,7,7,6,6.75,5,5,4,4,5,4,4,3,4,5,4,3,4,5,4,4,4,5,3,3,3,4.047619048,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,4,3,4,3,4,3,4.16,3,3,1,3,3,2,2,2,1,1,30,6,6,6,6
109620001,1096200,1,1,1,8,1,3,1,57,4,2,9,1,1,2,1,6,4,1,4,5,5,5,6,5,5,5,5.25,4,3,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,4,3,3,3.80952381,4,4,5,4,5,4,4,5,4,4,5,4,5,4,4,4,4,5,4,5,5,4,4,5,4,4.36,3,3,1,3,2,3,3,3,2,1,31,6,6,5,5.666666667
109620002,1096200,2,1,1,8,1,3,2,55,4,2,1,2, ,1,1,4,6,1,3,4,5,4,7,6,5,6,6,4,5,5,4,5,5,4,4,5,4,4,5,4,5,4,3,4,4,3,3,3,4.142857143,4,5,4,5,4,4,4,5,4,5,4,4,4,4,5,4,4,4,5,3,4,4,3,3,3,4.08,3,3,1,3,2,3,3,3,2,1,31,6,6,6,6
