면적,층수,연수,구,가격
28.246,8,18,강남구,7.7
84.99,29,16,송파구,20
59.76,8,30,강남구,12.9
54.59,6,36,노원구,4.7
84.32,11,31,동작구,9.35
59.92,15,3,성북구,8.4
59.85,9,6,서대문,12.3
84.94,22,25,마포구,13.5
35.88,11,25,강남구,3
12.89,3,12,관악구,1.4
84.95,3,18,광진구,13.35
59.76,8,26,영등포,7.8
32.08,5,22,서초구,4.2
55.02,12,37,양천구,9.29
84.9,15,5,은평구,10.2
127.21,1,37,양천구,20.75
38.64,5,32,노원구,3.1
132.96,4,26,성북구,8.75
59.98,13,20,강북구,5.47
59.94,10,25,성북구,4.37
59.78,4,25,관악구,6.3
54.86,10,35,구로구,5.15
59.4,18,25,성북구,5.5
59.938,7,5,은평구,9
84.99,6,20,성동구,9.4
98.63,7,37,양천구,18.2
85,12,31,도봉구,5.18
96.9,1,39,양천구,19.48
148.94,5,9,성동구,19.7
84.98,24,16,강동구,12.8
84.78,15,32,동작구,8.1
84.87,17,25,영등포,11.75
84.85,20,26,용산구,18.2
84.75,4,30,강동구,8.45
59.4,16,24,영등포,5.55
84.9984,12,18,강남구,24
59.67,14,23,동작구,8.4
194.42,20,15,광진구,20
59.584,8,22,서대문,7.8
75.99,14,5,송파구,15.8
59.34,5,28,노원구,4.88
84.98,9,12,성동구,13.8
38.64,2,32,노원구,4
54.59,7,36,노원구,4.98
84.9039,19,4,은평구,9.86
54.02,1,50,서대문,3.97
59.4,6,24,노원구,5.3
84.968,6,9,서대문,12.35
73.08,8,38,구로구,7.5
81.05,7,17,동대문,8.3
58.14,12,29,강서구,7.4
84.9881,4,7,강서구,12
84.93,5,27,도봉구,5.5
59.94,2,28,영등포,6.89
59.99,11,13,서초구,11.27
59.95,4,7,영등포,10.45
71.58,5,24,강서구,3.55
19.7,13,3,송파구,3.1
33.71,5,22,영등포,4.4
68.61,11,18,강동구,6.35
49.94,12,36,노원구,5.2
84.88,3,10,강서구,12.2
84.53,8,35,서초구,24.95
59.9676,3,4,중랑구,8.2
84.98,14,6,서대문,14.35
78.01,10,19,강서구,7.15
51.48,10,38,노원구,5.9
84.9,2,22,서초구,12.3
84.908,15,22,영등포,10.35
84.86,3,20,강북구,6.3
121.614,3,9,서대문,16
99.917,13,24,노원구,9.05
84.81,14,30,중랑구,6.9
59.8404,16,4,서대문,11.3
83.31,1,36,양천구,17.2
39.1,18,6,송파구,10.95
84.78,18,21,구로구,13.9
84.98,2,6,송파구,19
59.9897,30,3,서초구,22.5
59.866,12,22,은평구,5.75
97.92,6,38,양천구,18.7
84.558,4,5,마포구,11.2
84.96,1,21,관악구,8.05
34.41,8,20,강남구,3.297
108.12,1,21,동작구,5.8
41.3,8,35,노원구,3.99
59.67,19,23,동작구,8.48
66.87,8,41,강동구,11.5
59.8745,20,2,성북구,10.5
50.95,2,21,성북구,5.6
84.95,5,18,송파구,10.325
59.028,14,5,강동구,13.53
84.77,8,27,양천구,13.15
18.92,19,9,동대문,1.5
49.77,2,26,노원구,3.3
84.94,5,24,영등포,9.78
34.86,3,31,관악구,4.7
12.62,13,10,영등포,1.648
84.88,10,9,성동구,14.57
53.87,1,51,은평구,3.4
59.91,5,21,성동구,9.5
59.98,19,15,서초구,22.9
50.14,7,38,노원구,5.8
29.11,23,19,마포구,3.5
39.1,21,6,송파구,9.8
84.93,13,4,강동구,14.25
84.244,19,5,강동구,16.6
84.88,12,9,성동구,15.1
84.901,6,3,은평구,8.9
12.62,13,10,영등포,1.589
106.93,9,37,양천구,18.5
84.16,30,22,강남구,23
59.4,15,22,강동구,7.5
49.14,6,38,송파구,5.6
80.53,6,15,은평구,4.7
59.96,22,16,송파구,19.95
84.8729,10,19,강서구,6.25
79.35,21,21,동대문,7.8
115.59,11,40,강남구,27
84.96,21,26,용산구,18
84.45,13,14,용산구,16.25
84.6,6,27,노원구,8.6
79.47,6,36,서초구,21.2
84.86,19,4,영등포,9
44.52,6,32,노원구,3.75
36.2415,17,2,은평구,5
22.75,14,8,중구,2.1
84.97,16,16,관악구,7.15
84.972,5,3,서초구,26
84.93,8,20,강서구,7.48
49.54,9,33,노원구,5.22
59.511,7,21,동작구,7.28
59.89,8,15,구로구,7.8
59.68,12,4,양천구,8.3
59.39,5,36,노원구,4
18.16,13,4,동대문,2.9
84.78,5,31,노원구,6.35
59.96,3,17,동작구,9.7
45.9,2,36,노원구,5.1
134.87,47,11,중랑구,14.95
102.15,14,46,동대문,10.3
59.67,4,23,동작구,8
84.9,15,16,송파구,20.55
57.63,7,25,중구,8.3
84.17,14,27,은평구,5.63
26.02,3,1,동대문,3.635
59.96,15,6,송파구,17.42
12.62,14,10,영등포,1.59
53.9,13,37,양천구,11.8
59.91,9,23,양천구,5.9
15.974,19,9,동작구,1.68
13.97,16,12,관악구,1.5
98.22,8,28,강북구,5.8
59.96,8,10,동대문,10.25
84.9,30,16,송파구,16.5
84.97,22,4,강동구,13
46.55,7,7,강동구,5.6
36.34,11,35,도봉구,3.42
84.95,12,6,송파구,19.5
100.31,3,36,송파구,21.7
84.96,22,18,구로구,9.6
59.855,19,21,성북구,6.4
59.88,15,19,성북구,5
84.87,22,24,중랑구,8
19.6,18,8,중구,2.05
78.84,4,5,강동구,14.1
84.705,9,21,강북구,6.5
84.98,1,23,영등포,12.35
84.95,1,24,동대문,7.83
36.2275,19,2,은평구,4.5
171.036,3,19,서초구,24.7
136.21,7,47,용산구,27
55.72,14,36,노원구,4.5
84.923,13,5,강동구,11.9
45.96,22,21,서초구,4.1
87.05,3,12,송파구,16.1
59.91,24,16,중구,8.1
59.94,23,28,광진구,9.8
46.75,1,31,동작구,6.4
63.33,5,26,구로구,5.47
97.35,1,24,강남구,23.8
84.99,11,9,강서구,12.47
71.4,7,36,양천구,13.5
84.76,14,20,강북구,6.33
84.923,3,5,강동구,12
59.9398,13,3,강동구,9.5
114.99,5,24,노원구,8.8
120,1,45,송파구,23.7
86.61,8,46,서초구,20.79
84.98,14,21,동대문,5.9
55.72,13,36,노원구,4.9
59.92,18,21,마포구,8.3
66.24,7,36,양천구,12.35
49.978,2,5,은평구,7.4
59.967,12,5,강남구,17.7
132.1,6,46,서초구,27.2
35.903,10,20,서초구,3.6
80.325,8,19,동대문,9.75
49.759,14,3,은평구,5.995
84.82,5,17,강서구,8.7
84.76,15,27,양천구,14.4
73,6,2,강북구,4.97
84.989,11,21,도봉구,8.83
59.97,3,26,강서구,6.3
59.94,8,29,강서구,7
69.39,17,30,중구,5.8
41.85,1,29,강서구,4.7
59.57,16,25,구로구,6.5
59.89,16,24,동대문,7.15
130.06,7,6,송파구,27
59.82,10,21,서대문,3.43
59.88,9,19,성북구,5
59.9207,16,6,서초구,22.4
58.01,7,35,노원구,5.09
43.2,5,36,양천구,4.8
76.79,2,45,강남구,19.3
115.1,5,8,성동구,22.5
124.22,9,16,송파구,28.3
59.83,19,25,강서구,9.2
24.011,5,11,동대문,2.52
58.55,8,24,관악구,4.9
59.9,10,15,성북구,5.6
84.82,4,23,성동구,9.5
41.69,4,47,영등포,6.58
45.879,16,7,종로구,10.2
84.95,6,6,성동구,15.9
84.22,5,4,관악구,3.2485
65.46,3,36,영등포,7.2
58.01,9,36,노원구,6.39
59.97,6,20,마포구,12
84.88,14,22,영등포,6.5
84.844,6,21,성북구,7.15
34.44,15,32,강서구,4.95
59.39,10,33,노원구,6.3
59.87,9,10,금천구,7.5
59.97,12,10,동대문,10.1
59.75,9,24,영등포,10.2
69.3,10,36,강동구,7.3
102.7,6,29,중랑구,9.5
84.9796,12,12,성동구,11.7
70.38,10,33,서초구,15.2
116.101,15,22,서대문,7.7
34.44,5,31,강남구,8.3
59.99,17,12,성동구,11.2
112.71,10,19,마포구,16.2
59.55,6,31,중랑구,5.95
59.94,12,23,노원구,6
69.03,6,37,도봉구,6.02
71.77,10,41,노원구,5.6
59.98,15,20,강북구,6.05
84.67,1,5,강북구,7.3
59.99,11,4,강동구,7.37
59.92,16,26,구로구,6.5
84.61,13,20,동대문,9
14.7,6,8,동작구,1.43
59.88,17,26,용산구,15.05
103.34,5,19,서초구,17.1
59.97,6,19,성동구,9.9
84.908,27,25,구로구,10.3
59.39,5,36,노원구,4.25
84.4516,24,20,도봉구,8.75
84.83,10,4,서대문,11.9
59.82,9,3,양천구,10.7
84.99,9,18,구로구,9.8
84.932,5,5,성북구,8.5
84.79,2,20,마포구,10
84.97,3,4,양천구,5.8
12.39,7,9,관악구,1.5
149.97,23,25,구로구,10.5
114.39,14,31,노원구,11
59.98,18,5,성북구,8.15
64.236,7,8,성동구,9.1
84.68,9,17,강서구,9.85
44.52,7,32,노원구,4.8
75.51,7,38,성동구,12.5
144.41,4,45,서초구,27.9
151.61,10,20,서초구,27.7
84.898,1,12,성동구,16.9
84.89,3,21,강동구,5.5
84.95,18,6,성동구,16.8
66.59,7,29,동작구,6.5
59.42,13,25,성북구,5.1
84.96,11,27,서대문,7
59.4,20,29,구로구,5.3
59.91,12,23,양천구,5.73
84.52,9,32,서초구,23.5
84.96,21,24,구로구,5.7
59.91,18,26,성동구,7
84.98,8,34,강북구,5.1
84.88,6,22,양천구,15.7
84.67,12,18,종로구,8.3
59.855,5,21,성북구,6.8
35.24,11,16,송파구,8.5
111.83,19,2,성북구,14.3
125.021,14,22,강서구,10.98
59.994,27,14,서초구,24
84.9704,6,6,동작구,14.4
84.83,8,16,성북구,8.15
59.54,7,21,동대문,6.7
59.97,15,29,성동구,6.97
84.95,12,23,구로구,10.2
84.9,17,14,강동구,11.9
59.82,22,25,강남구,15.5
84.99,5,19,관악구,6.8
59.92,11,21,마포구,8.45
42.98,3,47,영등포,8.4007
84.995,17,21,도봉구,7.57
59.8732,22,5,강남구,21.3
154.47,24,15,용산구,27.5
84.98,3,18,강서구,7.2
59.64,19,24,강동구,8.67
84.97,8,27,강남구,16.3
100.11,7,45,서초구,27.3
84.33,2,37,서대문,7.5
112.058,9,19,동작구,11.7
70.81,8,41,노원구,5.49
149.04,7,20,서초구,18.7
44.33,15,36,노원구,3.8
59.983,1,17,강동구,8.9
84.74,15,8,강동구,13
59.95,5,23,성동구,9.2
84.75,9,28,광진구,14.3
15.01,7,12,광진구,1.4
59.58,10,26,성북구,5.05
14.19,3,10,동대문,1.015
84.98,11,18,성북구,4.55
84.9,1,15,마포구,9.95
13.53,4,10,영등포,1.035
84.962,21,18,구로구,6.15
84.6099,5,12,동작구,12
42.93,1,36,도봉구,3.2
59.92,16,24,관악구,7.5
17.94,12,12,중랑구,1.155
70.26,6,18,은평구,6.2
84.8,9,16,송파구,19.5
84.85,10,13,중구,10.5
84.968,17,9,서대문,11.6
59.9662,13,6,금천구,7.5
54,1,25,중랑구,4.15
82.61,14,46,송파구,26.34
29.7,8,7,중구,3.1
59.99,9,9,영등포,9.95
114.9,17,24,종로구,14.2
59.58,3,26,성북구,5
84.99,10,13,송파구,9.3
166.48,8,40,강남구,29
59.747,16,10,양천구,8.35
84.83,13,24,동대문,7.3
53.14,6,41,성동구,11.6
121.94,15,10,동대문,14.7
59.998,2,21,성북구,6.97
136.082,25,18,양천구,25
84.64,1,19,성북구,8.39
91.26,4,39,양천구,19.35
84.83,5,8,강동구,14.2
71.9,28,3,강남구,28.9
130.64,5,22,마포구,14.7
59.983,8,17,강동구,9.85
59.42,10,25,양천구,7.25
96.48,9,45,서초구,24.2
58.44,6,22,강서구,2.3
59.97,17,3,강동구,8
84.97,15,16,관악구,6.45
84.04,5,15,은평구,9
80.25,2,42,서초구,21.2
59.58,10,20,관악구,7.5
84.98,10,23,영등포,13.4
59.76,7,25,강서구,8.17
71.18,11,20,강서구,4.93
58.59,8,32,동작구,6.4
84.59,5,20,구로구,3.83
84.97,2,13,동대문,7
84.99,9,4,노원구,9.4
59.949,13,5,성동구,12
84.92,22,16,중구,9.9
79.71,13,25,금천구,5.99
59.97,7,4,은평구,7.34
84.96,8,16,영등포,9.5
44.52,11,36,노원구,5.3
39.6,11,27,송파구,6.25
84.97,18,4,양천구,9.4
35.17,5,20,성북구,2.15
84.98,6,4,성북구,8.97
40.86,1,38,성동구,6.7
84.88,11,25,노원구,8.8
84.9729,12,21,은평구,6.4
59.9656,21,10,마포구,14.63
84.98,25,16,강동구,12
114.82,8,26,마포구,12
136.95,6,16,광진구,12.85
60,7,21,관악구,6.48
84.97,4,19,강서구,9.45
59.76,7,23,성동구,9.65
17.2538,5,4,강서구,1.23
27,6,36,노원구,3
15.974,20,9,동작구,1.8
84.94,8,29,도봉구,5.6
71.77,14,37,양천구,14.5
114.78,6,27,양천구,17
84.976,8,21,도봉구,7.2
59.82,23,27,광진구,10.3
38.441,4,2,영등포,6.1
59.474,2,10,양천구,7.35
84.86,3,4,강남구,23.35
110.66,22,6,송파구,24.8
27.68,16,16,송파구,9.4
59.1,23,2,성북구,9
84.77,8,28,노원구,10.7
155.6,19,21,동작구,15.775
59.85,7,24,양천구,7.65
75.51,7,38,성동구,12.15
36.35,15,20,강남구,3.4
84.91,10,35,광진구,14.35
84.95,18,5,은평구,10.2
84.97,13,4,강동구,15
84.789,5,21,구로구,11.5
50.54,14,38,마포구,8.4
84.99,6,6,은평구,9
96.645,5,17,용산구,12
84.94,2,29,도봉구,4.7
59.99,11,14,성북구,8.3
84.99,9,19,강서구,11
59.97,23,23,성동구,11
36.7834,2,4,중구,4.92
59.11,10,5,강동구,10.7
59.85,7,28,강동구,7.62
49.6,1,25,노원구,4.05
73.566,16,5,강동구,12.79
121.63,19,16,송파구,24.9
112.78,2,21,동대문,10
59.86,16,19,성북구,7.05
120.01,6,8,강동구,18.7
134.71,3,31,강남구,22.8
84.9039,7,4,은평구,9.9
15.09,15,10,종로구,1.32
114.9,17,16,중구,11.5
59.38,1,25,노원구,5.6
41.3,11,36,노원구,5.45
84.87,10,27,성동구,9
84.47,11,19,마포구,11.8
84.99,5,12,성동구,12.55
106.83,4,20,용산구,8.5
122.81,14,23,강남구,27.5
59.97,2,6,성동구,13.4
84.91,6,5,강동구,12.5
80.01,2,30,구로구,7.3
71.4,8,37,양천구,13.4
111.32,9,21,서초구,25.2
117.585,7,36,송파구,19
46.203,7,10,영등포,6.95
84.982,24,15,서초구,28.5
59.4,6,27,중랑구,5.1
138.29,3,31,노원구,9.6
84.49,15,8,서초구,29.1
84.9805,14,7,강서구,12.5
164.097,8,23,도봉구,9
59.53,19,27,영등포,8
55.72,3,36,노원구,4.99
59.99,9,16,강동구,9.25
59.64,13,24,강동구,8.75
84.97,13,27,강남구,18.6
56.83,11,15,성북구,6.99
59.79,8,5,서대문,9.2
59.76,12,30,강남구,13
84.85,3,24,영등포,7.25
17.23,11,20,강남구,2.25
84.85,17,26,용산구,19.6
84.87,1,26,성북구,6.55
49.993,9,10,영등포,7.15
39.6,6,27,송파구,5.45
67.5,13,18,강남구,8.7
59.64,1,25,동작구,7
84.3,9,21,서초구,14.95
145.68,1,40,영등포,14
101.9176,14,20,도봉구,10.1
84.94,25,4,성북구,9.88
83.21,13,41,강남구,25
114.96,3,26,용산구,23.3
128.57,8,37,동대문,9
59.981,2,5,강동구,10.55
59.42,10,5,성북구,7.5
84.76,6,16,강서구,8.45
18.16,9,12,강동구,1.3
114.96,10,26,노원구,10.29
105.7,1,20,관악구,7
59.92,26,4,중랑구,8.65
34.44,9,31,강서구,4.65
148.94,1,9,성동구,18.5
127.02,16,36,동작구,13.07
84.87,8,24,중랑구,7.7
59.57,16,25,구로구,6.45
49.9,10,21,마포구,7.45
84.95,1,31,강남구,22.9
84.08,19,27,중랑구,6
58.71,2,27,마포구,7.15
51.89,8,11,서초구,9
49.77,11,31,강서구,5.1
60,6,21,관악구,7.2
84.67,3,5,강북구,8.27
39.76,15,31,강서구,3.92
84.58,7,18,강북구,7.87
83.38,15,25,서대문,8.95
59.92,10,21,마포구,8.1
71.64,10,36,양천구,14.7
59.9656,5,10,마포구,14.2
84.9027,19,9,마포구,16.4
59.7,10,7,영등포,12
132.96,8,26,성북구,8.85
84.74,14,32,관악구,8.3
36.2415,8,2,은평구,5
59.95,14,28,광진구,8.62
84.97,15,16,관악구,7.1
59.97,12,23,동대문,5.4
84.98,6,10,동대문,11.9
84.8025,24,4,영등포,12.4
84.6475,13,18,중랑구,8.1
84.97,5,6,서대문,10.7
59.99,25,16,강동구,10.7
84.74,1,14,강동구,4.4
81.72,4,53,용산구,9.7
84.9422,8,3,마포구,17.1
84.98,9,18,성북구,6.77
49.94,6,36,노원구,4.9
59.96,10,6,송파구,17.27
94.51,13,16,종로구,13.8
59.51,6,28,도봉구,4.45
59.9718,14,7,마포구,11.85
59.76,11,25,강서구,7.7
59.67,1,23,동작구,7.45
84.77,11,28,노원구,9.5
114.91,23,23,동대문,9.5
59.9236,21,10,마포구,13
84.996,15,20,노원구,6
84.82,14,32,도봉구,5.3
84.85,5,20,서대문,9.78
63.39,6,39,송파구,9.9
84.89,19,20,강북구,7.1
58.01,2,37,노원구,6.3
59.28,7,37,노원구,4.8
59.4,1,25,강동구,6.65
84.96,12,3,송파구,12.35
59.92,6,5,서초구,21.5
71.4,5,36,양천구,13.8
84.91,6,22,서초구,25
84.53,3,8,노원구,8.45
114.75,12,24,마포구,16.6
56.76,2,36,양천구,9.3
84.97,3,3,강서구,12.3
59.93,12,26,서초구,13.1
43.2,5,36,양천구,4.7
79.96,7,18,양천구,5.6
59.9,26,13,동작구,13.6
59.84,22,26,금천구,6.2
49.77,2,28,도봉구,3.33
50.625,4,13,중랑구,3.45
59.6,8,32,중랑구,4.1
44.33,12,36,노원구,3.5
84.52,15,32,서초구,23.1
27.68,11,16,송파구,10.3
59.92,4,4,강남구,17
114.84,1,24,금천구,5.79
59.94,3,28,양천구,3.36
49.94,11,36,노원구,5.1
84.39,2,10,서초구,13.1
59.5075,4,1,성동구,10
84.9353,11,21,중랑구,7.8
115.47,6,38,양천구,25.9
84.83,11,10,구로구,8.3
80.3,14,22,마포구,7.9
122.81,13,23,강남구,29
59.98,13,8,성동구,12.1
84.99,27,3,강남구,30
84.57,4,28,서대문,7.45
84.87,19,24,관악구,8.3
84.78,10,30,서대문,8.15
12.85,15,10,마포구,1.78
33.18,14,32,강남구,8.3
107.58,16,19,영등포,18
84.24,12,5,강동구,12.84
59.95,10,26,강서구,6.95
80.395,12,20,양천구,5
84.52,2,27,서초구,17
44.64,9,26,구로구,4.45
16.93,15,11,강북구,1.71
59.88,7,25,구로구,7.5
59.96,11,11,송파구,10.35
55.15,8,2,성북구,6.335
84.9422,18,3,마포구,17.98
59.87,7,16,강서구,8.5
114.46,4,28,성동구,11.6
84.956,19,7,서대문,10.4
84.99,11,24,성북구,6.4
57.63,5,25,중구,8
58.03,12,17,구로구,6.55
84.93,13,26,영등포,10.27
21.007,6,10,서초구,2.05
84.95,20,5,은평구,11
83,14,21,강남구,15.13
84.78,6,30,용산구,17
59.96,8,23,강남구,16.8
84.3,4,8,성동구,16
49.66,3,5,강동구,8
59.88,15,19,성북구,5
66.6,12,38,양천구,14.98
31.05,10,5,중랑구,2.95
55.4561,3,21,동작구,7.25
84.99,17,19,강서구,7.2
59.96,17,16,송파구,19.2
59.86,8,29,도봉구,4.9
59.55,7,26,서초구,18.5
41.4,3,21,중랑구,2.46
49.28,4,25,노원구,4.25
59.905,5,3,은평구,7.2
84.98,7,6,동작구,13.66
27,2,36,노원구,3
59.91,15,13,송파구,7.95
84.54,9,25,서초구,19.35
42.63,3,26,동작구,6.4
36.2415,16,2,은평구,5
84.54,8,3,강서구,11.5
84.9,15,15,마포구,12.4
114.88,13,22,중구,14.5
84.73,7,15,동작구,9.68
59.49,16,23,구로구,5.9
84.8,2,16,송파구,22.95
84.9,18,6,성동구,16
46.26,2,59,중구,5.2
84.85,10,21,송파구,11.1
84.95,11,23,서대문,9
84.6,9,24,강북구,5.85
84.99,24,11,서초구,11.5
84.52,15,32,서초구,23.95
109.7,1,31,동작구,10.7
132.96,4,26,성북구,8.1
84.98,16,8,성동구,13.7
50.56,1,2,강북구,4.275
82.71,10,23,서초구,17.94
59.96,12,25,구로구,4
16.1,7,6,영등포,1.45
84.9,15,25,강동구,9.23
84.91,20,22,서초구,22.2
59.92,5,4,강남구,17.95
74.88,11,5,강동구,12
84.9728,9,4,서대문,11
139.885,5,21,강서구,8.67
84.97,20,6,서초구,27
84.97,5,21,성북구,7.2
42.55,7,25,서초구,6.6
84.98,22,16,강동구,12.9
48.54,2,21,종로구,3.5
84.93,10,38,성동구,10
15.54,6,11,구로구,1.5
84.97,11,4,강동구,14.38
79.08,12,30,성동구,10.45
59.968,21,6,금천구,8.2
59.74,11,25,마포구,9.8
84.51,6,8,성동구,15.85
114.99,4,29,양천구,5
50.81,10,42,영등포,7.15
84.988,10,17,마포구,13.3
84.96,2,26,동작구,9
39.6,12,27,송파구,5.98
84.9712,14,3,강동구,13.35
150.58,12,20,송파구,16.9
59.98,1,17,성북구,6.55
59.22,10,38,노원구,7.9
110.14,8,32,강남구,25.9
84.99,10,9,서대문,12.3
57.71,7,21,은평구,4.75
84.98,24,6,송파구,20.3
116.375,19,10,양천구,11.8
59.886,10,21,동작구,8.4
84.84,9,27,동작구,10.1
59.99,16,19,성북구,6.7
39.69,11,35,송파구,7
59.58,7,25,구로구,4.68
84.89,11,8,강서구,11.97
49.89,10,33,노원구,4.75
114.62,2,24,성동구,11.5
59.9,27,25,구로구,7.85
84.96,2,26,양천구,15.4
84.952,9,22,성동구,18
84.99,8,32,강북구,5.6
25.28,2,3,은평구,2.85
114.88,1,22,중구,12.67
27.68,30,16,송파구,8.7
114.94,14,24,성동구,11.9
84.18,1,28,중랑구,4.65
59.97,19,23,성동구,10.6
84.75,12,20,관악구,8.6
111.22,4,16,강동구,14.5
59.92,17,27,송파구,10.95
84.76,25,20,강북구,6.5
81.95,5,21,강서구,5.85
73.873,6,5,강동구,12.45
102.21,6,46,서초구,22.5
118.2086,9,12,동작구,15.8
58.65,8,30,노원구,4.82
59.99,3,4,성북구,8.1
59.1,8,2,성북구,7.6
23.34,4,2,강북구,2.135
59.95,10,23,성동구,8.99
84.94,18,17,송파구,10.4
59.76,12,24,관악구,6.9
59.9207,14,6,서초구,20.3
84.9097,11,18,강남구,23.2
49.86,14,32,강남구,14.2
37.97,5,1,강북구,3.395
41.5,1,26,서대문,3.67
84.93,2,30,강남구,16.5
29.35,5,1,중랑구,2.7726
84.89,3,23,강남구,20
41.3,1,33,강북구,3.8
13.77,7,11,중랑구,0.95
153.25,17,12,서대문,18
56.76,3,36,양천구,12.3
49.86,8,32,강남구,12.45
59.93,7,24,동대문,6.9
59.98,11,24,용산구,15.2
84.67,14,32,강북구,4.97
39.6,4,27,송파구,6.5
67.68,4,21,강서구,6.5
79.07,15,36,노원구,7.5
84.91,10,36,노원구,8.8
59.64,21,24,강동구,8.65
84.9,28,16,중구,10.7
59.785,2,5,강동구,11.8
84.93,2,5,관악구,10.4
23.4,3,8,강북구,1.54
76.96,10,56,중구,5.57
84.24,13,5,강동구,14.47
59.92,15,24,관악구,8.3
84.97,8,20,은평구,6.22
59.91,11,17,동대문,8.5
101.87,14,19,강서구,15.15
74.97,5,12,서초구,13.8
84.9942,5,8,송파구,13
84.93,2,30,강남구,14.7
55.9706,11,4,서대문,10.9
48.3,2,49,영등포,6.8
59.9769,26,8,동작구,9.3
48.96,15,24,양천구,5.25
104.56,9,21,성동구,15
84.589,13,18,성북구,8.73
31.99,10,1,은평구,3.7
59.99,8,10,동대문,10.7
59.98,17,16,강서구,8.35
84.96,13,25,서초구,19.4
84.9704,15,6,동작구,13
59.98,9,19,강서구,9.3
84.8919,24,10,마포구,15.5
59.92,6,4,중랑구,9.08
50.54,5,38,마포구,9.35
84.8067,14,3,강남구,26.5
59.99,15,16,송파구,19.75
84.94,9,23,서초구,19.8
59.7827,21,6,동작구,10.4
137.82,15,21,영등포,15.5
139.08,21,22,노원구,11
119.99,11,9,마포구,20.7
37.38,4,4,관악구,1.5965
64.53,7,37,서초구,17.2
127.22,14,36,노원구,11.5
59.97,11,23,성동구,10
84.901,4,5,마포구,15.3
59.96,3,6,송파구,14.35
84.73,5,30,강남구,13
59.94,11,25,서초구,14.7
55.15,3,2,성북구,6.185
84.76,11,20,동대문,8
84.93,15,5,관악구,10.5
36.2275,9,2,은평구,4.5
44.52,11,32,노원구,3.69
51.77,6,11,송파구,9.5
84.9984,20,18,강남구,25.5
59.7,3,23,중구,10.6
16.01,18,9,동작구,1.73
55.63,8,3,중랑구,5.7
39.6,6,32,강서구,5.9
84.79,3,32,영등포,7.05
84.97,11,29,도봉구,4.77
136.325,14,36,송파구,19.5
59.93,13,24,서대문,6.65
84.87,15,24,관악구,9.35
69.45,5,51,용산구,14.3
18.36,9,9,영등포,1.26
48.6,9,25,노원구,4.2
59.9,27,25,구로구,8.48
106.93,8,37,양천구,20.2
59.99,3,21,성북구,6.85
59.95,7,7,영등포,11
84.97,3,9,마포구,17
59.376,26,5,마포구,13.57
84.9184,4,5,동작구,19.3
59.93,7,25,관악구,4.3
59.98,6,6,은평구,7.8
65.42,11,37,도봉구,3.65
107.53,1,46,강남구,22
31.98,4,37,노원구,5.07
107.51,3,21,성북구,6.3
84.99,6,7,성북구,10.9
59.67,9,26,송파구,5.2
14.11,16,6,광진구,1.95
59.96,1,25,서대문,6.7
59.998,1,21,성북구,6.6
59.93,21,26,서초구,13.1
126.18,1,36,송파구,26
84.86,8,31,도봉구,5
80.5332,27,4,서초구,16.8
39.6,6,32,강서구,6.12
84.9979,20,5,강동구,13.4
84.93,4,32,용산구,19.5
84.97,8,13,구로구,8.35
23.34,3,2,강북구,2.115
84.99,9,9,은평구,9.9
59.99,12,2,은평구,9.3
84.97,12,16,강서구,12.25
29.87,10,6,중구,3.55
59.99,6,15,성동구,11.58
84.98,12,17,강서구,8.7
84.9541,13,9,마포구,15
114.272,18,17,강동구,12.9
44.88,16,20,서대문,5.1
84.98,14,31,도봉구,5.29
49.909,6,5,강남구,14.7
114.7143,15,17,관악구,8.5
59.67,16,26,강남구,17
84.93,6,26,영등포,7.7
84.988,1,17,강동구,11.7
114.75,11,19,양천구,13.7
58.64,2,27,서대문,5.1
46.8,15,35,노원구,3.93
84.93,7,36,영등포,10.1
58.47,5,4,관악구,2.5484
83.3,4,49,용산구,17.7999
64.236,2,8,성동구,9.55
59.88,13,25,강서구,7.8
84.67,14,32,강북구,5.35
66.37,3,18,강서구,7.65
113.87,9,26,마포구,11.7
64.62,6,35,노원구,4.15
59.94,5,25,구로구,5.15
58.98,3,39,송파구,9.7
15.96,17,6,관악구,1.88
71.33,14,28,성동구,6.2
84.9072,11,8,송파구,14.7
84.43,4,44,강남구,22.85
114.96,2,24,노원구,6.4
59.97,10,12,서대문,9.4
84.87,13,29,강서구,8.4
40.2751,20,3,광진구,7.75
84.57,17,28,동작구,9.18
84.78,11,27,서대문,5.3
36.16,4,35,도봉구,3.4
84.32,1,13,은평구,7.65
59.86,7,29,도봉구,5.2
57.3,4,28,중랑구,5.1
59.99,2,2,마포구,11.4
58.71,2,27,마포구,7.6
59.983,2,5,성동구,12
84.7488,16,5,은평구,9.4
99.6,13,6,송파구,20.9
18.63,10,10,광진구,1.6
14.91,15,10,구로구,1.3
67.11,8,47,영등포,16.5
84.99,14,26,강동구,7.4
59.92,14,24,관악구,8.6
23.02,2,1,동대문,3
115.47,13,38,양천구,26.9
59.58,24,20,관악구,7.3
51.68,5,1,중랑구,4.7886
38.2471,4,2,강남구,7.17
60,18,19,성북구,5.8
59.9,1,15,성북구,6.05
59.96,14,24,성동구,5.47
84.98,9,10,동대문,12.15
126.4,3,23,송파구,14.5
59.73,11,14,마포구,8.35
59.73,13,24,양천구,6.1
59.92,3,28,강서구,5.65
59.68,19,4,양천구,8.5
59.6,7,28,영등포,5.86
84.53,9,15,강동구,8.55
