v0,v1,theta,c0,c1,p0,p1
3737,4997,0.5,6,6,426.5,-413.5
3958,4440,0.5,7,6,167.8333333,-153.8333333
3825,4845,0.5,6,10,347.8333333,-330.8333333
4896,4815,0.5,8,9,-18.16666667,36.16666667
3452,3754,0.5,8,6,108.5,-93.5
4775,3394,0.5,7,6,-453.1666667,467.1666667
3782,4158,0.5,5,5,130.8333333,-119.8333333
3948,3056,0.5,10,8,-287.5,306.5
3608,4366,0.5,8,7,260.8333333,-244.8333333
3711,3682,0.5,5,5,-4.166666667,15.16666667
4759,4870,0.5,8,8,45.5,-28.5
3880,3521,0.5,7,7,-112.1666667,127.1666667
3690,4168,0.5,5,9,166.1666667,-151.1666667
3050,4863,0.5,6,8,611.5,-596.5
3878,3519,0.5,9,9,-110.1666667,129.1666667
3321,4761,0.5,9,8,489.1666667,-471.1666667
3437,3223,0.5,6,7,-64.5,78.5
4830,3959,0.5,8,10,-281.1666667,300.1666667
3018,3663,0.5,5,9,221.8333333,-206.8333333
3335,3693,0.5,9,6,127.8333333,-111.8333333
4909,4385,0.5,9,7,-165.8333333,182.8333333
3656,3036,0.5,7,9,-198.5,215.5
4945,3056,0.5,6,10,-621.8333333,638.8333333
4418,3177,0.5,5,10,-406.5,422.5
4902,3635,0.5,8,5,-414.8333333,428.8333333
4383,3861,0.5,9,5,-165.8333333,180.8333333
3603,3156,0.5,9,6,-140.5,156.5
4716,3247,0.5,10,8,-479.8333333,498.8333333
3285,4729,0.5,10,8,491.1666667,-472.1666667
3824,4987,0.5,9,7,396.5,-379.5
4324,3769,0.5,7,5,-178.1666667,191.1666667
4703,4355,0.5,5,6,-110.1666667,122.1666667
3389,3027,0.5,8,9,-111.8333333,129.8333333
3258,4925,0.5,6,8,562.8333333,-547.8333333
3818,4458,0.5,9,6,221.8333333,-205.8333333
4961,4912,0.5,6,8,-9.166666667,24.16666667
3168,3577,0.5,7,8,144.1666667,-128.1666667
4083,4796,0.5,8,10,246.8333333,-227.8333333
3783,3611,0.5,8,6,-49.5,64.5
4514,4213,0.5,10,5,-91.5,107.5
3274,3745,0.5,6,7,163.8333333,-149.8333333
3654,3702,0.5,6,5,22.16666667,-10.16666667
3913,3210,0.5,10,7,-224.8333333,242.8333333
3149,4886,0.5,7,9,587.1666667,-570.1666667
4257,4880,0.5,8,5,215.1666667,-201.1666667
3836,3097,0.5,7,8,-238.5,254.5
3852,3852,0.5,10,7,9.5,8.5
3735,3373,0.5,8,7,-112.5,128.5
4086,3568,0.5,6,10,-164.8333333,181.8333333
3892,3015,0.5,7,7,-284.8333333,299.8333333
4963,3844,0.5,10,7,-363.5,381.5
4224,3527,0.5,7,9,-224.1666667,241.1666667
4627,3133,0.5,9,7,-489.1666667,506.1666667
4096,4159,0.5,7,5,27.83333333,-14.83333333
4239,4995,0.5,5,6,257.8333333,-245.8333333
3815,3858,0.5,6,7,21.16666667,-7.166666667
4382,3912,0.5,10,10,-146.1666667,167.1666667
4543,3898,0.5,10,10,-204.5,225.5
4803,3991,0.5,7,6,-263.5,277.5
4164,4812,0.5,5,10,223.1666667,-207.1666667
3495,3507,0.5,6,9,11.5,4.5
4299,3811,0.5,5,7,-156.5,169.5
4889,3796,0.5,10,7,-354.8333333,372.8333333
3385,4160,0.5,6,9,265.8333333,-249.8333333
3666,3930,0.5,5,6,93.83333333,-81.83333333
3271,4296,0.5,6,7,348.5,-334.5
3562,4527,0.5,6,5,327.8333333,-315.8333333
3026,3044,0.5,5,5,11.5,-0.5
3744,3689,0.5,8,7,-10.16666667,26.16666667
3901,3085,0.5,5,5,-266.5,277.5
3640,3910,0.5,9,10,99.83333333,-79.83333333
4833,4262,0.5,10,8,-180.5,199.5
3594,4948,0.5,8,9,460.1666667,-442.1666667
3392,3714,0.5,9,9,116.8333333,-97.83333333
3602,3620,0.5,7,7,13.5,1.5
4009,4658,0.5,9,9,225.8333333,-206.8333333
3001,3632,0.5,8,9,219.1666667,-201.1666667
3892,4436,0.5,7,8,189.1666667,-173.1666667
4898,3943,0.5,8,10,-309.1666667,328.1666667
4809,4090,0.5,5,9,-232.8333333,247.8333333
3378,4749,0.5,10,10,467.5,-446.5
4688,4998,0.5,6,7,110.1666667,-96.16666667
3653,4324,0.5,7,7,231.1666667,-216.1666667
4219,3250,0.5,10,5,-314.1666667,330.1666667
3894,3513,0.5,9,9,-117.5,136.5
4795,4275,0.5,6,9,-165.8333333,181.8333333
4164,4183,0.5,10,10,16.83333333,4.166666667
4853,4581,0.5,9,5,-82.5,97.5
3322,3973,0.5,8,6,224.8333333,-209.8333333
3724,3618,0.5,8,8,-26.83333333,43.83333333
3309,3344,0.5,8,6,19.5,-4.5
4727,3432,0.5,10,6,-422.5,439.5
3189,4029,0.5,10,10,290.5,-269.5
4314,4021,0.5,9,6,-89.16666667,105.1666667
3231,3155,0.5,5,10,-18.16666667,34.16666667
4480,4991,0.5,9,10,180.1666667,-160.1666667
4657,4945,0.5,7,6,103.1666667,-89.16666667
3404,4100,0.5,8,10,241.1666667,-222.1666667
4848,4803,0.5,7,8,-7.166666667,23.16666667
4723,3336,0.5,8,5,-454.8333333,468.8333333
4784,3709,0.5,7,9,-350.1666667,367.1666667
3256,3708,0.5,9,8,159.8333333,-141.8333333
4866,3683,0.5,5,10,-387.1666667,403.1666667
4172,3941,0.5,6,6,-70.5,83.5
4576,4411,0.5,5,8,-48.5,62.5
3094,3341,0.5,6,6,88.83333333,-75.83333333
3434,4152,0.5,5,8,245.8333333,-231.8333333
3524,3872,0.5,6,9,123.5,-107.5
4024,3996,0.5,6,6,-2.833333333,15.83333333
4321,3863,0.5,6,10,-144.8333333,161.8333333
4571,3709,0.5,7,5,-280.5,293.5
3529,4239,0.5,5,8,243.1666667,-229.1666667
4415,4840,0.5,7,7,149.1666667,-134.1666667
3050,4865,0.5,5,8,611.5,-597.5
3314,4291,0.5,5,6,331.5,-319.5
3876,3715,0.5,10,7,-44.16666667,62.16666667
3646,4229,0.5,7,7,201.8333333,-186.8333333
3011,3405,0.5,9,5,139.5,-124.5
4940,4366,0.5,5,6,-185.5,197.5
4091,4386,0.5,7,5,105.1666667,-92.16666667
4559,4308,0.5,8,7,-75.5,91.5
3346,3210,0.5,5,8,-38.83333333,52.83333333
3341,4519,0.5,8,6,400.5,-385.5
3594,4451,0.5,7,10,294.1666667,-276.1666667
3915,4034,0.5,8,6,47.5,-32.5
4940,3368,0.5,5,7,-517.8333333,530.8333333
3748,4986,0.5,9,7,421.5,-404.5
4191,4380,0.5,6,9,70.5,-54.5
4487,4699,0.5,9,8,79.83333333,-61.83333333
4552,4141,0.5,7,10,-128.5,146.5
3286,3253,0.5,6,6,-4.5,17.5
4266,4985,0.5,6,7,246.5,-232.5
4913,3123,0.5,6,5,-590.5,602.5
4979,4509,0.5,5,5,-151.1666667,162.1666667
3545,4650,0.5,5,8,374.8333333,-360.8333333
4701,3915,0.5,8,5,-254.5,268.5
3049,4527,0.5,6,7,499.5,-485.5
3982,3427,0.5,10,10,-174.5,195.5
3465,3941,0.5,6,5,164.8333333,-152.8333333
4976,4700,0.5,7,7,-84.5,99.5
4879,4337,0.5,6,8,-173.5,188.5
4744,4524,0.5,8,5,-65.83333333,79.83333333
3765,3797,0.5,10,9,20.83333333,-0.833333333
4254,3797,0.5,5,9,-145.5,160.5
4715,4159,0.5,8,5,-177.8333333,191.8333333
3855,4902,0.5,8,9,357.8333333,-339.8333333
4735,3426,0.5,6,5,-430.1666667,442.1666667
4643,4054,0.5,5,6,-190.5,202.5
3828,4171,0.5,8,9,123.1666667,-105.1666667
3163,3319,0.5,9,6,60.5,-44.5
4399,3511,0.5,6,6,-289.5,302.5
4417,4009,0.5,10,9,-125.8333333,145.8333333
3025,4817,0.5,6,6,603.8333333,-590.8333333
4339,3942,0.5,10,9,-122.1666667,142.1666667
3675,4087,0.5,5,10,144.5,-128.5
3218,4292,0.5,10,6,367.1666667,-350.1666667
3507,4448,0.5,5,5,319.1666667,-308.1666667
3789,3046,0.5,9,5,-239.5,254.5
4387,3087,0.5,6,5,-427.1666667,439.1666667
3118,4969,0.5,5,6,622.8333333,-610.8333333
3966,3320,0.5,5,5,-209.8333333,220.8333333
4320,4217,0.5,10,8,-24.5,43.5
3849,4394,0.5,6,10,189.5,-172.5
4110,4178,0.5,7,10,31.16666667,-13.16666667
4684,3189,0.5,6,8,-491.1666667,506.1666667
4482,3252,0.5,7,7,-402.5,417.5
3491,4743,0.5,8,5,424.8333333,-410.8333333
3734,3628,0.5,8,7,-27.16666667,43.16666667
4362,4921,0.5,10,7,195.8333333,-177.8333333
4363,4251,0.5,9,6,-28.83333333,44.83333333
4968,4996,0.5,8,6,17.16666667,-2.166666667
3122,3971,0.5,6,8,290.1666667,-275.1666667
4913,3240,0.5,5,8,-551.1666667,565.1666667
4780,3735,0.5,6,8,-341.1666667,356.1666667
3658,3539,0.5,8,5,-32.16666667,46.16666667
4189,3193,0.5,10,6,-322.8333333,339.8333333
3074,4603,0.5,8,8,518.1666667,-501.1666667
3614,3644,0.5,9,9,19.5,-0.5
4499,3371,0.5,9,10,-366.1666667,386.1666667
3597,3106,0.5,8,7,-155.5,171.5
3134,4340,0.5,6,9,409.5,-393.5
3332,4723,0.5,10,9,473.8333333,-453.8333333
3292,4645,0.5,10,8,460.8333333,-441.8333333
4183,3041,0.5,10,7,-371.1666667,389.1666667
4810,3001,0.5,10,8,-593.1666667,612.1666667
4236,4675,0.5,7,9,154.5,-137.5
3755,3292,0.5,5,5,-148.8333333,159.8333333
4338,4932,0.5,8,10,207.1666667,-188.1666667
4195,4857,0.5,8,9,229.5,-211.5
3467,4112,0.5,6,10,222.8333333,-205.8333333
3686,3941,0.5,6,9,92.5,-76.5
4784,4667,0.5,8,5,-31.5,45.5
4999,3723,0.5,10,6,-416.1666667,433.1666667
3785,3738,0.5,8,10,-6.5,25.5
4842,3716,0.5,9,5,-367.1666667,382.1666667
3542,3687,0.5,9,8,57.5,-39.5
4787,3015,0.5,9,8,-581.5,599.5
4086,4253,0.5,7,7,63.16666667,-48.16666667
3153,4079,0.5,7,10,317.1666667,-299.1666667
3121,3191,0.5,8,10,32.5,-13.5
4868,4462,0.5,10,6,-126.1666667,143.1666667
3716,4040,0.5,8,7,116.1666667,-100.1666667
3671,4712,0.5,10,9,357.1666667,-337.1666667
3018,4614,0.5,10,9,542.1666667,-522.1666667
4148,4906,0.5,9,10,262.5,-242.5
3702,4628,0.5,5,9,315.5,-300.5
4869,3384,0.5,7,10,-486.5,504.5
3247,4023,0.5,5,10,265.8333333,-249.8333333
3067,4897,0.5,9,8,619.1666667,-601.1666667
3121,3389,0.5,10,6,98.5,-81.5
3812,3411,0.5,9,10,-123.8333333,143.8333333
4936,4281,0.5,10,10,-207.8333333,228.8333333
3583,3737,0.5,5,7,57.5,-44.5
3065,4749,0.5,10,5,570.1666667,-554.1666667
3920,4165,0.5,6,7,88.5,-74.5
3887,4859,0.5,8,7,332.1666667,-316.1666667
3363,4270,0.5,10,9,312.5,-292.5
4454,3535,0.5,5,8,-299.8333333,313.8333333
4611,3729,0.5,10,6,-284.8333333,301.8333333
4156,4020,0.5,9,9,-35.83333333,54.83333333
4620,4429,0.5,8,5,-56.16666667,70.16666667
4446,4518,0.5,6,8,31.16666667,-16.16666667
4400,3675,0.5,8,6,-233.8333333,248.8333333
3398,4069,0.5,8,7,231.8333333,-215.8333333
4976,3520,0.5,8,5,-477.8333333,491.8333333
3906,4175,0.5,8,5,97.16666667,-83.16666667
3611,3879,0.5,6,9,96.83333333,-80.83333333
3934,3072,0.5,9,7,-278.5,295.5
3126,4151,0.5,7,5,348.5,-335.5
4013,4468,0.5,10,8,161.5,-142.5
4817,4145,0.5,5,5,-218.5,229.5
3801,3774,0.5,8,9,-0.166666667,18.16666667
3389,4880,0.5,5,7,503.1666667,-490.1666667
3317,3296,0.5,9,7,1.833333333,15.16666667
4287,3268,0.5,8,10,-330.5,349.5
3164,4705,0.5,8,7,521.8333333,-505.8333333
4315,3426,0.5,6,10,-288.5,305.5
4195,3983,0.5,10,7,-61.16666667,79.16666667
3973,4813,0.5,6,7,286.8333333,-272.8333333
4689,4269,0.5,10,7,-130.5,148.5
3807,4372,0.5,9,7,197.1666667,-180.1666667
3425,4071,0.5,7,9,223.5,-206.5
4102,3546,0.5,7,8,-177.5,193.5
4062,3514,0.5,6,9,-175.1666667,191.1666667
4450,3983,0.5,10,10,-145.1666667,166.1666667
3862,4251,0.5,6,10,137.5,-120.5
4972,3159,0.5,10,7,-594.8333333,612.8333333
3025,4869,0.5,9,6,623.1666667,-607.1666667
3429,4585,0.5,8,5,392.8333333,-378.8333333
3193,3073,0.5,7,5,-33.16666667,46.16666667
3786,4670,0.5,5,8,301.1666667,-287.1666667
3435,3915,0.5,10,9,170.1666667,-150.1666667
3116,4584,0.5,9,8,498.5,-480.5
3643,3904,0.5,7,10,95.5,-77.5
3383,4728,0.5,7,10,456.8333333,-438.8333333
4652,3615,0.5,9,7,-336.8333333,353.8333333
3759,4228,0.5,7,6,163.5,-149.5
3790,4180,0.5,5,6,135.8333333,-123.8333333
3553,4150,0.5,8,6,206.8333333,-191.8333333
4959,4014,0.5,10,7,-305.5,323.5
4210,3494,0.5,5,9,-231.8333333,246.8333333
4600,3810,0.5,8,9,-254.5,272.5
3502,4042,0.5,8,7,188.1666667,-172.1666667
3407,4566,0.5,10,10,396.8333333,-375.8333333
4871,4614,0.5,6,5,-79.5,91.5
3666,3749,0.5,6,7,34.5,-20.5
4946,3010,0.5,10,10,-634.8333333,655.8333333
4564,4595,0.5,9,6,18.83333333,-2.833333333
4026,4484,0.5,6,10,160.5,-143.5
3403,3623,0.5,7,10,81.83333333,-63.83333333
3636,4802,0.5,10,8,398.5,-379.5
4322,3424,0.5,6,6,-292.8333333,305.8333333
3872,4420,0.5,8,5,190.1666667,-176.1666667
4169,4677,0.5,5,6,175.1666667,-163.1666667
3639,4250,0.5,5,7,209.8333333,-196.8333333
3046,4201,0.5,10,8,394.8333333,-375.8333333
3550,3052,0.5,10,6,-156.8333333,173.8333333
4275,4661,0.5,10,10,139.1666667,-118.1666667
4837,3170,0.5,10,8,-545.8333333,564.8333333
3947,4692,0.5,10,9,258.5,-238.5
4161,3271,0.5,6,9,-289.1666667,305.1666667
4020,4522,0.5,8,9,176.1666667,-158.1666667
4430,3443,0.5,9,6,-320.5,336.5
4884,4802,0.5,7,10,-18.83333333,36.83333333
4353,3553,0.5,6,6,-260.1666667,273.1666667
4955,4731,0.5,7,7,-67.16666667,82.16666667
4176,3570,0.5,5,7,-195.8333333,208.8333333
3718,3350,0.5,7,9,-114.5,131.5
4362,4829,0.5,6,6,162.1666667,-149.1666667
3863,3305,0.5,9,10,-176.1666667,196.1666667
4091,4214,0.5,6,7,47.83333333,-33.83333333
3901,4836,0.5,8,6,319.5,-304.5
4207,3659,0.5,5,10,-175.5,191.5
4353,4975,0.5,7,7,214.8333333,-199.8333333
4121,4138,0.5,6,9,13.16666667,2.833333333
4072,3550,0.5,6,8,-166.8333333,181.8333333
3756,3221,0.5,9,8,-169.1666667,187.1666667
3619,3526,0.5,5,5,-25.5,36.5
4298,4440,0.5,7,6,54.5,-40.5
4795,3501,0.5,6,7,-424.5,438.5
4667,3146,0.5,9,7,-498.1666667,515.1666667
3934,4237,0.5,5,8,107.5,-93.5
3107,3669,0.5,8,8,195.8333333,-178.8333333
3765,3554,0.5,9,7,-61.5,78.5
4645,3197,0.5,8,7,-474.5,490.5
3920,4175,0.5,8,9,93.83333333,-75.83333333
3305,4790,0.5,7,8,502.8333333,-486.8333333
3262,3903,0.5,8,5,221.1666667,-207.1666667
4734,4842,0.5,5,8,42.5,-28.5
3580,4361,0.5,8,9,269.1666667,-251.1666667
4662,3751,0.5,6,7,-296.8333333,310.8333333
4298,4606,0.5,6,8,109.8333333,-94.83333333
4207,4333,0.5,5,6,47.83333333,-35.83333333
4753,3977,0.5,7,9,-250.5,267.5
3781,3897,0.5,9,7,47.5,-30.5
4799,3646,0.5,5,6,-378.5,390.5
4982,4323,0.5,10,8,-209.8333333,228.8333333
3030,4934,0.5,7,5,641.5,-628.5
3260,3142,0.5,8,8,-30.83333333,47.83333333
3103,4484,0.5,9,6,468.8333333,-452.8333333
4153,4592,0.5,9,8,155.5,-137.5
4022,4240,0.5,8,10,81.83333333,-62.83333333
4622,4898,0.5,6,5,98.16666667,-86.16666667
4277,4014,0.5,5,5,-82.16666667,93.16666667
4430,4301,0.5,5,7,-36.83333333,49.83333333
4635,3517,0.5,5,5,-367.1666667,378.1666667
3009,3701,0.5,6,8,237.8333333,-222.8333333
4841,4396,0.5,10,9,-138.1666667,158.1666667
3690,3491,0.5,5,10,-59.16666667,75.16666667
5000,3984,0.5,5,7,-332.5,345.5
4352,3735,0.5,7,5,-198.8333333,211.8333333
4370,3822,0.5,8,6,-174.8333333,189.8333333
3785,3751,0.5,6,6,-4.833333333,17.83333333
4139,3857,0.5,8,6,-86.16666667,101.1666667
3721,4246,0.5,10,10,185.5,-164.5
3966,4212,0.5,6,10,89.83333333,-72.83333333
4167,3252,0.5,5,7,-298.8333333,311.8333333
4509,3666,0.5,9,5,-272.8333333,287.8333333
4829,3446,0.5,6,10,-453.1666667,470.1666667
3397,4315,0.5,10,8,315.8333333,-296.8333333
4910,4315,0.5,9,6,-189.8333333,205.8333333
4589,4691,0.5,8,10,43.16666667,-24.16666667
3876,3594,0.5,7,5,-87.16666667,100.1666667
4857,3651,0.5,10,10,-391.5,412.5
3349,4831,0.5,10,10,504.5,-483.5
3892,4990,0.5,8,9,374.8333333,-356.8333333
3144,4274,0.5,10,6,385.8333333,-368.8333333
4515,4318,0.5,9,8,-56.5,74.5
4067,3192,0.5,8,10,-282.5,301.5
4897,4146,0.5,7,9,-242.1666667,259.1666667
4967,3447,0.5,6,5,-500.5,512.5
4023,3669,0.5,8,8,-109.5,126.5
3415,4069,0.5,5,7,224.1666667,-211.1666667
4382,3190,0.5,5,9,-390.5,405.5
3644,3836,0.5,6,8,71.16666667,-56.16666667
4127,3395,0.5,5,8,-237.5,251.5
4769,4983,0.5,8,10,80.5,-61.5
4147,3838,0.5,6,9,-95.5,111.5
3539,4438,0.5,5,10,306.8333333,-290.8333333
4989,3941,0.5,9,8,-340.1666667,358.1666667
3774,3717,0.5,10,6,-9.833333333,26.83333333
4277,4814,0.5,10,7,188.5,-170.5
