pid,year,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
71430003,2020,714300,3,1,1,2,1,3,2,49,4,1,5,1,1,1,1,5,5,1,6,6,6,6,4,4,4,4,4,4,5,5,5,4,4,2,3,4,4,4,3,4,4,4,4,3,3,4,2,3,3.714285714,5,5,5,5,5,5,4,4,4,2,4,4,5,5,4,4,3,3,4,4,3,1,2,2,3,3.8,3,3,2,4,2,3,3,3,2,3,29
71440001,2020,714400,1,1,1,2,1,3,1,44,5,2,8,1,1,2,1,5,5,1,4,4,5,5,6,6,5,5,5.5,4,5,4,4,5,5,4,4,5,5,5,4,4,5,4,4,4,3,3,2,2,4.047619048,4,4,4,4,3,3,4,4,5,4,4,4,5,4,1,1,1,1,4,4,4,5,5,4,4,3.6,3,3,2,2,3,3,2,3,3,3,24
71440002,2020,714400,2,1,1,2,1,3,2,43,5,2,1,2, ,2,1,6,4,2, , , , ,0,0,0,0,0,4,4,5,5,4,4,3,4,4,5,5,4,4,4,4,3,3,2,2,2,2,3.666666667,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4.28,3,3,1,2,3,3,2,3,2,2,27
71440003,2020,714400,3,1,1,2,1,3,2,14,3,1,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,3,4,4,3,4,4,3,3,1,2,3,4,3,4,3,3,4,4,3,3,3,3.238095238,5,5,5,5,5,5,4,4,4,4,1,2,4,4,3,4,3,3,3,4,4,3,2,2,2,3.6,3,3,2,2,3,2,2,3,1,1,27
71450002,2020,714500,2,1,1,8,1,3,2,47,4,2,1,2, ,1,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,2,2,2,2,2,1,1,27
71450003,2020,714500,3,1,1,8,1,3,1,21,5,1,1,2, ,1,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,27
71450004,2020,714500,4,1,1,8,1,3,1,17,4,1,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,1,1,2,2,5,5,5,5,5,5,5,5,5,4.333333333,5,5,5,5,5,5,5,5,5,5,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,4.44,2,3,3,2,2,2,2,2,1,1,27
71460002,2020,714600,2,1,1,8,1,3,2,46,5,2,1,2, ,1,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4.904761905,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4.88,3,2,3,3,2,2,2,2,1,1,28
71460003,2020,714600,3,1,1,8,1,3,1,20,5,1,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,1,1,2,2,5,5,5,5,5,5,5,5,5,4.333333333,5,5,5,5,5,5,5,5,5,5,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,4.44,2,2,2,2,2,2,2,2,1,1,27
71480001,2020,714800,1,1,1,8,1,3,1,56,5,2,14,1,3,1,1,5,5,1,5,7,7,7,5,3,3,3,3.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,4,1,4,4,3,1,1,37
71480002,2020,714800,2,1,1,8,1,3,2,50,6,2,1,2, ,1,1,1,9,1,7,7,7,7,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,2,4,4,2,1,1,36
71480003,2020,714800,3,1,1,8,1,3,2,15,3,1,1,2, ,1,1,1,9,1,5,2,1,1,5,8,9,9,7.75,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4.76,4,4,1,4,1,4,4,2,1,1,39
71500001,2020,715000,1,1,0,8,1,3,2,52,4,3,7,1,3,2,1,5,5,1,4,9,9,9,6,1,1,1,2.25,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.095238095,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,2,3,3,3,2,2,31
71500002,2020,715000,2,1,1,8,1,3,1,28,5,1,7,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,3,3,2,1,1,32
71500003,2020,715000,3,1,0,8,1,3,1,26,5,1,7,1,1,1,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,2,3,3,3,2,2,31
71510001,2020,715100,1,1,0,8,1,3,1,55,4,2,12,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,4,5,4,5,4,4,4,4,4,4,4,3,5,5,5,5,4,4,4,4,4,4.238095238,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25
71510002,2020,715100,2,1,0,8,1,3,2,54,5,2,5,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3.4,3,2,1,3,3,3,3,3,2,1,29
71510003,2020,715100,3,1,1,8,1,3,1,28,5,1,7,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,3,3,3,1,1,31
71510004,2020,715100,4,1,1,8,1,3,1,26,5,1,2,1,1,1,1,2,8,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,3,3,3,1,1,31
71540001,2020,715400,1,1,1,8,1,3,2,52,4,4,5,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3.714285714,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3.96,4,4,1,4,1,4,4,2,2,2,37
71540002,2020,715400,2,1,1,8,1,3,1,17,4,1,1,2, ,2,1,3,7,1,3,5,6,3,7,5,4,7,5.75,5,5,5,5,5,5,5,5,1,3,3,3,5,5,5,5,5,5,5,5,5,4.523809524,5,5,5,5,5,5,5,5,5,5,1,3,3,3,5,5,5,5,5,5,5,3,5,5,5,4.52,3,3,1,3,3,3,3,2,2,2,30
71540003,2020,715400,3,1,1,8,1,3,2,85,2,3,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,2,2,1,2,1,3,2,2,1,1,30
71540004,2020,715400,4,1,1,8,1,3,2,57,4,1,4,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2.952380952,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,1,2,3,2,3.4,3,3,1,3,2,3,3,3,3,3,28
71540005,2020,715400,5,1,1,8,1,3,2,55,4,1,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,2,2,2,3.523809524,5,5,5,5,5,5,4,4,4,2,3,3,3,3,3,3,3,3,4,3,4,2,2,3,2,3.52,2,2,1,2,1,2,2,3,2,2,26
71550001,2020,715500,1,1,1,8,1,3,1,54,4,2,6,1,3,2,1,1,9,2, , , , ,0,0,0,0,0,1,5,3,3,3,3,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,2.047619048,5,5,5,5,5,4,3,3,3,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,2.36,3,3,1,2,2,3,2,2,1,1,31
71550002,2020,715500,2,1,1,8,1,3,2,53,4,2,2,2, ,2,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,4,1,1,3,4.333333333,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,3,5,1,2,1,1,4.16,3,2,1,3,2,3,3,2,1,1,32
71550003,2020,715500,3,1,1,8,1,3,1,23,5,1,1,2, ,2,1,2,8,1,1,6,6,4,9,4,4,6,5.75,4,5,4,5,5,5,4,4,4,4,3,3,5,5,5,5,5,4,4,4,3,4.285714286,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,5,5,5,5,5,5,5,4,5,4,4.76,2,3,2,3,3,3,3,3,2,2,27
71550004,2020,715500,4,1,1,8,1,3,2,21,5,1,3,2, ,2,1,3,7,1,1,5,6,1,9,5,4,9,6.75,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,3,4.666666667,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4.64,3,3,1,3,1,4,3,2,1,1,35
71550005,2020,715500,5,1,1,8,1,3,2,85,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,3,3,1,3,1,3,3,3,1,1,33
71560001,2020,715600,1,1,1,8,2,3,1,45,5,2,8,1,3,2,1,3,7,1,5,7,9,5,5,3,1,5,3.5,5,5,5,5,5,5,2,5,5,4,3,3,5,5,5,5,4,4,1,1,1,3.952380952,5,5,5,5,5,5,5,5,5,2,5,4,3,3,5,5,5,5,5,4,4,1,1,3,1,4.04,3,3,1,3,1,3,3,2,1,1,34
71560002,2020,715600,2,1,1,8,2,3,2,46,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,1,5,5,5,5,5,1,5,4,3,3,3,3,3,3,3,3,3,1,1,1,3.142857143,5,5,5,5,5,5,5,5,5,1,5,3,3,3,3,3,3,3,3,1,3,1,1,3,1,3.4,2,2,1,2,2,1,2,2,2,1,26
71560003,2020,715600,3,1,1,8,2,3,2,19,4,1,1,2, ,2,1,3,7,1,2,6,7,3,8,4,3,7,5.5,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,5,5,3,3,3,4.523809524,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,4,5,5,5,3,3,5,3,4.56,3,3,2,3,1,2,2,2,2,1,30
71560004,2020,715600,4,1,1,8,2,3,1,17,4,1,1,2, ,2,1,3,7,1,2,7,9,6,8,3,1,4,4,5,5,5,5,5,5,4,5,1,3,3,3,5,5,5,5,5,5,4,3,4,4.285714286,5,5,5,5,5,5,5,5,5,4,1,5,3,4,5,5,5,5,5,5,5,3,3,5,4,4.48,3,3,2,3,1,3,3,2,1,1,33
71570001,2020,715700,1,1,1,8,2,3,1,46,4,2,6,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,2,4,3,3,3,3,4,4,4,4,4,3,1,1,2,3.285714286,5,5,5,5,5,4,4,4,4,2,4,3,3,3,3,3,3,3,5,2,4,1,2,3,2,3.48,2,2,1,2,1,2,2,2,1,1,29
71570002,2020,715700,2,1,1,8,2,3,2,46,4,2,5,1,1,2,1,3,7,1,3,9,9,6,7,1,1,4,3.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,3,5,5,4,4.8,3,3,1,3,2,3,3,4,1,1,31
71570003,2020,715700,3,1,1,8,2,3,2,17,4,1,1,2, ,2,1,4,6,1,3,6,7,3,7,4,3,7,5.25,5,5,5,5,5,5,5,5,1,4,4,4,5,5,5,5,5,5,4,4,4,4.523809524,5,5,5,5,5,5,5,5,5,5,1,5,3,3,5,5,5,5,5,5,5,4,3,5,3,4.48,3,4,1,4,1,4,4,2,2,1,37
71570004,2020,715700,4,1,1,8,2,3,2,14,3,1,1,2, ,2,1,2,8,1,3,5,6,3,7,5,4,7,5.75,5,5,5,5,5,5,3,5,1,3,3,3,5,5,5,5,5,4,3,3,3,4.095238095,5,5,5,5,5,5,5,5,5,3,1,3,3,3,5,5,5,5,5,4,5,2,3,5,3,4.2,2,2,1,3,1,2,2,3,2,2,27
71580001,2020,715800,1,1,1,8,2,3,1,49,4,2,10,1,3,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,2,4,3.904761905,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,4.12,3,3,2,3,1,3,3,4,1,1,31
71580002,2020,715800,2,1,1,8,2,3,2,43,5,2,1,2, ,2,1,1,9,1,2,5,7,7,8,5,3,3,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4.76,3,3,2,3,2,3,3,3,2,2,29
71580003,2020,715800,3,1,1,8,2,3,2,17,4,1,1,2, ,2,1,4,6,1,1,6,6,2,9,4,4,8,6.25,5,5,5,5,5,5,5,5,1,3,3,3,5,5,5,5,5,5,5,4,4,4.428571429,5,5,5,5,5,5,5,5,5,4,1,3,3,3,4,4,4,4,5,5,5,3,3,5,4,4.2,3,3,1,4,2,3,3,3,2,2,31
71580004,2020,715800,4,1,1,8,2,3,2,13,3,1,1,2, ,2,1,3,7,1,1,6,6,4,9,4,4,6,5.75,4,4,4,4,4,4,3,3,2,3,2,2,4,4,4,4,4,4,3,2,2,3.333333333,5,5,5,5,5,5,5,5,5,3,2,3,2,2,4,4,4,4,4,4,5,3,2,5,3,3.96,3,3,2,4,1,3,3,4,2,1,31
71590001,2020,715900,1,1,1,8,2,3,1,55,4,2,8,1,3,2,1,3,7,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,4,3,5,5,5,4,5,5,5,5,5,5,3,3,3,4.523809524,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,3,3,4,3,4.6,4,4,1,4,1,3,3,3,1,1,36
71590002,2020,715900,2,1,1,8,2,3,2,52,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,3,1,1,3,3.476190476,5,5,5,5,5,4,4,4,4,3,4,4,4,2,4,4,4,4,5,3,3,1,1,4,3,3.76,3,3,1,3,1,3,3,1,1,1,35
71590003,2020,715900,3,1,1,8,2,3,2,27,5,1,6,1,1,2,1,3,7,1,3,5,6,3,7,5,4,7,5.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.92,3,3,1,3,1,3,3,3,2,2,31
71590004,2020,715900,4,1,1,8,2,3,1,21,5,1,1,2, ,2,1,3,7,1,3,5,7,3,7,5,3,7,5.5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4.88,3,3,2,3,2,3,2,3,2,3,27
71600001,2020,716000,1,1,1,4,1,3,1,48,4,2,11,1,1,2,2, ,0,1,1,7,7,1,9,3,3,9,6,5,5,5,5,5,5,2,3,5,5,2,2,5,5,5,5,4,4,5,3,3,4.19047619,5,5,5,5,5,5,5,5,5,3,5,5,2,2,5,5,5,5,5,3,5,4,3,4,4,4.4,3,3,1,4,1,3,3,1,1,1,36
71600002,2020,716000,2,1,1,4,1,3,2,44,4,2,6,1,3,2,2, ,0,1,1,5,7,1,9,5,3,9,6.5,5,5,5,5,5,5,2,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4.761904762,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.92,3,3,2,3,1,3,2,1,1,1,33
71600003,2020,716000,3,1,0,4,1,3,1,19,5,1,1,2, ,2,1,1,9,1,1,5,5,1,9,5,5,9,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,1,3,3,1,1,1,35
71600004,2020,716000,4,1,1,4,1,3,1,13,3,1,1,2, ,2,1,1,9,1,7,7,7,7,3,3,3,3,3,5,5,5,5,5,5,2,1,1,1,3,3,5,5,5,5,5,5,5,5,5,4.095238095,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.92,3,3,1,3,1,3,3,1,1,1,35
71630001,2020,716300,1,1,1,2,1,1,2,67,2,4,3,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.16,3,3,2,3,2,3,3,2,2,2,30
71640001,2020,716400,1,1,1,1,1,3,1,60,5,2,6,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,4,3,4,4,5,3,3,4,4,2,2,4,4,3,3,2,4,3,2,2,3.142857143,5,5,5,5,5,4,4,5,4,5,4,3,3,3,4,4,3,4,2,3,2,3,3,2,3,3.72,4,3,4,3,3,2,3,3,1,1,28
71640002,2020,716400,2,1,1,1,1,3,2,57,4,2,6,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,2,2,2,3,1,2,3,3,2,1,2,2,3,3,2,3,2,2,1,2,2.19047619,2,1,3,2,2,2,1,2,1,3,2,1,2,2,2,2,1,2,2,1,1,1,2,2,3,1.8,2,3,2,2,1,2,3,2,2,2,28
71640003,2020,716400,3,1,1,1,1,3,2,29,5,1,6,1,1,1,1,1,9,1,1,4,6,1,9,6,4,9,7,3,4,4,4,3,5,4,4,3,3,4,4,3,5,4,3,4,5,3,3,4,3.761904762,4,3,3,5,4,3,3,5,3,3,5,4,3,4,4,3,4,5,3,4,4,3,4,4,3,3.72,3,2,3,4,3,2,3,2,3,3,25
71640004,2020,716400,4,1,1,1,1,3,2,26,5,1,7,1,1,2,1,5,5,1,1,5,5,1,9,5,5,9,7,4,3,4,4,3,4,4,4,4,3,4,4,5,4,3,4,4,3,4,4,4,3.80952381,4,5,4,4,4,4,4,5,3,4,4,5,4,4,3,4,4,4,5,4,4,5,4,5,4,4.16,2,3,1,3,3,3,2,2,1,2,29
71660001,2020,716600,1,1,1,8,1,3,1,52,4,2,10,1,1,2,2, ,0,1,6,9,9,9,4,1,1,1,1.75,2,2,2,3,2,3,2,2,2,2,3,3,3,4,3,3,3,3,3,3,3,2.666666667,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3.48,3,3,1,3,1,3,3,2,1,1,34
71660002,2020,716600,2,1,1,8,1,3,2,49,4,2,5,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3.80952381,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.96,3,2,1,4,2,4,3,3,1,2,32
71660003,2020,716600,3,1,1,8,1,3,1,23,5,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,3,2,3,1,1,1,3,3,19
71660004,2020,716600,4,1,1,8,1,3,1,21,4,1,1,2, ,2,1,1,9,1,2,6,5,4,8,4,5,6,5.75,5,5,5,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,4,4,5,4.666666667,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4.84,3,2,2,2,2,2,2,3,2,2,25
100020001,2020,1000200,1,1,1,1,1,3,1,40,5,2,9,1,1,2,1,6,4,1,6,6,6,6,4,4,4,4,4,4,4,3,4,4,5,4,5,5,4,4,3,5,5,4,4,3,3,4,4,4,4.047619048,5,5,4,5,4,5,5,4,4,4,5,4,3,3,5,4,4,5,4,4,3,3,4,4,3,4.12,3,3,1,2,1,3,3,3,1,1,32
100020002,2020,1000200,2,1,1,1,1,3,2,38,4,2,1,2, ,2,1,6,4,1,6,6,6,6,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,3,3,5,4,5,4,3,2,3,3,3,3.380952381,5,4,5,4,5,4,3,3,4,3,4,4,3,3,5,5,4,4,3,3,3,2,3,3,3,3.68,3,3,1,3,1,3,2,3,1,1,32
100030001,2020,1000300,1,1,1,1,1,1,2,65,3,3,5,1,1,1,2, ,0,1,8,9,9,7,2,1,1,3,1.75,2,2,1,1,2,1,2,1,1,2,2,1,3,3,3,3,2,1,1,1,1,1.714285714,5,4,5,4,4,3,3,2,3,2,3,2,2,2,4,4,3,3,3,2,2,1,2,2,2,2.88,2,2,1,2,1,2,2,2,1,1,29
100050001,2020,1000500,1,1,1,8,1,3,1,41,5,2,8,1,1,1,1,6,4,1,7,7,7,7,3,3,3,3,3,4,4,3,3,4,4,3,3,4,4,3,3,5,4,5,4,4,3,3,3,3,3.619047619,5,4,5,5,4,4,3,4,3,3,4,4,3,3,5,5,4,5,4,3,3,4,3,3,3,3.84,3,3,1,3,1,3,2,3,1,1,32
100050002,2020,1000500,2,1,1,8,1,3,2,38,5,2,1,2, ,1,1,6,4,1,6,6,6,6,4,4,4,4,4,3,3,2,3,3,4,2,2,4,4,3,3,5,4,5,4,3,2,3,3,3,3.238095238,5,4,5,4,4,5,3,2,4,3,5,5,4,4,5,4,5,4,5,3,4,2,3,3,2,3.88,3,3,1,3,1,3,4,3,1,1,34
100060001,2020,1000600,1,1,1,1,1,3,1,49,5,2,11,1,1,1,1,5,5,1,6,6,6,6,4,4,4,4,4,4,4,3,4,4,5,4,3,4,4,3,3,5,4,5,4,4,3,4,4,3,3.857142857,5,4,5,4,5,5,4,3,5,4,5,5,4,3,5,4,5,4,4,3,3,3,5,4,4,4.2,3,3,1,3,1,2,3,3,1,1,32
100060002,2020,1000600,2,1,1,1,1,3,2,47,5,2,1,2, ,1,1,6,4,1,7,7,7,7,3,3,3,3,3,3,3,3,2,2,3,3,2,4,4,3,3,5,4,5,5,3,2,3,3,3,3.238095238,5,4,4,5,5,4,3,3,4,3,5,5,4,3,5,5,4,5,4,3,3,2,3,3,3,3.88,3,2,1,3,1,3,3,2,1,1,33
100060003,2020,1000600,3,1,1,1,1,3,2,20,5,1,1,2, ,1,1,4,6,1,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,4,3,5,5,3,3,5,4,5,4,4,3,3,3,4,3.952380952,5,5,4,5,5,4,4,3,4,3,5,5,4,3,5,5,4,5,4,3,3,3,4,3,3,4.04,3,2,1,3,1,3,2,3,1,1,31
100060004,2020,1000600,4,1,1,1,1,3,1,18,4,1,1,2, ,1,1,5,5,1,7,7,7,7,3,3,3,3,3,5,5,4,3,4,4,5,5,3,3,4,4,5,5,5,5,4,4,3,3,4,4.142857143,5,5,5,5,5,4,4,4,5,4,3,5,4,4,5,5,5,5,4,4,5,3,4,4,4,4.4,2,2,1,2,1,2,2,2,1,1,29
100070001,2020,1000700,1,1,1,1,1,2,1,64,4,2,5,1,1,2,1,6,4,1,7,7,7,7,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,2,2,4,4,3,3,3,3,2,2,2,2.619047619,5,4,4,5,4,4,3,2,3,2,3,2,2,2,4,4,3,3,3,2,3,2,2,2,2,3,3,4,1,3,1,3,4,3,1,1,35
100070002,2020,1000700,2,1,1,1,1,2,2,59,4,2,1,2, ,2,1,6,4,1,7,7,7,7,3,3,3,3,3,3,3,2,2,1,3,2,1,3,2,2,2,4,4,3,4,2,1,2,2,2,2.380952381,4,4,3,4,4,3,2,1,3,1,3,2,2,2,4,4,3,4,3,2,1,1,2,2,2,2.64,3,3,1,3,2,3,3,3,1,1,32
100080001,2020,1000800,1,1,1,8,1,2,2,61,4,3,4,1,1,1,1,7,3,1,8,8,8,8,2,2,2,2,2,2,2,1,1,1,3,1,1,2,2,1,1,3,3,3,3,1,1,1,1,1,1.666666667,5,5,4,4,5,4,2,2,4,2,2,2,2,2,3,3,3,3,3,2,1,1,2,2,2,2.8,2,2,1,2,1,2,3,2,1,1,30
100080002,2020,1000800,2,1,1,8,1,2,1,34,5,1,8,1,1,2,1,5,5,1,7,7,7,7,3,3,3,3,3,5,5,4,4,3,5,5,4,5,5,4,4,5,4,5,4,4,3,4,4,3,4.238095238,5,5,5,5,5,4,4,3,5,4,5,5,4,4,5,5,5,5,4,3,4,3,4,4,4,4.36,4,3,1,3,1,4,4,3,1,1,36
100090001,2020,1000900,1,1,1,8,1,2,1,33,5,2,8,1,1,2,1,6,4,1,7,7,7,7,3,3,3,3,3,5,5,4,3,3,4,5,5,4,5,4,4,5,5,4,4,4,3,4,4,4,4.19047619,5,5,4,4,5,5,4,4,5,4,5,5,4,4,5,5,4,5,4,4,5,3,4,4,4,4.4,3,3,1,3,1,4,4,3,1,1,35
