pid,hid,mar_20,mar_21,income_20,income_21,ott_score_20,ott_score_21,ott_change,sns_score_20,sns_score_21,sns_change,pc_ability_20,pc_ability_21,pc_change,smart_ability_20,smart_ability_21,smart_change,esteem20,esteem21,esteem_change
106320001,1063200,1,1,7,7,5,5,0,0,0,0,3.857142857,4.095238095,0.238095238,4.36,4.6,0.24,29,32,3
106320002,1063200,1,1,6,7,8,5,-3,3,3,0,4.285714286,4.238095238,-0.047619048,4.52,4,-0.52,27,31,4
106330001,1063300,1,1,8,9,5,7,2,0,1.25,1.25,4.666666667,4.857142857,0.19047619,4.76,4.88,0.12,28,34,6
106330002,1063300,1,1,8,8,7,5,-2,0,0,0,4,4.904761905,0.904761905,4.76,4.88,0.12,32,31,-1
106340001,1063400,0,0,7,7,7,7,0,0,0,0,3.904761905,4.380952381,0.476190476,4.4,4.56,0.16,31,33,2
106340002,1063400,0,0,1,1,8,6,-2,0,1.25,1.25,4.714285714,4.761904762,0.047619048,4.72,4.88,0.16,32,32,0
106350001,1063500,1,1,9,7,9,7,-2,6,3,-3,3.857142857,2.571428571,-1.285714286,3.72,2.6,-1.12,33,35,2
106350002,1063500,1,1,1,1,9,9,0,1.25,3,1.75,3.142857143,2.285714286,-0.857142857,3,3.04,0.04,36,33,-3
106360001,1063600,1,1,9,9,9,6,-3,3,4,1,3.571428571,3.333333333,-0.238095238,3.28,3,-0.28,36,35,-1
106360002,1063600,1,1,5,6,9,6,-3,5,4,-1,3.619047619,3.095238095,-0.523809524,3.12,3,-0.12,34,36,2
106360003,1063600,0,0,1,1,9,6,-3,0,0,0,2.333333333,2.238095238,-0.095238095,2.48,2.52,0.04,#VALUE!,36,#VALUE!
106360004,1063600,0,0,1,1,9,7,-2,0,0,0,2.619047619,2.380952381,-0.238095238,2.68,2.36,-0.32,#VALUE!,#VALUE!,#VALUE!
106370001,1063700,0,0,1,2,9,9,0,0,0,0,1,1,0,2.12,1.4,-0.72,35,34,-1
106370002,1063700,0,0,8,9,9,6,-3,6.75,4,-2.75,3.952380952,3.523809524,-0.428571429,3.76,3.16,-0.6,33,30,-3
106370003,1063700,0,0,1,1,9,6,-3,2.75,2.75,0,2.619047619,2.666666667,0.047619048,2.96,2.4,-0.56,35,36,1
106380001,1063800,1,1,7,7,8,8,0,0,0,0,3.19047619,2.238095238,-0.952380952,3.76,2.6,-1.16,34,37,3
106380002,1063800,1,1,1,1,9,6,-3,0,0,0,3.285714286,2.333333333,-0.952380952,3.4,2.48,-0.92,25,36,11
106380003,1063800,0,0,1,1,9,7,-2,1.25,4,2.75,4.380952381,3.142857143,-1.238095238,4,3.16,-0.84,35,29,-6
106390001,1063900,1,1,9,9,9,6,-3,5.75,4,-1.75,3.761904762,3.952380952,0.19047619,3.56,3.32,-0.24,24,36,12
106390002,1063900,1,1,1,1,9,7,-2,4.5,4,-0.5,3.095238095,3,-0.095238095,3.12,3.16,0.04,35,37,2
106390003,1063900,0,0,1,1,9,6,-3,0,0,0,2.523809524,2.142857143,-0.380952381,2.64,2.28,-0.36,#VALUE!,#VALUE!,#VALUE!
106390004,1063900,0,0,1,1,9,6,-3,0,0,0,2.666666667,2.333333333,-0.333333333,2.44,2.48,0.04,#VALUE!,#VALUE!,#VALUE!
106400001,1064000,1,1,10,11,8,7,-1,1.25,4,2.75,3.238095238,3.904761905,0.666666667,3.52,3.8,0.28,36,35,-1
106400002,1064000,1,1,1,1,9,8,-1,1.25,1.25,0,3.095238095,3.285714286,0.19047619,3.84,3.24,-0.6,35,34,-1
106400003,1064000,0,0,1,6,9,9,0,6,4,-2,3.476190476,3.285714286,-0.19047619,4.08,3.52,-0.56,37,33,-4
106400004,1064000,0,0,1,1,9,9,0,6,4,-2,3.714285714,3.857142857,0.142857143,3.32,3.48,0.16,35,35,0
106410001,1064100,1,1,9,9,9,7,-2,5.25,4,-1.25,3.428571429,3.238095238,-0.19047619,3.48,3.16,-0.32,36,36,0
106410002,1064100,1,1,1,1,9,6,-3,2.25,2.25,0,3,2.714285714,-0.285714286,3.12,2.88,-0.24,27,36,9
106650001,1066500,1,1,9,9,4,7,3,0,4.25,4.25,4.142857143,2.904761905,-1.238095238,4.12,3.8,-0.32,28,33,5
106650002,1066500,1,1,1,1,8,6,-2,2,4.5,2.5,3.761904762,1.714285714,-2.047619048,4.52,3.32,-1.2,24,35,11
106660001,1066600,1,1,9,8,6,5,-1,2,4.5,2.5,3.571428571,3.523809524,-0.047619048,3.84,4.44,0.6,28,34,6
106660002,1066600,1,1,7,5,6,5,-1,5.5,4,-1.5,3.666666667,1.80952381,-1.857142857,3.84,2.92,-0.92,28,39,11
106660003,1066600,0,0,1,1,5,9,4,0,0,0,2.285714286,2.619047619,0.333333333,2.8,3.24,0.44,#VALUE!,#VALUE!,#VALUE!
106670001,1066700,1,1,9,8,7,5,-2,3.5,3.5,0,3.047619048,2.761904762,-0.285714286,3.6,2.84,-0.76,27,32,5
106670002,1066700,1,1,7,6,5,5,0,5.5,4,-1.5,4.19047619,4.095238095,-0.095238095,4.64,4.2,-0.44,25,38,13
106670003,1066700,0,0,1,1,5,9,4,5.5,7,1.5,4.142857143,4.19047619,0.047619048,5,4.56,-0.44,30,37,7
106680001,1066800,1,1,5,5,3,5,2,0,0,0,1.380952381,1.619047619,0.238095238,1.92,2.8,0.88,27,25,-2
106680002,1066800,1,1,5,5,3,5,2,0,0,0,1,1.285714286,0.285714286,1.52,1.76,0.24,31,27,-4
106690001,1066900,1,1,12,11,9,7,-2,3.5,6,2.5,5,5,0,5,4.76,-0.24,26,36,10
106690002,1066900,1,1,1,1,7,6,-1,4,4.75,0.75,3.523809524,2.523809524,-1,4,4.36,0.36,25,38,13
106690003,1066900,0,0,1,1,8,6,-2,5,4.5,-0.5,4.428571429,4.619047619,0.19047619,5,5,0,28,36,8
106700001,1067000,1,1,7,7,5,6,1,5.75,4,-1.75,4.238095238,4.666666667,0.428571429,4.88,5,0.12,28,37,9
106700002,1067000,1,1,1,1,9,6,-3,3.25,4.5,1.25,4.952380952,2.476190476,-2.476190476,4.64,3.8,-0.84,29,37,8
106710001,1067100,1,1,6,6,8,5,-3,6.75,7.75,1,2.142857143,1.285714286,-0.857142857,2.2,1.4,-0.8,30,26,-4
106710002,1067100,1,1,1,1,8,5,-3,4.75,7.75,3,1.952380952,1.285714286,-0.666666667,2.32,1.4,-0.92,30,28,-2
106720001,1067200,1,1,8,6,6,5,-1,4.75,5,0.25,2.047619048,1.380952381,-0.666666667,2.2,1.4,-0.8,32,26,-6
106720002,1067200,1,1,1,1,5,5,0,4.5,7.75,3.25,2,1.285714286,-0.714285714,2.2,1.4,-0.8,32,26,-6
106730002,1067300,1,1,9,7,5,6,1,5.5,7,1.5,4.095238095,4.238095238,0.142857143,4.64,4.92,0.28,28,36,8
106730003,1067300,0,0,1,1,6,9,3,5,7,2,5,3.761904762,-1.238095238,5,4.56,-0.44,29,36,7
106730004,1067300,0,0,1,1,6,9,3,3.5,7,3.5,4.142857143,4.714285714,0.571428571,4.16,5,0.84,26,37,11
106740001,1067400,1,1,11,14,6,6,0,5.5,3.75,-1.75,4.095238095,4.904761905,0.80952381,4.48,4.48,0,30,36,6
106740002,1067400,1,1,1,3,7,4,-3,3,4,1,3.714285714,3.761904762,0.047619048,3.64,3.76,0.12,27,33,6
106740003,1067400,0,0,1,1,6,9,3,6,6.5,0.5,3.428571429,4.571428571,1.142857143,3.68,4.8,1.12,29,32,3
106740004,1067400,0,0,1,1,9,9,0,6.5,5.75,-0.75,2.666666667,3.523809524,0.857142857,3.48,3.88,0.4,28,29,1
106760001,1067600,0,0,7,8,9,7,-2,0,0,0,4.047619048,3.714285714,-0.333333333,4.6,4.4,-0.2,32,31,-1
106760002,1067600,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,30,29,-1
106770001,1067700,0,#N/A,4,#N/A,5,#N/A,#N/A,0,#N/A,#N/A,3.238095238,#N/A,#N/A,3.76,#N/A,#N/A,24,#N/A,#N/A
106770002,1067700,0,#N/A,1,#N/A,7,#N/A,#N/A,5,#N/A,#N/A,4.80952381,#N/A,#N/A,4.76,#N/A,#N/A,33,#N/A,#N/A
106780001,1067800,1,1,7,7,9,8,-1,0,5.5,5.5,3.523809524,3.047619048,-0.476190476,3.88,3.28,-0.6,33,32,-1
106780002,1067800,1,1,4,5,9,8,-1,0,3,3,3.523809524,3.047619048,-0.476190476,3.72,3.44,-0.28,31,32,1
106790001,1067900,1,1,7,7,9,9,0,0,4,4,2.904761905,2.523809524,-0.380952381,3.36,2.68,-0.68,33,30,-3
106790002,1067900,1,1,1,2,8,9,1,0,0,0,3.285714286,2.19047619,-1.095238095,2.88,2.64,-0.24,32,32,0
106800001,1068000,1,1,3,4,8,9,1,0,4,4,3.952380952,3.047619048,-0.904761905,4.04,3.04,-1,31,32,1
106800002,1068000,1,1,1,1,9,9,0,0,3.5,3.5,3,3.095238095,0.095238095,3.2,3.48,0.28,32,31,-1
106810001,1068100,1,1,8,9,9,9,0,6,3,-3,3.80952381,3.238095238,-0.571428571,4.36,3.4,-0.96,29,31,2
106810002,1068100,1,1,4,5,8,7,-1,4.75,4.75,0,3.80952381,3.285714286,-0.523809524,4,3.76,-0.24,33,33,0
106820001,1068200,0,0,3,2,5,9,4,0,0,0,1.80952381,1.095238095,-0.714285714,2.24,1.64,-0.6,31,27,-4
106830001,1068300,0,0,7,7,8,7,-1,6,6,0,4.80952381,4,-0.80952381,5,4.24,-0.76,33,34,1
106850001,1068500,0,0,3,3,5,7,2,6,5.25,-0.75,5,5,0,4.92,5,0.08,34,30,-4
106860001,1068600,0,0,3,3,5,5,0,6.75,6,-0.75,5,5,0,5,5,0,38,30,-8
106870001,1068700,0,0,5,3,6,5,-1,6,4.75,-1.25,5,4.904761905,-0.095238095,5,4.92,-0.08,37,34,-3
106880001,1068800,0,0,2,2,5,7,2,6,2,-4,4.952380952,5,0.047619048,5,5,0,38,29,-9
106890001,1068900,1,1,9,9,6,6,0,2.5,4.5,2,4,4.857142857,0.857142857,4,4.88,0.88,30,33,3
106890002,1068900,1,1,1,1,5,5,0,2.75,4.25,1.5,4,4.904761905,0.904761905,4,4.88,0.88,29,30,1
106890003,1068900,0,0,1,1,5,9,4,0,6.25,6.25,3.333333333,3.095238095,-0.238095238,2.84,3.56,0.72,#VALUE!,24,#VALUE!
106890004,1068900,0,0,1,1,0,5,5,0,0,0,1.19047619,1.095238095,-0.095238095,1.76,1.56,-0.2,#VALUE!,#VALUE!,#VALUE!
106900001,1069000,0,0,5,5,5,5,0,4.25,1.25,-3,4.80952381,5,0.19047619,4.8,5,0.2,24,17,-7
106910001,1069100,0,0,3,3,5,5,0,5.5,6,0.5,5,5,0,5,5,0,35,28,-7
106920001,1069200,0,0,5,5,5,5,0,6,6,0,5,5,0,5,5,0,32,30,-2
106930001,1069300,0,0,3,2,5,5,0,6,4.25,-1.75,5,5,0,5,5,0,38,35,-3
106940001,1069400,0,#N/A,4,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,1,#N/A,#N/A,1.08,#N/A,#N/A,28,#N/A,#N/A
106950001,1069500,0,0,5,5,0,0,0,0,0,0,1,1,0,1,1.48,0.48,27,33,6
106960001,1069600,1,1,5,5,0,0,0,0,0,0,1,1,0,1,1.16,0.16,22,29,7
106960002,1069600,1,1,5,3,0,0,0,0,0,0,1,1,0,1.64,1.32,-0.32,28,27,-1
106980001,1069800,1,1,3,5,0,7,7,0,0,0,1,1,0,1.12,1.8,0.68,31,30,-1
106980002,1069800,1,1,6,5,0,9,9,0,2.75,2.75,1.238095238,2.19047619,0.952380952,2.36,2.84,0.48,35,39,4
106990001,1069900,0,0,4,5,0,0,0,0,0,0,1,1,0,1.04,1.32,0.28,25,31,6
106990002,1069900,0,0,4,5,8,6,-2,0,3,3,3.380952381,3.571428571,0.19047619,3.52,2.84,-0.68,23,27,4
107000001,1070000,1,1,5,5,0,7,7,0,0,0,1,1.19047619,0.19047619,1.04,1.4,0.36,31,33,2
107000002,1070000,1,1,1,1,0,7,7,0,0,0,1,1.142857143,0.142857143,1.04,1.68,0.64,31,31,0
107010001,1070100,1,1,8,8,8,8,0,0,3,3,4.619047619,3.619047619,-1,5,3.68,-1.32,38,36,-2
107010002,1070100,1,1,1,1,8,8,0,0,3,3,3.666666667,3.428571429,-0.238095238,3.32,2.88,-0.44,32,35,3
107020001,1070200,0,0,7,7,9,9,0,2.75,3,0.25,5,5,0,5,5,0,36,39,3
107030001,1070300,1,1,9,9,5,6,1,2.25,2.25,0,4,3.476190476,-0.523809524,4,3.16,-0.84,28,29,1
107030002,1070300,1,1,1,1,6,5,-1,3,3.75,0.75,3.666666667,3.333333333,-0.333333333,3.4,3.12,-0.28,29,29,0
107030003,1070300,0,0,5,6,5,9,4,2.75,4,1.25,4,4.761904762,0.761904762,4,4.28,0.28,29,30,1
107030004,1070300,0,0,1,5,6,9,3,3,5,2,4,4.761904762,0.761904762,4,3.96,-0.04,27,32,5
107040001,1070400,1,1,7,7,5,7,2,2,4.5,2.5,4,5,1,4,4.16,0.16,29,31,2
107040002,1070400,1,1,1,1,6,9,3,3.25,5.5,2.25,4,4,0,4,3.88,-0.12,32,30,-2
107050001,1070500,1,1,7,7,6,9,3,2.5,2.25,-0.25,3.714285714,4.047619048,0.333333333,3.76,4.12,0.36,29,29,0
107050002,1070500,1,1,7,7,6,7,1,2.5,3.25,0.75,4,3.857142857,-0.142857143,3.84,3.92,0.08,32,27,-5
107050003,1070500,0,0,1,2,5,9,4,2.25,3.5,1.25,4,5,1,4,4.8,0.8,29,33,4
107050004,1070500,0,0,1,1,5,9,4,2.25,4,1.75,4,5,1,4,4.68,0.68,32,31,-1
107060001,1070600,1,1,9,9,5,9,4,2.75,3.5,0.75,3.714285714,4.666666667,0.952380952,4,4.36,0.36,32,28,-4
107060002,1070600,1,1,1,1,6,7,1,2.25,3.5,1.25,4,3.857142857,-0.142857143,4,4.08,0.08,29,31,2
107060003,1070600,0,0,1,1,6,8,2,2.25,4,1.75,4,5,1,4,4.56,0.56,29,31,2
107060004,1070600,0,0,1,1,6,9,3,3,3.75,0.75,4,4.952380952,0.952380952,4,4.76,0.76,29,34,5
107070001,1070700,1,1,7,7,5,5,0,2.25,4.5,2.25,4,4,0,4,3.84,-0.16,29,29,0
107070002,1070700,1,1,1,1,5,6,1,2.5,4,1.5,4,3.666666667,-0.333333333,4,3.64,-0.36,29,29,0
107070003,1070700,0,0,1,1,5,8,3,0,3.75,3.75,3.523809524,3.571428571,0.047619048,3.48,3.76,0.28,31,32,1
107080001,1070800,1,1,3,3,5,5,0,0,0,0,1,1,0,2.28,2.08,-0.2,25,29,4
107080002,1070800,1,1,1,1,5,5,0,0,0,0,1,1,0,2.08,1.72,-0.36,24,28,4
107090001,1070900,1,1,7,7,5,6,1,0,0,0,2.666666667,2.476190476,-0.19047619,2.76,2.92,0.16,30,32,2
107090002,1070900,1,1,1,1,5,5,0,0,0,0,2.285714286,2.095238095,-0.19047619,2.76,2.44,-0.32,31,29,-2
107100001,1071000,1,1,3,3,5,5,0,0,0,0,3.047619048,2.142857143,-0.904761905,3.16,2.48,-0.68,31,29,-2
107100002,1071000,1,1,1,1,5,5,0,0,0,0,1.380952381,1.80952381,0.428571429,2.12,2.12,0,24,31,7
107110001,1071100,1,1,8,9,6,9,3,0,2.5,2.5,3.142857143,3.285714286,0.142857143,3.24,3.68,0.44,32,29,-3
107110002,1071100,1,1,1,1,6,9,3,2,2,0,3.333333333,3.047619048,-0.285714286,2.96,3.12,0.16,27,28,1
107110003,1071100,0,0,5,6,5,9,4,2,3,1,4,5,1,4,4.88,0.88,30,25,-5
107120001,1071200,1,1,7,7,5,9,4,2.25,3.75,1.5,4,4.047619048,0.047619048,4,4.2,0.2,30,28,-2
107120002,1071200,1,1,5,6,6,5,-1,2.25,4,1.75,4,3.952380952,-0.047619048,4,4.08,0.08,32,32,0
107540001,1075400,1,1,8,9,0,8,8,0,0,0,3,4.857142857,1.857142857,2.88,4.32,1.44,25,32,7
107540002,1075400,1,1,1,1,0,8,8,0,0,0,3.666666667,3.761904762,0.095238095,4,3.2,-0.8,34,28,-6
107550001,1075500,1,1,9,9,6,9,3,2.5,5.25,2.75,5,4.904761905,-0.095238095,4.64,4.8,0.16,28,34,6
107550002,1075500,1,1,1,1,9,8,-1,3.75,4.75,1,4.904761905,4.19047619,-0.714285714,4.72,4.52,-0.2,30,33,3
107560001,1075600,1,1,10,11,7,7,0,1.75,0,-1.75,4.428571429,2.666666667,-1.761904762,4.84,3.2,-1.64,33,28,-5
107560002,1075600,1,1,1,1,4,4,0,1.25,0,-1.25,3.619047619,3.333333333,-0.285714286,3.72,3.48,-0.24,31,31,0
107560003,1075600,0,1,1,3,8,9,1,2.75,3.5,0.75,5,4.619047619,-0.380952381,4.8,4.6,-0.2,21,27,6
107570001,1075700,1,1,7,7,6,8,2,2.25,0,-2.25,4.428571429,4.523809524,0.095238095,4.24,4.36,0.12,19,26,7
107570002,1075700,1,1,1,1,8,8,0,2.75,2.75,0,4.333333333,4.428571429,0.095238095,4.44,3.8,-0.64,33,25,-8
107580001,1075800,1,1,9,9,8,8,0,0,0,0,4.142857143,4.095238095,-0.047619048,3.56,3.4,-0.16,25,30,5
107580002,1075800,1,1,1,1,9,8,-1,0,4.75,4.75,3.142857143,3.904761905,0.761904762,3.12,3.48,0.36,20,32,12
107590001,1075900,1,1,10,11,9,8,-1,2,2,0,4,4.857142857,0.857142857,3.48,4.8,1.32,32,31,-1
107590002,1075900,1,1,6,7,9,8,-1,2,4.75,2.75,3.619047619,4.571428571,0.952380952,3.16,4.2,1.04,35,31,-4
107610001,1076100,1,1,8,9,9,8,-1,1.75,1.75,0,4.952380952,4.666666667,-0.285714286,4.88,4.4,-0.48,31,35,4
107610002,1076100,1,1,6,7,9,9,0,0,5,5,5,4.952380952,-0.047619048,4.76,4.8,0.04,35,37,2
107620001,1076200,0,0,9,9,9,8,-1,1.75,0,-1.75,2.761904762,3.523809524,0.761904762,3.04,3.56,0.52,23,17,-6
107620002,1076200,0,0,1,1,8,9,1,2.75,6,3.25,5,5,0,4.88,5,0.12,26,26,0
107620003,1076200,0,0,1,1,6,8,2,2,6.25,4.25,4.904761905,4.333333333,-0.571428571,4.64,4.44,-0.2,26,29,3
107630001,1076300,0,0,3,3,0,0,0,0,0,0,1,1,0,1.64,1.32,-0.32,32,29,-3
107660001,1076600,1,1,10,10,9,8,-1,1.25,2.75,1.5,3.714285714,3.285714286,-0.428571429,3.68,3.16,-0.52,34,35,1
107670001,1076700,0,0,9,8,9,9,0,1.25,2.75,1.5,4.238095238,4.285714286,0.047619048,4.28,4.24,-0.04,31,29,-2
107670002,1076700,0,0,1,1,9,9,0,1.25,2.75,1.5,4.285714286,3.428571429,-0.857142857,4.36,3.4,-0.96,34,28,-6
107670003,1076700,0,0,1,1,9,9,0,2,2.75,0.75,4.142857143,4.238095238,0.095238095,4.16,4.16,0,30,31,1
107700001,1077000,1,1,10,11,9,8,-1,1.25,2.75,1.5,3.619047619,3.857142857,0.238095238,3.72,4.44,0.72,32,31,-1
107700002,1077000,1,1,1,1,9,8,-1,1.25,2.25,1,3.857142857,3.80952381,-0.047619048,4.12,4.16,0.04,26,32,6
107700003,1077000,0,0,1,1,9,5,-4,5.25,2.75,-2.5,4.238095238,4.476190476,0.238095238,4.2,4.4,0.2,38,36,-2
107700004,1077000,0,0,1,1,9,8,-1,1.25,2.75,1.5,4.380952381,4.380952381,0,4.28,4.56,0.28,35,33,-2
107710001,1077100,1,1,10,11,9,9,0,1.25,2.25,1,3.571428571,4.142857143,0.571428571,3.96,4.32,0.36,33,31,-2
107710002,1077100,1,1,1,1,9,9,0,2.25,2.75,0.5,3.761904762,3.523809524,-0.238095238,3.8,3.48,-0.32,34,34,0
107720001,1077200,1,#N/A,10,#N/A,9,#N/A,#N/A,3.5,#N/A,#N/A,4.142857143,#N/A,#N/A,4.24,#N/A,#N/A,33,#N/A,#N/A
107720002,1077200,1,#N/A,1,#N/A,9,#N/A,#N/A,3.5,#N/A,#N/A,4.238095238,#N/A,#N/A,4.28,#N/A,#N/A,33,#N/A,#N/A
107730001,1077300,1,0,7,7,9,9,0,2,2,0,3.523809524,3.952380952,0.428571429,3.72,4.2,0.48,30,31,1
107730002,1077300,0,0,1,1,9,9,0,2,2.25,0.25,4.238095238,4.333333333,0.095238095,4.24,4.36,0.12,35,31,-4
107730003,1077300,0,0,1,1,9,8,-1,0,2.25,2.25,4.19047619,4.333333333,0.142857143,4.2,4.44,0.24,34,33,-1
107740001,1077400,0,0,2,3,0,0,0,0,0,0,1,1.857142857,0.857142857,1.56,1.88,0.32,33,32,-1
107750001,1077500,1,1,2,2,9,8,-1,0,0,0,1,1.80952381,0.80952381,1.64,1.76,0.12,34,33,-1
107750002,1077500,1,1,2,3,0,9,9,0,0,0,1,2.19047619,1.19047619,1.36,2.64,1.28,27,32,5
107780002,1077800,1,1,1,1,0,0,0,0,0,0,1.095238095,2,0.904761905,1.44,3.2,1.76,23,24,1
107790001,1077900,0,0,4,1,0,0,0,0,0,0,2.142857143,1,-1.142857143,2.12,1.84,-0.28,24,25,1
107800002,1078000,1,1,2,2,0,6,6,0,0,0,1,2.095238095,1.095238095,1.12,2.68,1.56,25,29,4
107810001,1078100,0,0,4,3,0,0,0,0,0,0,1,1,0,1.24,1.36,0.12,30,25,-5
107820001,1078200,1,1,1,1,6,4,-2,0,2.5,2.5,2,4.19047619,2.19047619,2.4,4.28,1.88,34,32,-2
107830001,1078300,0,0,8,7,0,0,0,0,0,0,3.476190476,3.523809524,0.047619048,4.36,3.84,-0.52,32,27,-5
107840001,1078400,1,1,9,9,5,4,-1,4.5,5.5,1,4.523809524,4.761904762,0.238095238,4.88,4.2,-0.68,28,33,5
107850001,1078500,1,1,9,9,6,5,-1,0,0,0,4.619047619,3.904761905,-0.714285714,4.52,4.12,-0.4,25,34,9
107860001,1078600,1,1,10,1,6,6,0,1.25,0,-1.25,2.523809524,3,0.476190476,2.28,3.36,1.08,28,26,-2
107870001,1078700,1,1,7,7,5,5,0,0,0,0,3.857142857,3.571428571,-0.285714286,4.2,4.12,-0.08,34,30,-4
107900001,1079000,0,0,8,7,6,5,-1,2.75,2.25,-0.5,3,3.095238095,0.095238095,2.76,3.56,0.8,35,27,-8
107910001,1079100,0,0,2,2,0,0,0,0,0,0,1,1.19047619,0.19047619,1,1.12,0.12,24,26,2
107920001,1079200,1,1,1,5,8,8,0,0,2,2,2.523809524,3.380952381,0.857142857,2.8,3.32,0.52,30,35,5
107920002,1079200,1,1,12,8,8,8,0,0,0,0,4.095238095,4.095238095,0,4.28,3.52,-0.76,31,34,3
107930001,1079300,1,1,10,8,9,5,-4,3,0,-3,3.285714286,3.761904762,0.476190476,3.44,3.8,0.36,32,30,-2
107940002,1079400,1,1,7,5,9,5,-4,3.5,2,-1.5,3.857142857,3.19047619,-0.666666667,3.28,3.6,0.32,32,28,-4
107950001,1079500,0,0,5,2,0,0,0,0,0,0,1,2.047619048,1.047619048,1.84,2.12,0.28,27,25,-2
107960003,1079600,0,0,7,9,9,9,0,5.25,3.75,-1.5,4.285714286,3.761904762,-0.523809524,4.32,4.36,0.04,36,26,-10
107990002,1079900,1,1,3,4,8,8,0,2.25,2.25,0,3.666666667,2.952380952,-0.714285714,3.92,1.88,-2.04,29,33,4
108000001,1080000,0,0,2,2,0,0,0,0,0,0,1,1.428571429,0.428571429,1,1.04,0.04,26,29,3
108010001,1080100,0,0,7,6,5,5,0,2.25,2.25,0,1,3.095238095,2.095238095,3,2.84,-0.16,25,27,2
108010002,1080100,0,0,1,1,9,8,-1,2.75,5,2.25,4.333333333,5,0.666666667,4.52,4.72,0.2,34,35,1
108240001,1082400,1,1,3,2,0,0,0,0,0,0,1,1,0,1,2.08,1.08,24,25,1
108240002,1082400,1,1,2,2,0,0,0,0,0,0,1,1,0,1,1.16,0.16,27,25,-2
108250001,1082500,1,1,9,8,7,7,0,6.5,4.25,-2.25,5,5,0,5,5,0,25,27,2
108250002,1082500,1,1,1,1,7,6,-1,6,3.75,-2.25,5,5,0,5,5,0,25,24,-1
108270001,1082700,1,#N/A,8,#N/A,7,#N/A,#N/A,5.5,#N/A,#N/A,4.095238095,#N/A,#N/A,4.92,#N/A,#N/A,24,#N/A,#N/A
108270002,1082700,1,#N/A,5,#N/A,7,#N/A,#N/A,6.75,#N/A,#N/A,5,#N/A,#N/A,5,#N/A,#N/A,27,#N/A,#N/A
108280001,1082800,1,1,9,8,7,7,0,5.25,3.5,-1.75,3.285714286,3.666666667,0.380952381,4.04,4.2,0.16,25,24,-1
108280002,1082800,1,1,1,1,9,6,-3,5.75,4.5,-1.25,3.142857143,2.619047619,-0.523809524,4.52,3.4,-1.12,27,24,-3
108290001,1082900,1,1,6,6,9,7,-2,5.5,4,-1.5,2.761904762,2.857142857,0.095238095,3.12,3.28,0.16,29,24,-5
108290002,1082900,1,1,8,8,7,6,-1,5,3.75,-1.25,2.333333333,2.523809524,0.19047619,2.92,3.2,0.28,24,24,0
108300001,1083000,1,1,7,7,7,6,-1,5,2.5,-2.5,2.333333333,2.761904762,0.428571429,2.84,3.48,0.64,29,25,-4
108300002,1083000,0,0,6,6,7,7,0,5.75,5.25,-0.5,5,4.904761905,-0.095238095,5,5,0,25,25,0
108310001,1083100,1,#N/A,8,#N/A,7,#N/A,#N/A,6.75,#N/A,#N/A,2.666666667,#N/A,#N/A,3.16,#N/A,#N/A,28,#N/A,#N/A
108310002,1083100,1,#N/A,8,#N/A,6,#N/A,#N/A,5,#N/A,#N/A,2.952380952,#N/A,#N/A,3.88,#N/A,#N/A,26,#N/A,#N/A
108320001,1083200,0,0,5,6,7,9,2,6,5.5,-0.5,3.952380952,4.523809524,0.571428571,4.08,4.96,0.88,32,31,-1
108330001,1083300,0,0,5,6,9,8,-1,5.25,6,0.75,4.285714286,5,0.714285714,4.4,4.84,0.44,32,33,1
108340001,1083400,0,0,6,7,5,8,3,5.5,6,0.5,4.428571429,5,0.571428571,4.72,4.76,0.04,38,32,-6
108340002,1083400,0,0,5,6,7,9,2,6.25,5.75,-0.5,4.666666667,5,0.333333333,4.72,4.84,0.12,32,32,0
108350001,1083500,0,0,7,6,8,8,0,5.5,5.75,0.25,4.142857143,5,0.857142857,4.16,4.92,0.76,33,31,-2
108360001,1083600,0,0,5,5,9,8,-1,5.5,5,-0.5,4.19047619,4.761904762,0.571428571,4.12,4.92,0.8,32,29,-3
108380001,1083800,0,0,3,1,0,0,0,0,0,0,1,1,0,1,1.48,0.48,28,29,1
108390001,1083900,0,0,3,3,0,0,0,0,0,0,1,1.095238095,0.095238095,1,1.36,0.36,27,27,0
108420001,1084200,0,0,2,2,0,0,0,0,0,0,1,1,0,1,1,0,27,31,4
108430001,1084300,0,0,2,2,0,0,0,0,0,0,1,1,0,1.16,1,-0.16,28,31,3
108440002,1084400,0,0,3,3,0,0,0,0,0,0,1,1,0,1.16,1.32,0.16,27,36,9
108450001,1084500,1,1,6,7,8,9,1,2.75,1.25,-1.5,3.142857143,3.333333333,0.19047619,3.48,3.12,-0.36,28,32,4
108450002,1084500,1,1,5,1,0,9,9,0,0,0,2.142857143,2,-0.142857143,2.48,2,-0.48,28,33,5
108470001,1084700,1,1,3,3,0,0,0,0,0,0,1,1.047619048,0.047619048,1.08,1.04,-0.04,29,32,3
108470002,1084700,1,1,1,1,0,0,0,0,0,0,1,1.095238095,0.095238095,1.08,1.08,0,28,31,3
108480001,1084800,0,0,3,3,6,9,3,3.5,3.5,0,2.285714286,1.904761905,-0.380952381,2.4,1.92,-0.48,28,31,3
108480002,1084800,0,0,1,1,0,0,0,0,0,0,1,1,0,1.12,1.08,-0.04,29,33,4
